scenario_id,seed,customer_count,vehicle_count,charger_condition,constraint_name,evaluated_route_count,unmet_route_count,case_unmet_rate
C025_V03_CHG_balanced_SPEED25_T480,15,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,15,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,15,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,15,25,5,balanced,Range feasibility,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,15,25,5,broad,Range feasibility,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,15,25,5,conservative,Range feasibility,5,0,0.0
C025_V01_CHG_balanced_SPEED25_T480,16,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,16,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,16,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,16,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,16,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,16,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,16,25,5,balanced,Range feasibility,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,16,25,5,broad,Range feasibility,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,16,25,5,conservative,Range feasibility,5,0,0.0
C025_V01_CHG_balanced_SPEED25_T480,17,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,17,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,17,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,17,25,3,balanced,Range feasibility,3,3,1.0
C025_V03_CHG_broad_SPEED25_T480,17,25,3,broad,Range feasibility,3,3,1.0
C025_V03_CHG_conservative_SPEED25_T480,17,25,3,conservative,Range feasibility,3,3,1.0
C025_V05_CHG_balanced_SPEED25_T480,17,25,5,balanced,Range feasibility,5,2,0.4
C025_V05_CHG_broad_SPEED25_T480,17,25,5,broad,Range feasibility,5,2,0.4
C025_V05_CHG_conservative_SPEED25_T480,17,25,5,conservative,Range feasibility,5,2,0.4
C025_V01_CHG_balanced_SPEED25_T480,18,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,18,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,18,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,18,25,3,balanced,Range feasibility,3,3,1.0
C025_V03_CHG_broad_SPEED25_T480,18,25,3,broad,Range feasibility,3,3,1.0
C025_V03_CHG_conservative_SPEED25_T480,18,25,3,conservative,Range feasibility,3,3,1.0
C025_V05_CHG_balanced_SPEED25_T480,18,25,5,balanced,Range feasibility,5,2,0.4
C025_V05_CHG_broad_SPEED25_T480,18,25,5,broad,Range feasibility,5,2,0.4
C025_V05_CHG_conservative_SPEED25_T480,18,25,5,conservative,Range feasibility,5,2,0.4
C025_V01_CHG_balanced_SPEED25_T480,19,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,19,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,19,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,19,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,19,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,19,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,19,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,19,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,19,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,20,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,20,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,20,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,20,25,3,balanced,Range feasibility,3,1,0.3333333333333333
C025_V03_CHG_broad_SPEED25_T480,20,25,3,broad,Range feasibility,3,1,0.3333333333333333
C025_V03_CHG_conservative_SPEED25_T480,20,25,3,conservative,Range feasibility,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,20,25,5,balanced,Range feasibility,5,2,0.4
C025_V05_CHG_broad_SPEED25_T480,20,25,5,broad,Range feasibility,5,2,0.4
C025_V05_CHG_conservative_SPEED25_T480,20,25,5,conservative,Range feasibility,5,2,0.4
C025_V01_CHG_balanced_SPEED25_T480,21,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,21,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,21,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,21,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,21,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,21,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,21,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,21,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,21,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,22,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,22,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,22,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,22,25,3,balanced,Range feasibility,3,3,1.0
C025_V03_CHG_broad_SPEED25_T480,22,25,3,broad,Range feasibility,3,3,1.0
C025_V03_CHG_conservative_SPEED25_T480,22,25,3,conservative,Range feasibility,3,3,1.0
C025_V05_CHG_balanced_SPEED25_T480,22,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,22,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,22,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,23,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,23,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,23,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,23,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,23,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,23,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,23,25,5,balanced,Range feasibility,5,2,0.4
C025_V05_CHG_broad_SPEED25_T480,23,25,5,broad,Range feasibility,5,2,0.4
C025_V05_CHG_conservative_SPEED25_T480,23,25,5,conservative,Range feasibility,5,2,0.4
C025_V01_CHG_balanced_SPEED25_T480,24,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,24,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,24,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,24,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,24,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,24,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,24,25,5,balanced,Range feasibility,5,2,0.4
C025_V05_CHG_broad_SPEED25_T480,24,25,5,broad,Range feasibility,5,2,0.4
C025_V05_CHG_conservative_SPEED25_T480,24,25,5,conservative,Range feasibility,5,2,0.4
C025_V01_CHG_balanced_SPEED25_T480,25,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,25,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,25,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,25,25,3,balanced,Range feasibility,3,1,0.3333333333333333
C025_V03_CHG_broad_SPEED25_T480,25,25,3,broad,Range feasibility,3,1,0.3333333333333333
C025_V03_CHG_conservative_SPEED25_T480,25,25,3,conservative,Range feasibility,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,25,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,25,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,25,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,26,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,26,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,26,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,26,25,3,balanced,Range feasibility,3,3,1.0
C025_V03_CHG_broad_SPEED25_T480,26,25,3,broad,Range feasibility,3,3,1.0
C025_V03_CHG_conservative_SPEED25_T480,26,25,3,conservative,Range feasibility,3,3,1.0
C025_V05_CHG_balanced_SPEED25_T480,26,25,5,balanced,Range feasibility,5,2,0.4
C025_V05_CHG_broad_SPEED25_T480,26,25,5,broad,Range feasibility,5,2,0.4
C025_V05_CHG_conservative_SPEED25_T480,26,25,5,conservative,Range feasibility,5,2,0.4
C025_V01_CHG_balanced_SPEED25_T480,27,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,27,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,27,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,27,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,27,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,27,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,27,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,27,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,27,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,28,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,28,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,28,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,28,25,3,balanced,Range feasibility,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,28,25,3,broad,Range feasibility,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,28,25,3,conservative,Range feasibility,3,0,0.0
C025_V05_CHG_balanced_SPEED25_T480,28,25,5,balanced,Range feasibility,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,28,25,5,broad,Range feasibility,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,28,25,5,conservative,Range feasibility,5,0,0.0
C025_V01_CHG_balanced_SPEED25_T480,29,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,29,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,29,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,29,25,3,balanced,Range feasibility,3,1,0.3333333333333333
C025_V03_CHG_broad_SPEED25_T480,29,25,3,broad,Range feasibility,3,1,0.3333333333333333
C025_V03_CHG_conservative_SPEED25_T480,29,25,3,conservative,Range feasibility,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,29,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,29,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,29,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,30,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,30,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,30,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,30,25,3,balanced,Range feasibility,3,1,0.3333333333333333
C025_V03_CHG_broad_SPEED25_T480,30,25,3,broad,Range feasibility,3,1,0.3333333333333333
C025_V03_CHG_conservative_SPEED25_T480,30,25,3,conservative,Range feasibility,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,30,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,30,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,30,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,31,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,31,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,31,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,31,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,31,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,31,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,31,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,31,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,31,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,32,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,32,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,32,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,32,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,32,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,32,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,32,25,5,balanced,Range feasibility,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,32,25,5,broad,Range feasibility,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,32,25,5,conservative,Range feasibility,5,0,0.0
C025_V01_CHG_balanced_SPEED25_T480,33,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,33,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,33,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,33,25,3,balanced,Range feasibility,3,1,0.3333333333333333
C025_V03_CHG_broad_SPEED25_T480,33,25,3,broad,Range feasibility,3,1,0.3333333333333333
C025_V03_CHG_conservative_SPEED25_T480,33,25,3,conservative,Range feasibility,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,33,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,33,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,33,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,34,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,34,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,34,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,34,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,34,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,34,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,34,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,34,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,34,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,35,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,35,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,35,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,35,25,3,balanced,Range feasibility,3,1,0.3333333333333333
C025_V03_CHG_broad_SPEED25_T480,35,25,3,broad,Range feasibility,3,1,0.3333333333333333
C025_V03_CHG_conservative_SPEED25_T480,35,25,3,conservative,Range feasibility,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,35,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,35,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,35,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,36,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,36,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,36,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,36,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,36,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,36,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,36,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,36,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,36,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,37,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,37,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,37,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,37,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,37,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,37,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,37,25,5,balanced,Range feasibility,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,37,25,5,broad,Range feasibility,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,37,25,5,conservative,Range feasibility,5,0,0.0
C025_V01_CHG_balanced_SPEED25_T480,38,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,38,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,38,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,38,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,38,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,38,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,38,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,38,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,38,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,39,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,39,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,39,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,39,25,3,balanced,Range feasibility,3,1,0.3333333333333333
C025_V03_CHG_broad_SPEED25_T480,39,25,3,broad,Range feasibility,3,1,0.3333333333333333
C025_V03_CHG_conservative_SPEED25_T480,39,25,3,conservative,Range feasibility,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,39,25,5,balanced,Range feasibility,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,39,25,5,broad,Range feasibility,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,39,25,5,conservative,Range feasibility,5,0,0.0
C025_V01_CHG_balanced_SPEED25_T480,40,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,40,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,40,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,40,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,40,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,40,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,40,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,40,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,40,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,41,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,41,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,41,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,41,25,3,balanced,Range feasibility,3,3,1.0
C025_V03_CHG_broad_SPEED25_T480,41,25,3,broad,Range feasibility,3,3,1.0
C025_V03_CHG_conservative_SPEED25_T480,41,25,3,conservative,Range feasibility,3,3,1.0
C025_V05_CHG_balanced_SPEED25_T480,41,25,5,balanced,Range feasibility,5,2,0.4
C025_V05_CHG_broad_SPEED25_T480,41,25,5,broad,Range feasibility,5,2,0.4
C025_V05_CHG_conservative_SPEED25_T480,41,25,5,conservative,Range feasibility,5,2,0.4
C025_V01_CHG_balanced_SPEED25_T480,42,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,42,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,42,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,42,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,42,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,42,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,42,25,5,balanced,Range feasibility,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,42,25,5,broad,Range feasibility,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,42,25,5,conservative,Range feasibility,5,0,0.0
C025_V01_CHG_balanced_SPEED25_T480,43,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,43,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,43,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,43,25,3,balanced,Range feasibility,3,3,1.0
C025_V03_CHG_broad_SPEED25_T480,43,25,3,broad,Range feasibility,3,3,1.0
C025_V03_CHG_conservative_SPEED25_T480,43,25,3,conservative,Range feasibility,3,3,1.0
C025_V05_CHG_balanced_SPEED25_T480,43,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,43,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,43,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,44,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,44,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,44,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,44,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,44,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,44,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,44,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,44,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,44,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,45,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,45,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,45,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,45,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,45,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,45,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,45,25,5,balanced,Range feasibility,5,2,0.4
C025_V05_CHG_broad_SPEED25_T480,45,25,5,broad,Range feasibility,5,2,0.4
C025_V05_CHG_conservative_SPEED25_T480,45,25,5,conservative,Range feasibility,5,2,0.4
C025_V01_CHG_balanced_SPEED25_T480,46,25,1,balanced,Range feasibility,1,1,1.0
C025_V01_CHG_broad_SPEED25_T480,46,25,1,broad,Range feasibility,1,1,1.0
C025_V01_CHG_conservative_SPEED25_T480,46,25,1,conservative,Range feasibility,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,46,25,3,balanced,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_broad_SPEED25_T480,46,25,3,broad,Range feasibility,3,2,0.6666666666666666
C025_V03_CHG_conservative_SPEED25_T480,46,25,3,conservative,Range feasibility,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,46,25,5,balanced,Range feasibility,5,1,0.2
C025_V05_CHG_broad_SPEED25_T480,46,25,5,broad,Range feasibility,5,1,0.2
C025_V05_CHG_conservative_SPEED25_T480,46,25,5,conservative,Range feasibility,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,47,25,1,balanced,Range feasibility,1,1,1.0
