発地コード,発地名,着地コード,着地名,品目コード,品目名称,重量（発→着）,重量（着→発）,トラック台数（発→着）,トラック台数（着→発）
12,千葉県,20,長野県,2,出版・印刷物,0,244.1176471,0,0
12,千葉県,23,愛知県,2,出版・印刷物,7.375,7.377,0,1
12,千葉県,24,三重県,2,出版・印刷物,20.4,0,0,0
12,千葉県,25,滋賀県,2,出版・印刷物,25.6,7.755,0,0
12,千葉県,27,大阪府,2,出版・印刷物,43.39031356,0.870521368,4.313559322,1
12,千葉県,33,岡山県,2,出版・印刷物,48,0.048,0,0
12,千葉県,34,広島県,2,出版・印刷物,0,2,0,0
12,千葉県,40,福岡県,2,出版・印刷物,0.0675,0,0,0
12,千葉県,43,熊本県,2,出版・印刷物,30,0,0,0
12,千葉県,44,大分県,2,出版・印刷物,4.428,0,0,0
12,千葉県,45,宮崎県,2,出版・印刷物,3,0,0,0
12,千葉県,47,沖縄県,2,出版・印刷物,0.0675,0,0,0
12,千葉県,90,全国,2,出版・印刷物,6.6,0,6.6,0
12,千葉県,92,東北,2,出版・印刷物,38.97186933,190.1347368,0,190
12,千葉県,93,海外,2,出版・印刷物,0,52,0,0
12,千葉県,94,不特定,2,出版・印刷物,0,6.6,0,0
13,東京都,01,北海道,2,出版・印刷物,1.541600396,0.340100155,0,0
13,東京都,02,青森県,2,出版・印刷物,0.894179105,62.5,0,0
13,東京都,03,岩手県,2,出版・印刷物,46.13837351,0,12.58252427,0
13,東京都,04,宮城県,2,出版・印刷物,33.83841277,0.259706628,4.194174757,0
13,東京都,05,秋田県,2,出版・印刷物,0.032845771,5.5,0,0
13,東京都,06,山形県,2,出版・印刷物,47.55434741,0.141441299,5.5,0
13,東京都,07,福島県,2,出版・印刷物,0.728435628,278.7956224,12.46,12.46
13,東京都,08,茨城県,2,出版・印刷物,18.51934367,608.6501848,12,88.84911381
13,東京都,09,栃木県,2,出版・印刷物,14.24489966,9.716255639,6.894422311,0
13,東京都,10,群馬県,2,出版・印刷物,38.69843502,0.015652174,6.23,6.23
13,東京都,11,埼玉県,2,出版・印刷物,4328.548975,4113.94915,625.2085445,2161.852863
13,東京都,12,千葉県,2,出版・印刷物,318.6327226,248.3741414,388.4097522,347.004606
13,東京都,13,東京都,2,出版・印刷物,5553.128588,5553.128588,2323.951873,2323.951873
13,東京都,14,神奈川県,2,出版・印刷物,235.0723334,577.9687942,93.66314752,257.6164409
13,東京都,15,新潟県,2,出版・印刷物,109.3532381,0.64,11,0
13,東京都,16,富山県,2,出版・印刷物,0,18.66666667,0,0
13,東京都,17,石川県,2,出版・印刷物,0.093073527,0.006894422,0,0
13,東京都,18,福井県,2,出版・印刷物,0.09216715,0.09216715,0,0
13,東京都,19,山梨県,2,出版・印刷物,1.358956947,0.132142857,4.653846154,0
13,東京都,20,長野県,2,出版・印刷物,32.68799264,0.255636364,13.38834952,0
13,東京都,21,岐阜県,2,出版・印刷物,0.385883153,0,0,0
13,東京都,22,静岡県,2,出版・印刷物,173.0115707,0,4.194174757,0
13,東京都,23,愛知県,2,出版・印刷物,356.5599611,8.638894422,4.194174757,0
13,東京都,24,三重県,2,出版・印刷物,0.68848022,0,0,0
13,東京都,25,滋賀県,2,出版・印刷物,0.037411688,0.024363636,0,0
13,東京都,26,京都府,2,出版・印刷物,20.16712582,1.67266682,2.75,0
13,東京都,27,大阪府,2,出版・印刷物,227.7593323,96.82432002,32.63754045,0
13,東京都,28,兵庫県,2,出版・印刷物,1.295397073,33.83395666,0,0
13,東京都,29,奈良県,2,出版・印刷物,0.045095238,0,0,0
13,東京都,30,和歌山県,2,出版・印刷物,1.010285714,0,0,0
13,東京都,32,島根県,2,出版・印刷物,0.006894422,0.034472112,0,0
13,東京都,33,岡山県,2,出版・印刷物,0.879635714,0,0,0
13,東京都,34,広島県,2,出版・印刷物,0.64475,0.051304348,0,0
13,東京都,35,山口県,2,出版・印刷物,0.487272727,0,0,0
13,東京都,36,徳島県,2,出版・印刷物,29.13922308,12.46153846,0,0
13,東京都,37,香川県,2,出版・印刷物,22.03544388,0.324788446,4.194174757,0
13,東京都,38,愛媛県,2,出版・印刷物,41.54446154,18.69230769,0,0
13,東京都,40,福岡県,2,出版・印刷物,1.263625675,0.701561089,0,0
13,東京都,41,佐賀県,2,出版・印刷物,30.55692308,0,4,0
13,東京都,42,長崎県,2,出版・印刷物,30.2481039,0,0,0
13,東京都,43,熊本県,2,出版・印刷物,71.13657143,0,10,0
13,東京都,44,大分県,2,出版・印刷物,50.20871429,0,8,0
13,東京都,45,宮崎県,2,出版・印刷物,50,0,8,0
13,東京都,46,鹿児島県,2,出版・印刷物,90.034,0,14,0
13,東京都,47,沖縄県,2,出版・印刷物,0.004,0,0,0
13,東京都,90,全国,2,出版・印刷物,242.8919142,114.8587364,16.61538462,31.15384615
13,東京都,92,東北,2,出版・印刷物,68.00272478,186.9230769,169.462038,51.92307692
13,東京都,93,海外,2,出版・印刷物,0.048497076,95.04849708,0,8
13,東京都,94,不特定,2,出版・印刷物,1.878139535,1.878139535,0,0
13,東京都,99,全て不明,2,出版・印刷物,27.57768924,0,0,0
14,神奈川県,01,北海道,2,出版・印刷物,61.9348,0,0,0
14,神奈川県,02,青森県,2,出版・印刷物,0.0035,0,0,0
14,神奈川県,03,岩手県,2,出版・印刷物,1.5664,0,0,0
14,神奈川県,04,宮城県,2,出版・印刷物,54.81086559,0,0,0
14,神奈川県,05,秋田県,2,出版・印刷物,0.6072,0,0,0
14,神奈川県,07,福島県,2,出版・印刷物,51.77526851,0.39085213,0,0
14,神奈川県,08,茨城県,2,出版・印刷物,142.9355588,51.76315207,0,27.57048133
14,神奈川県,09,栃木県,2,出版・印刷物,363.8006842,0,0,0
14,神奈川県,10,群馬県,2,出版・印刷物,72.12694706,0.218903226,0,0
14,神奈川県,11,埼玉県,2,出版・印刷物,818.4834052,459.6032419,19.48036735,226.1363438
14,神奈川県,12,千葉県,2,出版・印刷物,246.1370964,57.16062802,0,9.75
14,神奈川県,13,東京都,2,出版・印刷物,577.9687942,235.0723334,257.6164409,93.66314752
14,神奈川県,14,神奈川県,2,出版・印刷物,1155.868822,1155.868822,613.419032,613.419032
14,神奈川県,15,新潟県,2,出版・印刷物,45.70913684,0,0,0
14,神奈川県,16,富山県,2,出版・印刷物,144.6590667,5.3775,0,0
14,神奈川県,17,石川県,2,出版・印刷物,0.0704,0,0,0
14,神奈川県,18,福井県,2,出版・印刷物,0.0176,0,0,0
14,神奈川県,19,山梨県,2,出版・印刷物,0.1232,2.8,0,0
14,神奈川県,20,長野県,2,出版・印刷物,96.46653611,0,0,0
14,神奈川県,21,岐阜県,2,出版・印刷物,4.2163,0,0,0
14,神奈川県,22,静岡県,2,出版・印刷物,109.3430275,95.95704546,0,0
14,神奈川県,23,愛知県,2,出版・印刷物,45.83262842,0,3.5,0
14,神奈川県,24,三重県,2,出版・印刷物,13.92093333,0,0,0
14,神奈川県,25,滋賀県,2,出版・印刷物,105.5211198,35.65027534,0,0
14,神奈川県,26,京都府,2,出版・印刷物,230.0107691,1.256442743,0,0
14,神奈川県,27,大阪府,2,出版・印刷物,194.6981386,36.99619048,0,0
14,神奈川県,28,兵庫県,2,出版・印刷物,99.0844,0.145081233,0,0
14,神奈川県,30,和歌山県,2,出版・印刷物,0.0528,0,0,0
14,神奈川県,32,島根県,2,出版・印刷物,0.9152,0,0,0
14,神奈川県,33,岡山県,2,出版・印刷物,55.3059,0,0,0
14,神奈川県,34,広島県,2,出版・印刷物,23.60871111,0,0,0
14,神奈川県,35,山口県,2,出版・印刷物,18.96056559,0,0,0
14,神奈川県,36,徳島県,2,出版・印刷物,0.7428,0.264285714,0,0
14,神奈川県,37,香川県,2,出版・印刷物,4.5236,0,0,0
14,神奈川県,38,愛媛県,2,出版・印刷物,2.005157895,0,0,0
14,神奈川県,39,高知県,2,出版・印刷物,3.3792,0,0,0
14,神奈川県,40,福岡県,2,出版・印刷物,19.2488,0.09631579,0,0
14,神奈川県,42,長崎県,2,出版・印刷物,0.0176,0,0,0
14,神奈川県,43,熊本県,2,出版・印刷物,4.2416,0,0,0
14,神奈川県,44,大分県,2,出版・印刷物,19.8844,0,0,0
14,神奈川県,45,宮崎県,2,出版・印刷物,6.7584,0,0,0
14,神奈川県,46,鹿児島県,2,出版・印刷物,0,0.0048,0,0
14,神奈川県,47,沖縄県,2,出版・印刷物,3.059221053,0,0,0
14,神奈川県,90,全国,2,出版・印刷物,2.250571429,237.75,0,0
14,神奈川県,92,東北,2,出版・印刷物,42.93571429,35.71428571,21.03571429,0
14,神奈川県,93,海外,2,出版・印刷物,0,35.71428571,0,0
15,新潟県,08,茨城県,2,出版・印刷物,0,0.0038,0,0
15,新潟県,11,埼玉県,2,出版・印刷物,0,2.808368725,0,26.70377641
15,新潟県,12,千葉県,2,出版・印刷物,0.030125,8.456,4.1875,0
15,新潟県,13,東京都,2,出版・印刷物,0.64,109.3532381,0,11
15,新潟県,14,神奈川県,2,出版・印刷物,0,45.70913684,0,0
16,富山県,08,茨城県,2,出版・印刷物,0.051836735,0.00716,6.367346939,3.58
16,富山県,11,埼玉県,2,出版・印刷物,0,0.079166667,0,9.5
16,富山県,13,東京都,2,出版・印刷物,18.66666667,0,0,0
16,富山県,14,神奈川県,2,出版・印刷物,5.3775,144.6590667,0,0
17,石川県,08,茨城県,2,出版・印刷物,1.566933333,0.0336,0,0
17,石川県,11,埼玉県,2,出版・印刷物,0.031666667,0.631622807,0,27.79824561
17,石川県,12,千葉県,2,出版・印刷物,2,0,0,0
17,石川県,13,東京都,2,出版・印刷物,0.006894422,0.093073527,0,0
17,石川県,14,神奈川県,2,出版・印刷物,0,0.0704,0,0
18,福井県,11,埼玉県,2,出版・印刷物,0,0.063333333,0,3.166666667
18,福井県,13,東京都,2,出版・印刷物,0.09216715,0.09216715,0,0
18,福井県,14,神奈川県,2,出版・印刷物,0,0.0176,0,0
19,山梨県,08,茨城県,2,出版・印刷物,14.60014286,0,0,0
19,山梨県,11,埼玉県,2,出版・印刷物,0,0.176,0,4
19,山梨県,12,千葉県,2,出版・印刷物,0,32,0,0
19,山梨県,13,東京都,2,出版・印刷物,0.132142857,1.358956947,0,4.653846154
19,山梨県,14,神奈川県,2,出版・印刷物,2.8,0.1232,0,0
20,長野県,08,茨城県,2,出版・印刷物,0.003284553,1.797084553,0,0
20,長野県,11,埼玉県,2,出版・印刷物,0,46.42135965,0,20.35877193
20,長野県,12,千葉県,2,出版・印刷物,244.1176471,0,0,0
20,長野県,13,東京都,2,出版・印刷物,0.255636364,32.68799264,0,13.38834952
20,長野県,14,神奈川県,2,出版・印刷物,0,96.46653611,0,0
21,岐阜県,08,茨城県,2,出版・印刷物,0,1.79,0,0
21,岐阜県,11,埼玉県,2,出版・印刷物,0,0.209642857,0,10.48214286
21,岐阜県,13,東京都,2,出版・印刷物,0,0.385883153,0,0
21,岐阜県,14,神奈川県,2,出版・印刷物,0,4.2163,0,0
22,静岡県,08,茨城県,2,出版・印刷物,0.403284553,20.72658455,0,6.78
22,静岡県,11,埼玉県,2,出版・印刷物,59.15237402,1.389512861,26.56687165,61.90761085
22,静岡県,13,東京都,2,出版・印刷物,0,173.0115707,0,4.194174757
22,静岡県,14,神奈川県,2,出版・印刷物,95.95704546,109.3430275,0,0
23,愛知県,08,茨城県,2,出版・印刷物,0.640857143,11.56214967,0,8.710434783
23,愛知県,11,埼玉県,2,出版・印刷物,3.325196742,119.6534991,7.411027569,80.76378616
23,愛知県,12,千葉県,2,出版・印刷物,7.377,7.375,1,0
23,愛知県,13,東京都,2,出版・印刷物,8.638894422,356.5599611,0,4.194174757
23,愛知県,14,神奈川県,2,出版・印刷物,0,45.83262842,0,3.5
24,三重県,11,埼玉県,2,出版・印刷物,0.396428571,0.441333333,2.642857143,7.516666667
24,三重県,12,千葉県,2,出版・印刷物,0,20.4,0,0
24,三重県,13,東京都,2,出版・印刷物,0,0.68848022,0,0
24,三重県,14,神奈川県,2,出版・印刷物,0,13.92093333,0,0
25,滋賀県,08,茨城県,2,出版・印刷物,0,6,0,6
25,滋賀県,11,埼玉県,2,出版・印刷物,1.171421634,8.752254967,4.754966887,15.43830022
25,滋賀県,12,千葉県,2,出版・印刷物,7.755,25.6,0,0
25,滋賀県,13,東京都,2,出版・印刷物,0.024363636,0.037411688,0,0
25,滋賀県,14,神奈川県,2,出版・印刷物,35.65027534,105.5211198,0,0
26,京都府,08,茨城県,2,出版・印刷物,4.29042741,5.724084553,0,10.16
26,京都府,11,埼玉県,2,出版・印刷物,0,0.60327381,0,16.81547619
26,京都府,13,東京都,2,出版・印刷物,1.67266682,20.16712582,0,2.75
26,京都府,14,神奈川県,2,出版・印刷物,1.256442743,230.0107691,0,0
27,大阪府,08,茨城県,2,出版・印刷物,4.894384615,3,0,3
27,大阪府,11,埼玉県,2,出版・印刷物,19.45257989,853.8079989,16.03734773,177.9231665
27,大阪府,12,千葉県,2,出版・印刷物,0.870521368,43.39031356,1,4.313559322
27,大阪府,13,東京都,2,出版・印刷物,96.82432002,227.7593323,0,32.63754045
27,大阪府,14,神奈川県,2,出版・印刷物,36.99619048,194.6981386,0,0
28,兵庫県,08,茨城県,2,出版・印刷物,3.58,8.152879231,0,10.16
28,兵庫県,11,埼玉県,2,出版・印刷物,1.048214286,0.886575815,10.48214286,51.59617795
28,兵庫県,13,東京都,2,出版・印刷物,33.83395666,1.295397073,0,0
28,兵庫県,14,神奈川県,2,出版・印刷物,0.145081233,99.0844,0,0
29,奈良県,08,茨城県,2,出版・印刷物,0.447857143,1.5,0,0
29,奈良県,11,埼玉県,2,出版・印刷物,0.161214286,0.031666667,2.642857143,3.166666667
29,奈良県,13,東京都,2,出版・印刷物,0,0.045095238,0,0
30,和歌山県,13,東京都,2,出版・印刷物,0,1.010285714,0,0
30,和歌山県,14,神奈川県,2,出版・印刷物,0,0.0528,0,0
32,島根県,13,東京都,2,出版・印刷物,0.034472112,0.006894422,0,0
32,島根県,14,神奈川県,2,出版・印刷物,0,0.9152,0,0
33,岡山県,08,茨城県,2,出版・印刷物,2.262857143,0.42602,0,3.58
33,岡山県,11,埼玉県,2,出版・印刷物,13.54736842,0.035666667,12.31578947,7.166666667
33,岡山県,12,千葉県,2,出版・印刷物,0.048,48,0,0
33,岡山県,13,東京都,2,出版・印刷物,0,0.879635714,0,0
33,岡山県,14,神奈川県,2,出版・印刷物,0,55.3059,0,0
34,広島県,08,茨城県,2,出版・印刷物,1.533333333,0.085683761,0,5.068376068
34,広島県,11,埼玉県,2,出版・印刷物,0.008023256,0.779574634,0,33.74110276
34,広島県,12,千葉県,2,出版・印刷物,2,0,0,0
34,広島県,13,東京都,2,出版・印刷物,0.051304348,0.64475,0,0
34,広島県,14,神奈川県,2,出版・印刷物,0,23.60871111,0,0
35,山口県,11,埼玉県,2,出版・印刷物,0,1.92,0,4
35,山口県,13,東京都,2,出版・印刷物,0,0.487272727,0,0
35,山口県,14,神奈川県,2,出版・印刷物,0,18.96056559,0,0
36,徳島県,11,埼玉県,2,出版・印刷物,1.166666667,0,0,0
36,徳島県,13,東京都,2,出版・印刷物,12.46153846,29.13922308,0,0
36,徳島県,14,神奈川県,2,出版・印刷物,0.264285714,0.7428,0,0
37,香川県,13,東京都,2,出版・印刷物,0.324788446,22.03544388,0,4.194174757
37,香川県,14,神奈川県,2,出版・印刷物,0,4.5236,0,0
38,愛媛県,08,茨城県,2,出版・印刷物,0,0.0038,0,0
38,愛媛県,11,埼玉県,2,出版・印刷物,0,0.129333333,0,6.466666667
38,愛媛県,13,東京都,2,出版・印刷物,18.69230769,41.54446154,0,0
38,愛媛県,14,神奈川県,2,出版・印刷物,0,2.005157895,0,0
39,高知県,14,神奈川県,2,出版・印刷物,0,3.3792,0,0
40,福岡県,08,茨城県,2,出版・印刷物,0,136,0,17
40,福岡県,11,埼玉県,2,出版・印刷物,0,15.69821805,0,46.09110276
40,福岡県,12,千葉県,2,出版・印刷物,0,0.0675,0,0
40,福岡県,13,東京都,2,出版・印刷物,0.701561089,1.263625675,0,0
40,福岡県,14,神奈川県,2,出版・印刷物,0.09631579,19.2488,0,0
41,佐賀県,13,東京都,2,出版・印刷物,0,30.55692308,0,4
42,長崎県,13,東京都,2,出版・印刷物,0,30.2481039,0,0
42,長崎県,14,神奈川県,2,出版・印刷物,0,0.0176,0,0
43,熊本県,11,埼玉県,2,出版・印刷物,0,10,0,2
43,熊本県,12,千葉県,2,出版・印刷物,0,30,0,0
43,熊本県,13,東京都,2,出版・印刷物,0,71.13657143,0,10
43,熊本県,14,神奈川県,2,出版・印刷物,0,4.2416,0,0
44,大分県,08,茨城県,2,出版・印刷物,0,0.0038,0,0
44,大分県,11,埼玉県,2,出版・印刷物,1.321428571,10,2.642857143,2
44,大分県,12,千葉県,2,出版・印刷物,0,4.428,0,0
44,大分県,13,東京都,2,出版・印刷物,0,50.20871429,0,8
44,大分県,14,神奈川県,2,出版・印刷物,0,19.8844,0,0
45,宮崎県,08,茨城県,2,出版・印刷物,0,0.0038,0,0
45,宮崎県,11,埼玉県,2,出版・印刷物,0,10,0,2
45,宮崎県,12,千葉県,2,出版・印刷物,0,3,0,0
45,宮崎県,13,東京都,2,出版・印刷物,0,50,0,8
45,宮崎県,14,神奈川県,2,出版・印刷物,0,6.7584,0,0
46,鹿児島県,11,埼玉県,2,出版・印刷物,0,20,0,4
46,鹿児島県,13,東京都,2,出版・印刷物,0,90.034,0,14
46,鹿児島県,14,神奈川県,2,出版・印刷物,0.0048,0,0,0
47,沖縄県,11,埼玉県,2,出版・印刷物,0,0.064666667,0,6.466666667
47,沖縄県,12,千葉県,2,出版・印刷物,0,0.0675,0,0
47,沖縄県,13,東京都,2,出版・印刷物,0,0.004,0,0
47,沖縄県,14,神奈川県,2,出版・印刷物,0,3.059221053,0,0
90,全国,08,茨城県,2,出版・印刷物,0,0.008712644,0,0
90,全国,11,埼玉県,2,出版・印刷物,0,5.666738095,0,7.15
90,全国,12,千葉県,2,出版・印刷物,0,6.6,0,6.6
90,全国,13,東京都,2,出版・印刷物,114.8587364,242.8919142,31.15384615,16.61538462
90,全国,14,神奈川県,2,出版・印刷物,237.75,2.250571429,0,0
92,東北,11,埼玉県,2,出版・印刷物,5.03575,0.0715,3.575,7.15
92,東北,12,千葉県,2,出版・印刷物,190.1347368,38.97186933,190,0
92,東北,13,東京都,2,出版・印刷物,186.9230769,68.00272478,51.92307692,169.462038
92,東北,14,神奈川県,2,出版・印刷物,35.71428571,42.93571429,0,21.03571429
93,海外,11,埼玉県,2,出版・印刷物,0.004,0,4,0
93,海外,12,千葉県,2,出版・印刷物,52,0,0,0
93,海外,13,東京都,2,出版・印刷物,95.04849708,0.048497076,8,0
93,海外,14,神奈川県,2,出版・印刷物,35.71428571,0,0,0
94,不特定,11,埼玉県,2,出版・印刷物,1.5,3.333333333,6,6
94,不特定,12,千葉県,2,出版・印刷物,6.6,0,0,0
94,不特定,13,東京都,2,出版・印刷物,1.878139535,1.878139535,0,0
99,全て不明,08,茨城県,2,出版・印刷物,0,0,1,0
99,全て不明,11,埼玉県,2,出版・印刷物,175.4921552,15.77041429,144.0958539,31.33571429
99,全て不明,13,東京都,2,出版・印刷物,0,27.57768924,0,0
01,北海道,08,茨城県,3,日用品,10.34678846,7.460226149,0,6.694942529
01,北海道,11,埼玉県,3,日用品,0,119.4034588,0,101.832315
01,北海道,12,千葉県,3,日用品,0.294,55.81794093,0,7.673076923
01,北海道,13,東京都,3,日用品,141.5945587,55.29061404,6.857142857,176.0453471
01,北海道,14,神奈川県,3,日用品,39.19430672,79.97721709,3.928571429,5.933333333
02,青森県,08,茨城県,3,日用品,0,12.52333553,0,8.210526316
02,青森県,11,埼玉県,3,日用品,43.3643208,73.182955,26.07769424,47.30815401
02,青森県,12,千葉県,3,日用品,0,7.082940934,0,3.423076923
02,青森県,13,東京都,3,日用品,0.17199075,0.723762438,0,17.95156517
02,青森県,14,神奈川県,3,日用品,0.369142857,0.297142857,0,0
03,岩手県,08,茨城県,3,日用品,20.3,0.237755263,6.766666667,8.210526316
03,岩手県,11,埼玉県,3,日用品,21.752959,126.5560302,28.77764459,79.41312554
03,岩手県,12,千葉県,3,日用品,27.13619656,3.928548077,9.342105263,3.423076923
03,岩手県,13,東京都,3,日用品,1.089637363,0.630408663,0,14.74285714
03,岩手県,14,神奈川県,3,日用品,9.8005,136.3427954,0,0
04,宮城県,08,茨城県,3,日用品,20.327625,5.615902193,7.766666667,12.01052632
04,宮城県,11,埼玉県,3,日用品,31.13602082,387.2361276,18.35294118,152.4874295
04,宮城県,12,千葉県,3,日用品,81.15791389,54.60191071,0,8.630952381
04,宮城県,13,東京都,3,日用品,40.4228125,496.6019491,84.73459507,39.07455891
04,宮城県,14,神奈川県,3,日用品,20.76396911,239.5999117,3.513513514,3.513513514
05,秋田県,08,茨城県,3,日用品,0,0.05125,0,0
05,秋田県,11,埼玉県,3,日用品,12.88090476,18.29550756,15.76190476,39.02482067
05,秋田県,12,千葉県,3,日用品,0.02,1.616,0,0
05,秋田県,13,東京都,3,日用品,15.03839519,27.42079072,0,7.371428571
05,秋田県,14,神奈川県,3,日用品,3.703285714,7.473255904,0,0
06,山形県,08,茨城県,3,日用品,0.622988506,0.03075,0,0
06,山形県,11,埼玉県,3,日用品,6.742942691,184.2454024,28.38496678,68.96839012
06,山形県,12,千葉県,3,日用品,0.039,35.23061539,0,4.35
06,山形県,13,東京都,3,日用品,21.07878616,133.6289031,0,37.90989011
06,山形県,14,神奈川県,3,日用品,25.36643863,51.2112381,5.878048781,0
07,福島県,08,茨城県,3,日用品,46.76333333,35.55894971,10.76666667,3.114942529
07,福島県,11,埼玉県,3,日用品,48.53778564,416.8392521,31.07437236,118.1708529
07,福島県,12,千葉県,3,日用品,5.849232321,12.13392809,4.313559322,0
07,福島県,13,東京都,3,日用品,2.309686968,51.63514148,0,19.99285714
07,福島県,14,神奈川県,3,日用品,4.0255,18.23633031,0,0
08,茨城県,01,北海道,3,日用品,7.460226149,10.34678846,6.694942529,0
08,茨城県,02,青森県,3,日用品,12.52333553,0,8.210526316,0
08,茨城県,03,岩手県,3,日用品,0.237755263,20.3,8.210526316,6.766666667
08,茨城県,04,宮城県,3,日用品,5.615902193,20.327625,12.01052632,7.766666667
08,茨城県,05,秋田県,3,日用品,0.05125,0,0,0
08,茨城県,06,山形県,3,日用品,0.03075,0.622988506,0,0
08,茨城県,07,福島県,3,日用品,35.55894971,46.76333333,3.114942529,10.76666667
08,茨城県,08,茨城県,3,日用品,709.994874,709.994874,357.9035971,357.9035971
08,茨城県,09,栃木県,3,日用品,109.2511601,126.7183788,28.11297172,22.51577236
08,茨城県,10,群馬県,3,日用品,160.1924318,44.49068589,52.77206361,22.45507916
08,茨城県,11,埼玉県,3,日用品,552.5567953,499.7271799,147.2807423,344.0523751
08,茨城県,12,千葉県,3,日用品,683.246722,86.48623631,138.6383149,53.02418743
08,茨城県,13,東京都,3,日用品,861.8250374,262.0283287,218.3424021,47.03698923
08,茨城県,14,神奈川県,3,日用品,233.1719843,242.1994578,91.39244004,23.97283693
08,茨城県,15,新潟県,3,日用品,22.14465132,0.622344178,15.87302632,2
08,茨城県,16,富山県,3,日用品,0.262777778,0.062298851,0,0
08,茨城県,17,石川県,3,日用品,0.015375,0,0,0
08,茨城県,18,福井県,3,日用品,8.717768678,0.002,8.712643678,1
08,茨城県,19,山梨県,3,日用品,0.125035,0.00716,0,0
08,茨城県,20,長野県,3,日用品,25.182875,0.18925,3,0
08,茨城県,21,岐阜県,3,日用品,2.2,6.4,2.2,0
08,茨城県,22,静岡県,3,日用品,62.30324458,398.4771004,20.06910569,44.56174583
08,茨城県,23,愛知県,3,日用品,24.22549333,18.91224638,4.6,13.36666667
08,茨城県,24,三重県,3,日用品,0.176285,0.061460526,0,10.21052632
08,茨城県,25,滋賀県,3,日用品,10.36117299,0.001,6.914942529,1
08,茨城県,26,京都府,3,日用品,1.152133333,0.02025,3.8,2
08,茨城県,27,大阪府,3,日用品,10.98991,0.168650385,6.125,15.40384615
08,茨城県,28,兵庫県,3,日用品,10.47545833,0.01925,13.38,27.45901639
08,茨城県,29,奈良県,3,日用品,58.74521847,0.006125,5.846846847,5.114583333
08,茨城県,30,和歌山県,3,日用品,0.0615,0.027125,0,3
08,茨城県,31,鳥取県,3,日用品,2.246125,0,2.2,0
08,茨城県,32,島根県,3,日用品,56.035875,0,0,0
08,茨城県,33,岡山県,3,日用品,0.67225,0.001,0,1
08,茨城県,34,広島県,3,日用品,0.698625,2.626081565,3.3125,4.096153846
08,茨城県,35,山口県,3,日用品,17.806625,0.005125,4.35,0
08,茨城県,36,徳島県,3,日用品,6.620982759,0,3.114942529,0
08,茨城県,37,香川県,3,日用品,0.261375,0.007,0,1
08,茨城県,38,愛媛県,3,日用品,3.376802846,0.014,3.284552846,1
08,茨城県,39,高知県,3,日用品,0.056375,0,0,0
08,茨城県,40,福岡県,3,日用品,9.3841728,0.03175,9.697886179,1
08,茨城県,41,佐賀県,3,日用品,0.343333333,0,0,0
08,茨城県,42,長崎県,3,日用品,0.39975,0,0,0
08,茨城県,43,熊本県,3,日用品,0.49825,0.01025,0,0
08,茨城県,44,大分県,3,日用品,27.419375,0,0,0
08,茨城県,45,宮崎県,3,日用品,0.948651316,0,16.42105263,0
08,茨城県,46,鹿児島県,3,日用品,0.564875,0.025625,0,0
08,茨城県,47,沖縄県,3,日用品,5.902416667,0,2.833333333,0
08,茨城県,90,全国,3,日用品,26.13858214,0,8.192307692,0
08,茨城県,92,東北,3,日用品,317.4752,0,537,0
08,茨城県,93,海外,3,日用品,1.642276423,322.4588121,3.284552846,30.5477671
08,茨城県,94,不特定,3,日用品,0,0,22.06896552,0
08,茨城県,99,全て不明,3,日用品,0,0.005125,0,13.25
09,栃木県,08,茨城県,3,日用品,126.7183788,109.2511601,22.51577236,28.11297172
09,栃木県,11,埼玉県,3,日用品,280.398181,328.1906788,94.52733663,135.0433464
09,栃木県,12,千葉県,3,日用品,233.0708136,46.54084888,14.72222222,3.423076923
09,栃木県,13,東京都,3,日用品,163.4823562,418.4135439,0,41.84751952
09,栃木県,14,神奈川県,3,日用品,256.4255666,93.98737115,4.935483871,12.81138211
10,群馬県,08,茨城県,3,日用品,44.49068589,160.1924318,22.45507916,52.77206361
10,群馬県,11,埼玉県,3,日用品,1001.353716,438.1053085,181.4850075,450.8937523
10,群馬県,12,千葉県,3,日用品,16895.26026,68.00063538,1,18.92307692
10,群馬県,13,東京都,3,日用品,0.159648886,426.8422624,0,28.90691244
10,群馬県,14,神奈川県,3,日用品,247.4839124,88.96093842,0,9.446846847
11,埼玉県,01,北海道,3,日用品,119.4034588,0,101.832315,0
11,埼玉県,02,青森県,3,日用品,73.182955,43.3643208,47.30815401,26.07769424
11,埼玉県,03,岩手県,3,日用品,126.5560302,21.752959,79.41312554,28.77764459
11,埼玉県,04,宮城県,3,日用品,387.2361276,31.13602082,152.4874295,18.35294118
11,埼玉県,05,秋田県,3,日用品,18.29550756,12.88090476,39.02482067,15.76190476
11,埼玉県,06,山形県,3,日用品,184.2454024,6.742942691,68.96839012,28.38496678
11,埼玉県,07,福島県,3,日用品,416.8392521,48.53778564,118.1708529,31.07437236
11,埼玉県,08,茨城県,3,日用品,499.7271799,552.5567953,344.0523751,147.2807423
11,埼玉県,09,栃木県,3,日用品,328.1906788,280.398181,135.0433464,94.52733663
11,埼玉県,10,群馬県,3,日用品,438.1053085,1001.353716,450.8937523,181.4850075
11,埼玉県,11,埼玉県,3,日用品,9890.774496,9890.774496,5491.231829,5491.231829
11,埼玉県,12,千葉県,3,日用品,1901.486988,1756.732777,1309.836287,187.5904863
11,埼玉県,13,東京都,3,日用品,3014.67344,1274.86815,3047.138197,288.5436826
