scenario_id,scenario_route_proxy_id,seed,customer_count,vehicle_count,charger_condition,charger_candidate_count,nearest_candidate_charger_id,nearest_charger_haversine_distance_km,nearest_charger_distance_km,maximum_charger_access_distance_km,charger_geographically_accessible,charger_public_access_known,charger_power_known,charger_connector_compatibility_known,charger_operating_status_known,charger_arrival_soc_feasible,charging_assisted_range_evaluated,charging_assisted_range_feasible,charging_duration_evaluated,charging_duration_feasible
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S056_R01,56,25,5,broad,106,17707_17948,0.6616764391667653,0.8270955489584566,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S056_R01,56,25,5,conservative,12,62644_79566,4.90849565939432,6.1356195742429,3.0,False,False,True,True,True,Not evaluated,False,,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S056_R02,56,25,5,balanced,106,17079_17320,1.1201061228143463,1.4001326535179328,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S056_R02,56,25,5,broad,106,17079_17320,1.1201061228143463,1.4001326535179328,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S056_R02,56,25,5,conservative,12,62647_79569,6.295520735493389,7.869400919366736,3.0,False,False,True,True,True,Not evaluated,False,,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S056_R03,56,25,5,balanced,106,17737_17978,0.5157526697855364,0.6446908372319204,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S056_R03,56,25,5,broad,106,17737_17978,0.5157526697855364,0.6446908372319204,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S056_R03,56,25,5,conservative,12,62650_79572,0.7291415286517431,0.9114269108146789,3.0,True,False,True,True,True,Not evaluated,False,,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S056_R04,56,25,5,balanced,106,17125_17366,0.6117527342174978,0.7646909177718721,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S056_R04,56,25,5,broad,106,17125_17366,0.6117527342174978,0.7646909177718721,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S056_R04,56,25,5,conservative,12,62641_79563,5.186587372420496,6.48323421552562,3.0,False,False,True,True,True,Not evaluated,False,,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S056_R05,56,25,5,balanced,106,17111_17352,1.3659000826990846,1.7073751033738558,5.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S056_R05,56,25,5,broad,106,17111_17352,1.3659000826990846,1.7073751033738558,10.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S056_R05,56,25,5,conservative,12,62645_79567,7.298924407344185,9.123655509180232,3.0,False,False,True,True,True,Not evaluated,True,False,False,
C025_V01_CHG_balanced_SPEED25_T480,C025_V01_CHG_balanced_SPEED25_T480__S057_R01,57,25,1,balanced,106,17704_17945,0.43177886597357823,0.5397235824669728,5.0,True,False,True,True,False,Not evaluated,True,False,True,True
C025_V01_CHG_broad_SPEED25_T480,C025_V01_CHG_broad_SPEED25_T480__S057_R01,57,25,1,broad,106,17704_17945,0.43177886597357823,0.5397235824669728,10.0,True,False,True,True,False,Not evaluated,True,False,True,True
C025_V01_CHG_conservative_SPEED25_T480,C025_V01_CHG_conservative_SPEED25_T480__S057_R01,57,25,1,conservative,12,62646_79568,1.7535414725000087,2.191926840625011,3.0,True,False,True,True,True,Not evaluated,True,False,True,True
C025_V03_CHG_balanced_SPEED25_T480,C025_V03_CHG_balanced_SPEED25_T480__S057_R01,57,25,3,balanced,106,17111_17352,0.9057306050913516,1.1321632563641895,5.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V03_CHG_broad_SPEED25_T480,C025_V03_CHG_broad_SPEED25_T480__S057_R01,57,25,3,broad,106,17111_17352,0.9057306050913516,1.1321632563641895,10.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V03_CHG_conservative_SPEED25_T480,C025_V03_CHG_conservative_SPEED25_T480__S057_R01,57,25,3,conservative,12,62646_79568,1.7535414725000087,2.191926840625011,3.0,True,False,True,True,True,Not evaluated,True,True,True,True
C025_V03_CHG_balanced_SPEED25_T480,C025_V03_CHG_balanced_SPEED25_T480__S057_R02,57,25,3,balanced,106,17704_17945,0.43177886597357823,0.5397235824669728,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V03_CHG_broad_SPEED25_T480,C025_V03_CHG_broad_SPEED25_T480__S057_R02,57,25,3,broad,106,17704_17945,0.43177886597357823,0.5397235824669728,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V03_CHG_conservative_SPEED25_T480,C025_V03_CHG_conservative_SPEED25_T480__S057_R02,57,25,3,conservative,12,62644_79566,5.602342549661916,7.002928187077395,3.0,False,False,True,True,True,Not evaluated,False,,False,
C025_V03_CHG_balanced_SPEED25_T480,C025_V03_CHG_balanced_SPEED25_T480__S057_R03,57,25,3,balanced,106,17088_17329,1.2438312832150713,1.554789104018839,5.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V03_CHG_broad_SPEED25_T480,C025_V03_CHG_broad_SPEED25_T480__S057_R03,57,25,3,broad,106,17088_17329,1.2438312832150713,1.554789104018839,10.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V03_CHG_conservative_SPEED25_T480,C025_V03_CHG_conservative_SPEED25_T480__S057_R03,57,25,3,conservative,12,62647_79569,2.4957796643488863,3.119724580436108,3.0,False,False,True,True,True,Not evaluated,True,False,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S057_R01,57,25,5,balanced,106,17123_17364,1.2077337476309395,1.5096671845386744,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S057_R01,57,25,5,broad,106,17123_17364,1.2077337476309395,1.5096671845386744,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S057_R01,57,25,5,conservative,12,62645_79567,7.298924407344185,9.123655509180232,3.0,False,False,True,True,True,Not evaluated,False,,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S057_R02,57,25,5,balanced,106,17704_17945,0.43177886597357823,0.5397235824669728,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S057_R02,57,25,5,broad,106,17704_17945,0.43177886597357823,0.5397235824669728,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S057_R02,57,25,5,conservative,12,62644_79566,5.602342549661916,7.002928187077395,3.0,False,False,True,True,True,Not evaluated,False,,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S057_R03,57,25,5,balanced,106,17088_17329,1.2438312832150713,1.554789104018839,5.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S057_R03,57,25,5,broad,106,17088_17329,1.2438312832150713,1.554789104018839,10.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S057_R03,57,25,5,conservative,12,62647_79569,2.4957796643488863,3.119724580436108,3.0,False,False,True,True,True,Not evaluated,True,False,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S057_R04,57,25,5,balanced,106,17111_17352,1.3659000826990846,1.7073751033738558,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S057_R04,57,25,5,broad,106,17111_17352,1.3659000826990846,1.7073751033738558,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S057_R04,57,25,5,conservative,12,62640_79562,5.295874264885756,6.619842831107196,3.0,False,False,True,True,True,Not evaluated,False,,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S057_R05,57,25,5,balanced,106,17111_17352,0.9057306050913516,1.1321632563641895,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S057_R05,57,25,5,broad,106,17111_17352,0.9057306050913516,1.1321632563641895,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S057_R05,57,25,5,conservative,12,62646_79568,1.7535414725000087,2.191926840625011,3.0,True,False,True,True,True,Not evaluated,False,,False,
C025_V01_CHG_balanced_SPEED25_T480,C025_V01_CHG_balanced_SPEED25_T480__S058_R01,58,25,1,balanced,106,17113_17354,0.038652745639350096,0.04831593204918762,5.0,True,False,True,True,False,Not evaluated,True,False,True,True
C025_V01_CHG_broad_SPEED25_T480,C025_V01_CHG_broad_SPEED25_T480__S058_R01,58,25,1,broad,106,17113_17354,0.038652745639350096,0.04831593204918762,10.0,True,False,True,True,False,Not evaluated,True,False,True,True
C025_V01_CHG_conservative_SPEED25_T480,C025_V01_CHG_conservative_SPEED25_T480__S058_R01,58,25,1,conservative,12,62646_79568,2.0954330771492464,2.619291346436558,3.0,True,False,True,True,True,Not evaluated,True,False,True,True
C025_V03_CHG_balanced_SPEED25_T480,C025_V03_CHG_balanced_SPEED25_T480__S058_R01,58,25,3,balanced,106,17711_17952,0.384105619727212,0.48013202465901506,5.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V03_CHG_broad_SPEED25_T480,C025_V03_CHG_broad_SPEED25_T480__S058_R01,58,25,3,broad,106,17711_17952,0.384105619727212,0.48013202465901506,10.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V03_CHG_conservative_SPEED25_T480,C025_V03_CHG_conservative_SPEED25_T480__S058_R01,58,25,3,conservative,12,62643_79565,2.5201462005586475,3.1501827506983093,3.0,False,False,True,True,True,Not evaluated,True,False,False,
C025_V03_CHG_balanced_SPEED25_T480,C025_V03_CHG_balanced_SPEED25_T480__S058_R02,58,25,3,balanced,106,17113_17354,0.038652745639350096,0.04831593204918762,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V03_CHG_broad_SPEED25_T480,C025_V03_CHG_broad_SPEED25_T480__S058_R02,58,25,3,broad,106,17113_17354,0.038652745639350096,0.04831593204918762,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V03_CHG_conservative_SPEED25_T480,C025_V03_CHG_conservative_SPEED25_T480__S058_R02,58,25,3,conservative,12,62646_79568,2.0954330771492464,2.619291346436558,3.0,True,False,True,True,True,Not evaluated,False,,False,
C025_V03_CHG_balanced_SPEED25_T480,C025_V03_CHG_balanced_SPEED25_T480__S058_R03,58,25,3,balanced,106,17735_17976,1.0295413154116473,1.286926644264559,5.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V03_CHG_broad_SPEED25_T480,C025_V03_CHG_broad_SPEED25_T480__S058_R03,58,25,3,broad,106,17735_17976,1.0295413154116473,1.286926644264559,10.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V03_CHG_conservative_SPEED25_T480,C025_V03_CHG_conservative_SPEED25_T480__S058_R03,58,25,3,conservative,12,62645_79567,3.197987554882434,3.997484443603043,3.0,False,False,True,True,True,Not evaluated,True,False,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S058_R01,58,25,5,balanced,106,17735_17976,1.0295413154116473,1.286926644264559,5.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S058_R01,58,25,5,broad,106,17735_17976,1.0295413154116473,1.286926644264559,10.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S058_R01,58,25,5,conservative,12,62645_79567,3.197987554882434,3.997484443603043,3.0,False,False,True,True,True,Not evaluated,True,False,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S058_R02,58,25,5,balanced,106,17113_17354,0.038652745639350096,0.04831593204918762,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S058_R02,58,25,5,broad,106,17113_17354,0.038652745639350096,0.04831593204918762,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S058_R02,58,25,5,conservative,12,62646_79568,2.0954330771492464,2.619291346436558,3.0,True,False,True,True,True,Not evaluated,False,,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S058_R03,58,25,5,balanced,106,17722_17963,0.4707533077593978,0.5884416346992473,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S058_R03,58,25,5,broad,106,17722_17963,0.4707533077593978,0.5884416346992473,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S058_R03,58,25,5,conservative,12,62645_79567,3.197987554882434,3.997484443603043,3.0,False,False,True,True,True,Not evaluated,False,,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S058_R04,58,25,5,balanced,106,17121_17362,0.5850289144840164,0.7312861431050205,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S058_R04,58,25,5,broad,106,17121_17362,0.5850289144840164,0.7312861431050205,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S058_R04,58,25,5,conservative,12,62645_79567,3.197987554882434,3.997484443603043,3.0,False,False,True,True,True,Not evaluated,False,,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S058_R05,58,25,5,balanced,106,17094_17335,0.7205683399285291,0.9007104249106613,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S058_R05,58,25,5,broad,106,17094_17335,0.7205683399285291,0.9007104249106613,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S058_R05,58,25,5,conservative,12,62645_79567,3.197987554882434,3.997484443603043,3.0,False,False,True,True,True,Not evaluated,False,,False,
C025_V01_CHG_balanced_SPEED25_T480,C025_V01_CHG_balanced_SPEED25_T480__S059_R01,59,25,1,balanced,106,17118_17359,0.11494085595988346,0.14367606994985432,5.0,True,False,True,True,False,Not evaluated,True,False,True,False
C025_V01_CHG_broad_SPEED25_T480,C025_V01_CHG_broad_SPEED25_T480__S059_R01,59,25,1,broad,106,17118_17359,0.11494085595988346,0.14367606994985432,10.0,True,False,True,True,False,Not evaluated,True,False,True,True
C025_V01_CHG_conservative_SPEED25_T480,C025_V01_CHG_conservative_SPEED25_T480__S059_R01,59,25,1,conservative,12,62649_79571,1.4870321312734212,1.8587901640917766,3.0,True,False,True,True,True,Not evaluated,True,False,True,False
C025_V03_CHG_balanced_SPEED25_T480,C025_V03_CHG_balanced_SPEED25_T480__S059_R01,59,25,3,balanced,106,17124_17365,0.27289578759069694,0.3411197344883712,5.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V03_CHG_broad_SPEED25_T480,C025_V03_CHG_broad_SPEED25_T480__S059_R01,59,25,3,broad,106,17124_17365,0.27289578759069694,0.3411197344883712,10.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V03_CHG_conservative_SPEED25_T480,C025_V03_CHG_conservative_SPEED25_T480__S059_R01,59,25,3,conservative,12,62649_79571,1.4870321312734212,1.8587901640917766,3.0,True,False,True,True,True,Not evaluated,True,True,True,True
C025_V03_CHG_balanced_SPEED25_T480,C025_V03_CHG_balanced_SPEED25_T480__S059_R02,59,25,3,balanced,106,17118_17359,0.11494085595988346,0.14367606994985432,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V03_CHG_broad_SPEED25_T480,C025_V03_CHG_broad_SPEED25_T480__S059_R02,59,25,3,broad,106,17118_17359,0.11494085595988346,0.14367606994985432,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V03_CHG_conservative_SPEED25_T480,C025_V03_CHG_conservative_SPEED25_T480__S059_R02,59,25,3,conservative,12,62644_79566,5.214428216546104,6.5180352706826294,3.0,False,False,True,True,True,Not evaluated,False,,False,
C025_V03_CHG_balanced_SPEED25_T480,C025_V03_CHG_balanced_SPEED25_T480__S059_R03,59,25,3,balanced,106,17725_17966,1.2512015322358272,1.564001915294784,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V03_CHG_broad_SPEED25_T480,C025_V03_CHG_broad_SPEED25_T480__S059_R03,59,25,3,broad,106,17725_17966,1.2512015322358272,1.564001915294784,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V03_CHG_conservative_SPEED25_T480,C025_V03_CHG_conservative_SPEED25_T480__S059_R03,59,25,3,conservative,12,62650_79572,1.7845953426161756,2.2307441782702195,3.0,True,False,True,True,True,Not evaluated,False,,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S059_R01,59,25,5,balanced,106,17702_17943,1.307170485014947,1.6339631062686837,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S059_R01,59,25,5,broad,106,17702_17943,1.307170485014947,1.6339631062686837,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S059_R01,59,25,5,conservative,12,62643_79565,4.741159242244849,5.926449052806061,3.0,False,False,True,True,True,Not evaluated,False,,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S059_R02,59,25,5,balanced,106,17081_17322,1.2878685250034947,1.6098356562543683,5.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S059_R02,59,25,5,broad,106,17081_17322,1.2878685250034947,1.6098356562543683,10.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S059_R02,59,25,5,conservative,12,62650_79572,4.156453682609408,5.1955671032617605,3.0,False,False,True,True,True,Not evaluated,True,False,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S059_R03,59,25,5,balanced,106,17725_17966,1.2512015322358272,1.564001915294784,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S059_R03,59,25,5,broad,106,17725_17966,1.2512015322358272,1.564001915294784,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S059_R03,59,25,5,conservative,12,62650_79572,1.7845953426161756,2.2307441782702195,3.0,True,False,True,True,True,Not evaluated,False,,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S059_R04,59,25,5,balanced,106,17124_17365,0.27289578759069694,0.3411197344883712,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S059_R04,59,25,5,broad,106,17124_17365,0.27289578759069694,0.3411197344883712,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S059_R04,59,25,5,conservative,12,62649_79571,1.4870321312734212,1.8587901640917766,3.0,True,False,True,True,True,Not evaluated,False,,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S059_R05,59,25,5,balanced,106,17118_17359,0.11494085595988346,0.14367606994985432,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S059_R05,59,25,5,broad,106,17118_17359,0.11494085595988346,0.14367606994985432,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S059_R05,59,25,5,conservative,12,62644_79566,5.214428216546104,6.5180352706826294,3.0,False,False,True,True,True,Not evaluated,False,,False,
C025_V01_CHG_balanced_SPEED25_T480,C025_V01_CHG_balanced_SPEED25_T480__S060_R01,60,25,1,balanced,106,17726_17967,0.3372277431788732,0.42153467897359154,5.0,True,False,True,True,False,Not evaluated,True,False,True,False
C025_V01_CHG_broad_SPEED25_T480,C025_V01_CHG_broad_SPEED25_T480__S060_R01,60,25,1,broad,106,17726_17967,0.3372277431788732,0.42153467897359154,10.0,True,False,True,True,False,Not evaluated,True,False,True,True
C025_V01_CHG_conservative_SPEED25_T480,C025_V01_CHG_conservative_SPEED25_T480__S060_R01,60,25,1,conservative,12,62645_79567,1.032411136960788,1.290513921200985,3.0,True,False,True,True,True,Not evaluated,True,False,True,False
C025_V03_CHG_balanced_SPEED25_T480,C025_V03_CHG_balanced_SPEED25_T480__S060_R01,60,25,3,balanced,106,17726_17967,0.3372277431788732,0.42153467897359154,5.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V03_CHG_broad_SPEED25_T480,C025_V03_CHG_broad_SPEED25_T480__S060_R01,60,25,3,broad,106,17726_17967,0.3372277431788732,0.42153467897359154,10.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V03_CHG_conservative_SPEED25_T480,C025_V03_CHG_conservative_SPEED25_T480__S060_R01,60,25,3,conservative,12,62645_79567,1.032411136960788,1.290513921200985,3.0,True,False,True,True,True,Not evaluated,True,True,True,True
C025_V03_CHG_balanced_SPEED25_T480,C025_V03_CHG_balanced_SPEED25_T480__S060_R02,60,25,3,balanced,106,17111_17352,1.3659000826990846,1.7073751033738558,5.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V03_CHG_broad_SPEED25_T480,C025_V03_CHG_broad_SPEED25_T480__S060_R02,60,25,3,broad,106,17111_17352,1.3659000826990846,1.7073751033738558,10.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V03_CHG_conservative_SPEED25_T480,C025_V03_CHG_conservative_SPEED25_T480__S060_R02,60,25,3,conservative,12,62647_79569,3.1025794189064055,3.878224273633007,3.0,False,False,True,True,True,Not evaluated,True,False,False,
C025_V03_CHG_balanced_SPEED25_T480,C025_V03_CHG_balanced_SPEED25_T480__S060_R03,60,25,3,balanced,106,17118_17359,0.6745883798854904,0.8432354748568629,5.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V03_CHG_broad_SPEED25_T480,C025_V03_CHG_broad_SPEED25_T480__S060_R03,60,25,3,broad,106,17118_17359,0.6745883798854904,0.8432354748568629,10.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V03_CHG_conservative_SPEED25_T480,C025_V03_CHG_conservative_SPEED25_T480__S060_R03,60,25,3,conservative,12,62644_79566,3.223938131233844,4.029922664042306,3.0,False,False,True,True,True,Not evaluated,True,False,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S060_R01,60,25,5,balanced,106,17726_17967,0.3372277431788732,0.42153467897359154,5.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S060_R01,60,25,5,broad,106,17726_17967,0.3372277431788732,0.42153467897359154,10.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S060_R01,60,25,5,conservative,12,62645_79567,1.032411136960788,1.290513921200985,3.0,True,False,True,True,True,Not evaluated,True,True,True,True
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S060_R02,60,25,5,balanced,106,17111_17352,1.3659000826990846,1.7073751033738558,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S060_R02,60,25,5,broad,106,17111_17352,1.3659000826990846,1.7073751033738558,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S060_R02,60,25,5,conservative,12,62641_79563,4.350590674105138,5.438238342631423,3.0,False,False,True,True,True,Not evaluated,False,,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S060_R03,60,25,5,balanced,106,17118_17359,0.6745883798854904,0.8432354748568629,5.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S060_R03,60,25,5,broad,106,17118_17359,0.6745883798854904,0.8432354748568629,10.0,True,False,True,True,False,Not evaluated,True,True,True,True
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S060_R03,60,25,5,conservative,12,62644_79566,5.876379665736734,7.345474582170918,3.0,False,False,True,True,True,Not evaluated,True,False,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S060_R04,60,25,5,balanced,106,17111_17352,1.3659000826990846,1.7073751033738558,5.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_broad_SPEED25_T480,C025_V05_CHG_broad_SPEED25_T480__S060_R04,60,25,5,broad,106,17111_17352,1.3659000826990846,1.7073751033738558,10.0,True,False,True,True,False,Not evaluated,False,,False,
C025_V05_CHG_conservative_SPEED25_T480,C025_V05_CHG_conservative_SPEED25_T480__S060_R04,60,25,5,conservative,12,62641_79563,5.676149494119224,7.09518686764903,3.0,False,False,True,True,True,Not evaluated,False,,False,
C025_V05_CHG_balanced_SPEED25_T480,C025_V05_CHG_balanced_SPEED25_T480__S060_R05,60,25,5,balanced,106,17111_17352,1.3659000826990846,1.7073751033738558,5.0,True,False,True,True,False,Not evaluated,False,,False,
