mesh_code,total_population,total_households,htksyori,htksaki
533952303,1135,451,0,
533952304,1179,505,0,
533952311,418,174,1,
533952312,1705,694,1,
533952313,1240,497,0,
533952314,1298,512,0,
533952321,1646,580,0,
533952322,626,263,0,
533952323,1222,564,0,
533952324,2458,1214,0,
533952331,1682,773,0,
533952332,2512,1208,0,
533952333,3048,1401,0,
533952334,2487,1348,0,
533952341,2230,1130,0,
533952342,1695,812,0,
533952343,2047,998,0,
533952344,307,159,0,
533952351,498,3,2,533952353
533952352,168,79,0,
533952353,1096,483,1,
533952354,1802,815,0,
533952361,1257,516,0,
533952362,1415,547,0,
533952363,468,191,0,
533952364,214,72,0,
533952371,552,200,0,
533952372,1030,427,0,
533952373,100,44,0,
533952374,116,46,0,
533952381,640,263,1,
533952382,1,1,2,533952381
533952383,640,263,0,
533952384,459,178,0,
533952391,9,4,0,
533952393,96,36,0,
533952401,854,368,0,
533952402,1033,489,0,
533952403,1354,623,0,
533952404,1823,886,0,
533952411,2011,895,0,
533952412,1672,777,0,
533952413,1358,630,0,
533952414,2287,1131,0,
533952421,1955,992,0,
533952422,2718,1564,0,
533952423,2653,1311,0,
533952424,2312,1186,0,
533952431,3292,1732,0,
533952432,2057,972,0,
533952433,3506,1735,0,
533952434,1606,646,0,
533952441,1814,854,0,
533952442,2472,996,0,
533952443,1659,697,0,
533952444,1329,559,0,
533952451,1415,575,1,
533952452,7,2,2,533952451
533952453,1084,462,0,
533952454,7,7,0,
533952461,310,73,0,
533952462,151,27,0,
533952463,51,25,0,
533952464,176,6,0,
533952471,5,2,2,533952472
533952472,51,23,1,
533952473,4,2,2,533952472
533952474,420,169,0,
533952481,435,191,0,
533952482,428,162,0,
533952483,509,220,0,
533952484,398,132,0,
533952491,614,242,0,
533952493,296,81,0,
533952494,21,9,0,
533952501,110,7,0,
533952502,37,22,0,
533952503,28,16,0,
533952511,760,336,0,
533952512,1346,584,0,
533952513,398,180,0,
533952514,126,71,0,
533952521,1712,742,0,
533952522,2233,965,0,
533952523,776,316,0,
533952524,1223,355,0,
533952531,1745,754,0,
533952532,2063,775,0,
533952533,1587,607,0,
533952534,1761,662,0,
533952541,1260,489,0,
533952542,493,190,0,
533952543,1740,674,0,
533952544,1438,547,0,
533952551,34,13,0,
533952552,167,4,2,533952553
533952553,80,34,1,
533952561,84,10,0,
533952562,110,37,0,
533952571,93,44,0,
533952572,655,279,0,
533952581,453,156,0,
533952582,186,65,0,
533952601,143,59,0,
533952602,196,88,0,
533952603,43,18,0,
533952604,232,106,0,
533952611,550,259,1,
533952612,7,2,2,533952611
533952613,595,142,0,
533952621,349,44,0,
533952622,866,320,1,
533952624,7,5,2,533952622
533952631,1692,624,0,
533952632,1159,419,0,
533952633,603,233,0,
533952634,659,262,0,
533952641,1341,553,0,
533952642,1242,458,0,
533952643,902,353,0,
533952644,1004,363,0,
533952651,33,4,2,533952653
533952653,690,274,1,
533952702,307,129,0,
533952703,53,26,0,
533952704,64,26,0,
533952711,96,1,0,
533952712,157,1,0,
533952713,274,118,0,
533952714,129,59,0,
533952723,1,1,2,533952724
533952724,22,11,1,
533952732,175,73,0,
533952741,503,220,0,
533952742,923,377,0,
533952744,89,15,0,
533952751,1256,457,0,
533952753,465,32,0,
533952803,38,20,0,
533952811,15,9,0,
533952812,209,82,0,
533952814,19,11,0,
533952821,46,16,0,
533952822,113,4,2,533952823
533952823,77,37,1,
533952824,238,99,0,
533952831,125,47,0,
533952832,36,12,0,
533952833,273,73,0,
533952901,24,9,0,
533952902,321,29,0,
533952904,31,13,0,
533952911,14,7,0,
533952913,85,38,0,
533952914,205,54,0,
533952931,583,111,0,
533952933,342,50,0,
533952934,150,62,0,
533953001,2074,835,0,
533953002,1189,508,0,
533953003,1625,623,0,
533953004,1411,596,0,
533953011,1209,474,0,
533953012,1270,500,0,
533953013,1126,458,0,
533953014,946,375,0,
533953021,1597,692,0,
533953022,1837,697,0,
533953023,1517,600,0,
533953024,1756,664,0,
533953031,1870,680,0,
533953032,1678,660,0,
533953033,1145,432,0,
533953034,643,271,0,
533953041,1062,424,0,
533953042,1773,728,0,
533953043,1092,446,0,
533953044,1137,446,0,
533953051,2449,1039,0,
533953052,2259,984,0,
533953053,1160,489,0,
533953054,1991,866,0,
533953061,981,384,0,
533953062,2346,1048,0,
533953063,2204,911,0,
533953064,1021,514,0,
533953071,4538,2210,0,
533953072,5350,3007,0,
533953073,2431,1261,0,
533953074,3228,1497,0,
533953081,3068,1327,0,
533953082,2147,815,0,
533953083,1418,583,0,
533953084,1815,742,0,
533953091,2010,752,0,
533953092,3200,1720,0,
533953093,1528,640,0,
533953094,1481,762,0,
533953101,897,325,0,
533953102,355,137,0,
533953103,22,12,0,
533953104,98,34,0,
533953111,203,73,1,
533953112,241,96,0,
533953113,4,2,2,533953111
533953121,238,95,0,
533953122,354,114,0,
533953131,93,37,0,
533953132,19,9,0,
533953141,306,138,0,
533953142,1123,465,0,
533953151,136,61,0,
533953152,1868,739,0,
533953153,330,134,0,
533953154,2181,917,0,
533953161,2328,989,0,
533953162,2699,1265,0,
533953163,1974,857,0,
533953164,1439,577,0,
533953171,3381,1820,0,
533953172,2291,1181,0,
533953173,2492,1379,0,
533953174,2578,1086,0,
533953181,1814,751,0,
533953182,2669,1063,0,
533953183,2103,801,0,
533953184,1337,572,0,
533953191,1658,510,0,
533953192,1620,595,0,
533953193,2556,1082,0,
533953194,713,342,0,
533953251,12,6,0,
533953252,281,123,0,
533953261,280,133,0,
533953262,735,262,1,
533953264,1,1,2,533953262
533953271,2439,1059,0,
533953272,2048,849,0,
533953273,879,247,0,
533953274,1671,677,0,
533953281,2798,1056,0,
533953282,1651,657,0,
533953283,1438,625,0,
533953284,1651,660,0,
533953291,2448,1089,0,
533953292,1993,689,0,
533953293,2369,983,0,
533953294,2032,857,0,
533953372,92,57,0,
533953381,1931,868,0,
533953382,3101,1231,0,
533953383,298,149,0,
533953384,718,231,0,
533953391,2844,1486,0,
533953392,2639,1471,0,
533953393,588,273,0,
533953394,1311,707,0,
533954001,1547,652,0,
533954002,2306,911,0,
533954003,1960,680,0,
533954004,2006,833,0,
533954011,1822,709,0,
533954012,1837,750,0,
533954013,1782,833,0,
533954014,1898,884,0,
533954021,1603,671,0,
533954022,2070,852,0,
533954023,2503,1103,0,
533954024,2073,916,0,
533954031,3007,1471,0,
533954032,4184,2299,0,
533954033,3540,1667,0,
533954034,885,472,0,
533954041,3194,1420,0,
533954042,3397,1645,0,
533954043,1447,573,0,
533954044,2227,921,0,
533954051,2984,1440,0,
533954052,3542,1607,0,
533954053,2482,1056,0,
533954054,3214,1302,0,
533954061,3410,1545,0,
533954062,4230,2440,0,
533954063,2507,1084,0,
533954064,3449,1646,0,
533954071,3906,2087,0,
533954072,3085,1450,0,
533954073,4575,2103,0,
533954074,2649,1231,0,
533954081,4391,1945,0,
533954082,3790,1659,0,
533954083,3356,1413,0,
533954084,3416,1447,0,
533954091,3016,1233,0,
533954092,3495,1504,0,
533954093,3072,1225,0,
533954094,6195,2688,0,
533954101,2802,1311,0,
533954102,1845,782,0,
533954103,2354,845,0,
533954104,3284,1495,0,
533954111,1895,858,0,
533954112,2818,1200,0,
533954113,2670,1175,0,
533954114,2412,929,0,
533954121,3747,1922,0,
533954122,4777,2432,0,
533954123,1973,908,0,
533954124,2930,1469,0,
533954131,2218,1019,0,
533954132,977,397,0,
533954133,2708,1225,0,
533954134,1276,511,0,
533954142,574,234,0,
533954151,3270,1302,0,
533954152,3127,1324,0,
533954153,339,130,0,
533954154,1366,476,0,
533954161,3190,1303,0,
533954162,2656,1049,0,
533954163,3016,1172,0,
533954164,2316,903,0,
533954171,3419,1533,0,
533954172,2170,885,0,
533954173,2652,1087,0,
533954174,2789,1142,0,
533954181,2836,1121,0,
533954182,3478,1344,0,
533954183,2881,1182,0,
533954184,2744,1282,0,
533954191,3299,1372,0,
533954192,3030,1419,0,
533954193,3138,1273,0,
533954194,4364,1871,0,
533954201,1898,883,0,
533954202,3024,1169,0,
533954203,2517,849,0,
533954204,1115,447,0,
533954211,2916,1649,0,
533954212,1191,545,0,
533954213,4301,2583,0,
533954214,3454,1837,0,
533954221,1202,500,0,
533954222,1819,745,0,
533954223,803,378,0,
533954224,192,59,0,
533954231,2843,1356,0,
533954232,863,372,0,
533954233,803,455,0,
533954234,99,48,0,
533954252,145,60,0,
533954261,2716,1072,0,
533954262,2922,1239,0,
533954263,253,106,0,
533954264,1931,836,0,
533954271,3423,1410,0,
533954272,2544,1090,0,
533954273,3424,1483,0,
533954274,2109,923,0,
533954281,1418,570,0,
533954282,2503,982,0,
533954283,31,12,0,
533954284,24,9,0,
533954291,1929,794,0,
533954292,614,238,0,
533954294,429,286,0,
533954301,2402,1175,0,
533954302,1748,789,0,
533954303,1642,835,0,
533954304,1062,439,0,
533954311,2934,1441,0,
533954312,1428,713,0,
533954313,1852,787,0,
533954314,1570,688,0,
533954321,2004,836,0,
533954322,2533,993,0,
533954323,1376,544,0,
533954324,1745,666,0,
533954331,243,104,0,
533954333,710,272,0,
533954362,102,44,0,
533954371,1501,614,0,
533954372,104,23,0,
533954392,150,76,0,
533954394,90,44,0,
533954402,354,162,0,
533954411,1518,619,0,
533954412,1810,691,0,
533954413,328,186,0,
533954414,212,91,0,
533954421,1902,882,0,
533954422,941,357,0,
533954423,1676,723,0,
533954424,2125,808,0,
533954431,858,324,0,
533954433,357,139,0,
533954521,864,562,0,
533954522,1805,932,0,
533954524,1238,567,0,
533954531,1718,1028,0,
533954533,1722,817,0,
533954534,503,241,0,
533954622,289,94,0,
533954631,560,202,0,
533954632,417,155,0,
533954634,77,34,0,
533955001,3633,1536,0,
533955002,4638,2131,0,
533955003,9102,3847,0,
533955004,3420,1478,0,
533955011,4679,2510,0,
533955012,3915,1796,0,
533955013,4338,1882,0,
533955014,3669,1819,0,
533955021,4054,1936,0,
533955022,4264,2054,0,
533955023,3268,1645,0,
533955024,4749,2188,0,
533955031,5856,3102,0,
533955032,3013,1667,0,
533955033,5784,2851,0,
533955034,1801,876,0,
533955041,3605,1667,0,
533955042,5877,2915,0,
533955043,2559,1188,0,
533955044,5959,3245,0,
533955051,6412,3559,0,
533955052,6463,3495,0,
533955053,6550,4095,0,
533955054,7008,4319,0,
533955061,3728,2100,0,
533955062,7467,4596,0,
533955063,6098,3423,0,
533955064,7807,4431,0,
533955071,6537,3524,0,
533955072,2990,1530,0,
533955073,7757,3268,0,
533955074,1496,737,0,
533955081,4128,2315,0,
533955082,4360,2334,0,
533955083,2984,1451,0,
533955084,3967,2310,0,
533955091,2811,1506,0,
533955092,5106,2762,0,
533955093,6922,3965,0,
533955094,4046,2137,0,
533955101,5517,2438,0,
533955102,4029,1891,0,
533955103,769,370,0,
533955104,3930,1644,0,
533955111,4401,1907,0,
533955112,5225,2544,0,
533955113,4440,1907,0,
533955114,4257,2234,0,
533955121,3876,2207,0,
533955122,4548,2025,0,
533955123,4106,2100,0,
533955124,2729,1076,0,
533955131,5173,2268,0,
533955132,5185,2784,0,
533955133,4047,2208,0,
533955134,6557,4075,0,
533955141,5848,3400,0,
533955142,5938,3358,0,
533955143,5128,2901,0,
533955144,5665,2811,0,
533955151,3085,1648,0,
533955152,5483,3231,0,
533955153,8407,4215,0,
533955154,6118,3013,0,
533955161,6403,3938,0,
533955162,6708,3804,0,
533955163,7877,4708,0,
533955164,6586,3369,0,
533955171,4063,2352,0,
533955172,5456,3289,0,
533955173,5648,3108,0,
533955174,5580,3352,0,
533955181,5029,3090,0,
533955182,6282,3405,0,
533955183,5739,3542,0,
533955184,10206,5121,0,
533955191,4581,2361,0,
533955192,4566,2211,0,
533955193,5441,2586,0,
533955194,5602,2463,0,
533955201,938,439,0,
533955202,2451,1098,0,
533955203,4595,2625,0,
533955204,5795,3328,0,
533955211,6873,3500,0,
533955212,4942,2905,0,
533955213,5773,3182,0,
533955214,4976,2973,0,
533955221,5340,2832,0,
533955222,5609,3248,0,
533955223,6099,2683,0,
533955224,4867,2567,0,
533955231,6772,3903,0,
533955232,5629,2797,0,
533955233,5509,2849,0,
533955234,3675,1853,0,
533955241,5756,2890,0,
533955242,4306,2221,0,
533955243,5859,2742,0,
533955244,5032,2563,0,
533955251,4953,2278,0,
533955252,6553,3154,0,
533955253,4882,2514,0,
533955254,4166,2339,0,
533955261,5885,3521,0,
533955262,1925,887,0,
533955263,6789,3369,0,
533955264,4488,2087,0,
533955271,4065,2021,0,
533955272,4227,2155,0,
533955273,4870,2573,0,
533955274,3823,2055,0,
533955281,6997,4039,0,
533955282,7222,3832,0,
533955283,4844,2605,0,
533955284,2928,1502,0,
533955291,4400,1938,0,
533955292,4792,2131,0,
533955293,4406,1958,0,
533955294,2340,966,0,
533955301,6791,3652,0,
533955302,5721,3664,0,
533955303,6283,3055,0,
533955304,4463,2672,0,
533955311,4643,2725,0,
533955312,4298,2153,0,
533955313,4682,2432,0,
533955314,2401,1005,0,
533955321,4386,2041,0,
533955322,4397,2039,0,
533955323,3359,1292,0,
533955324,3899,1624,0,
533955331,4545,2056,0,
533955332,3269,1562,0,
533955333,4522,2098,0,
533955334,4239,2312,0,
533955341,5933,2734,0,
533955342,5362,2828,0,
533955343,6430,3315,0,
533955344,5667,2896,0,
533955351,5030,2747,0,
533955352,3195,1938,0,
533955353,4783,2439,0,
533955354,3318,1561,0,
533955361,6594,3164,0,
533955362,3268,1889,0,
533955363,7034,3196,0,
533955364,1918,1076,0,
533955371,5778,3204,0,
533955372,5224,2911,0,
533955373,2908,1582,0,
533955374,6276,3885,0,
533955381,5972,3259,0,
533955382,3853,1970,0,
533955383,6799,3927,0,
533955384,5309,2594,0,
533955391,1228,634,0,
533955392,571,245,0,
533955393,27,13,0,
533955394,1820,788,0,
533955401,1287,695,0,
533955402,4146,2034,0,
533955404,2424,1231,0,
533955411,3529,1830,0,
533955412,2809,1320,0,
533955413,4623,2095,0,
533955414,2752,1402,0,
533955421,2266,1009,0,
533955422,4321,2630,0,
533955423,3907,2102,0,
533955424,5443,3133,0,
533955431,8685,5833,0,
533955432,6347,3619,0,
533955433,4307,2413,0,
533955434,6675,3620,0,
533955441,6345,3331,0,
533955442,6377,3049,0,
533955443,6249,2788,0,
533955444,2320,1062,0,
533955451,1937,804,0,
533955452,2983,1270,0,
533955453,1742,862,0,
533955454,4522,2257,0,
533955461,5237,2663,0,
533955462,5645,2695,0,
533955463,4811,2415,0,
533955464,814,460,0,
533955471,3622,1778,0,
533955472,4996,2736,0,
533955473,180,106,0,
533955481,2706,1494,0,
533955482,179,86,0,
533955492,449,201,0,
533955511,1127,564,0,
533955512,130,98,0,
533955513,682,268,0,
533955514,402,229,0,
533955521,1278,688,0,
533955522,1946,1146,0,
533955523,187,100,0,
533955524,249,147,0,
533955531,3148,1579,0,
533955532,34,24,0,
533955533,1095,614,0,
533955534,369,177,0,
533955541,423,151,1,
533955542,3056,1242,0,
533955543,3,3,2,533955541
533955544,130,49,0,
533955551,3416,1847,0,
533955552,3761,1654,0,
533955553,1204,541,0,
533955561,946,405,0,
533956001,6043,2691,0,
533956002,5018,2559,0,
533956003,1915,1045,0,
533956004,3528,1600,0,
533956011,2878,1391,0,
533956012,1453,717,0,
533956013,1296,556,0,
533956014,1527,646,0,
533956021,3352,1427,0,
533956022,5122,2533,0,
533956023,128,70,0,
533956024,900,557,0,
533956031,3150,1350,0,
533956032,5881,3414,0,
533956033,3994,1818,0,
533956034,4213,2239,0,
533956041,4847,2761,0,
533956042,5376,3104,0,
533956043,4585,2524,0,
533956044,189,116,0,
533956051,17,11,0,
533956052,1013,469,0,
533956053,1771,892,0,
533956054,4280,2164,0,
533956061,4713,2404,0,
533956062,4868,2232,0,
533956063,4616,2427,0,
533956064,4146,1860,0,
533956071,4788,2278,0,
533956072,4980,2245,0,
533956073,4338,1873,0,
533956074,4315,1882,0,
533956081,4214,1989,0,
533956082,2310,1146,0,
533956083,4693,2132,0,
533956084,3810,1518,0,
533956091,4182,2330,0,
533956092,3780,1904,0,
533956093,3315,1531,0,
533956094,4450,2314,0,
533956101,1835,832,0,
533956102,1622,793,0,
533956103,7632,4466,0,
533956104,322,158,0,
533956111,428,215,0,
533956112,2504,1237,0,
533956113,2427,1162,0,
533956114,3510,1786,0,
533956121,2161,1005,0,
533956122,1752,806,0,
533956123,3834,1691,0,
533956124,3462,1741,0,
533956131,672,318,0,
533956132,132,64,0,
533956133,4204,2040,0,
533956134,4248,2121,0,
533956141,682,366,0,
533956142,3556,1963,0,
533956143,5243,2999,0,
533956144,5970,3193,0,
533956151,5171,1795,0,
533956152,5417,3114,0,
533956153,4993,2650,0,
533956154,5141,3149,0,
533956161,5352,3162,0,
533956162,4881,2346,0,
533956163,4814,2756,0,
533956164,5108,2732,0,
533956171,4516,2122,0,
533956172,4419,2298,0,
533956173,4306,2044,0,
533956174,6030,3081,0,
533956181,3367,1614,0,
533956182,3318,1471,0,
533956183,4805,2195,0,
533956184,3221,1497,0,
533956191,3641,1623,0,
533956192,4657,2000,0,
533956193,4001,2110,0,
533956194,3726,1992,0,
533956201,2741,1032,0,
533956202,262,127,0,
533956203,34,14,0,
533956204,1741,861,0,
533956211,3413,1707,0,
533956212,3155,1472,0,
533956213,3965,2067,0,
533956214,4087,1913,0,
533956221,3681,1668,0,
533956222,3963,1875,0,
533956223,4708,2365,0,
533956224,4961,2328,0,
533956231,4270,2191,0,
533956232,6533,3221,0,
533956233,6945,3470,0,
533956234,6691,3366,0,
533956241,5352,2789,0,
533956242,5117,2809,0,
533956243,4280,2251,0,
533956244,5148,2656,0,
533956251,5189,2891,0,
533956252,3250,1795,0,
533956253,4219,2262,0,
533956254,3608,1734,0,
533956261,5451,2985,0,
533956262,4692,2359,0,
533956263,4532,2424,0,
533956264,5043,2567,0,
533956271,4951,2642,0,
533956272,6531,3521,0,
533956273,7000,3197,0,
533956274,1867,911,0,
533956281,5093,2741,0,
533956282,4086,1787,0,
533956283,2045,1054,0,
533956284,2419,1129,0,
533956291,4791,2003,0,
533956292,5660,3053,0,
533956293,4065,1953,0,
533956294,5029,2837,0,
533956301,1158,522,0,
533956302,2535,1131,0,
533956303,2603,1128,0,
533956304,3558,1589,0,
533956311,2219,1134,0,
533956312,4521,2372,0,
533956313,3145,1724,0,
533956314,3402,1801,0,
533956321,4429,2375,0,
533956322,4560,2394,0,
533956323,3730,1983,0,
533956324,5129,2592,0,
533956331,4125,2252,0,
533956332,4748,2603,0,
533956333,4946,2651,0,
533956334,3570,1876,0,
533956341,4413,2056,0,
533956342,4187,1921,0,
533956343,4166,1929,0,
533956344,3897,1695,0,
533956351,3612,1749,0,
533956352,3376,1594,0,
533956353,2575,1110,0,
533956354,2238,1128,0,
533956361,3593,2044,0,
533956362,3916,2103,0,
533956363,3479,1911,0,
533956364,4221,2217,0,
533956371,6072,3109,0,
533956372,2734,1392,0,
533956373,5049,2588,0,
533956374,2909,1383,0,
533956381,2014,903,0,
533956382,4047,1871,0,
533956383,2393,955,0,
533956384,2208,949,0,
533956391,5375,2421,0,
533956392,3827,1772,0,
533956393,3076,1281,0,
533956394,646,285,0,
533956401,2064,986,0,
533956402,3447,1597,0,
533956403,260,117,0,
533956404,2841,1227,0,
533956411,3794,1702,0,
533956412,3463,1581,0,
533956413,3343,1748,0,
533956414,3600,1791,0,
533956421,4532,1947,0,
533956422,4260,1932,0,
533956423,3485,1552,0,
533956424,4351,2097,0,
533956431,4552,2294,0,
533956432,4342,1953,0,
533956433,3425,1919,0,
533956434,3974,2027,0,
533956441,3204,1468,0,
533956442,3846,1814,0,
533956443,4152,2001,0,
533956444,4159,1875,0,
533956451,3777,1776,0,
533956452,3144,1804,0,
533956453,3919,1903,0,
533956454,4274,2009,0,
533956461,2832,1315,0,
533956462,3635,1862,0,
533956463,2772,1240,0,
533956464,3129,1419,0,
533956471,4337,1995,0,
533956472,2353,953,0,
533956473,3280,1584,0,
533956474,1683,658,0,
533956481,4096,1675,0,
533956482,4078,1629,0,
533956483,2627,1034,0,
533956484,2772,1147,0,
533956491,2743,1104,0,
533956492,66,25,0,
533956493,2399,918,0,
533956502,1989,879,0,
533956504,300,153,0,
533956511,2084,979,0,
533956512,1128,437,0,
533956513,99,62,0,
533956521,3422,1452,0,
533956522,3900,1889,0,
533956523,2738,1200,0,
533956524,3960,1912,0,
533956531,4428,2618,0,
533956532,3452,2037,0,
533956533,3453,1894,0,
533956534,4777,2385,0,
533956541,4017,2133,0,
533956542,3426,1532,0,
533956543,3410,1442,0,
533956544,3732,1745,0,
533956551,2629,1263,0,
533956552,2973,1546,0,
533956553,2774,1314,0,
533956554,775,270,0,
533956561,1260,538,0,
533956562,3244,1429,0,
533956564,1210,477,0,
533956571,3437,1388,0,
533956572,1599,550,0,
533956573,3117,1283,0,
533956574,381,135,0,
533956581,293,109,0,
533956582,423,173,0,
533956591,1057,384,0,
533956601,5,2,2,533956602
533956602,998,471,1,
533956603,551,164,0,
533956604,1260,498,0,
533956611,685,367,0,
533956612,1521,653,0,
533956613,1909,791,0,
533956614,3092,1377,0,
533956621,2831,1141,0,
533956622,2838,1321,0,
533956623,3129,1338,0,
533956624,1953,807,0,
533956631,2796,1361,0,
533956632,3446,1892,0,
533956633,1193,563,0,
533956634,1730,831,0,
533956641,3144,1257,0,
533956642,2723,1293,0,
533956643,3494,1632,0,
533956644,2696,1389,0,
533956651,2839,1228,0,
533956652,665,270,0,
533956653,2795,1375,0,
533956654,1239,463,0,
533956671,68,49,0,
533956701,111,55,0,
533956702,1536,651,0,
533956704,139,74,0,
533956711,3218,1458,0,
533956712,3929,1787,0,
533956713,2590,1152,0,
533956714,3180,1555,0,
533956721,1599,690,0,
533956723,17,9,0,
533956741,66,36,0,
533956751,544,225,0,
533956752,1552,773,0,
533956754,1033,512,0,
533956811,356,150,0,
533956812,260,126,0,
533957001,4518,2032,0,
533957002,2247,961,0,
533957003,3695,1789,0,
533957004,218,92,0,
533957101,1158,543,0,
533957103,623,310,0,
533957201,2120,1211,0,
533957203,3120,1505,0,
533957301,3912,1813,0,
533957302,1311,480,0,
533957303,739,274,0,
533957304,662,243,0,
533957311,1,1,2,533957313
533957313,200,74,1,
533960033,29,18,0,
533960034,11,7,0,
533960131,32,19,1,
533960132,5,2,2,533960131
533961022,41,15,1,
533961024,24,7,0,
533961031,8,4,2,533961022
533961051,5,2,2,533961053
533961052,10,4,0,
533961053,17,9,1,
533961054,19,8,0,
533961061,28,16,1,
533961062,31,10,0,
533961063,4,2,2,533961061
533961071,2,2,2,533961073
533961072,13,5,1,
533961073,18,6,1,
533961081,1,1,2,533961072
533961121,17,7,1,
533961123,3,1,2,533961121
533961171,4,1,2,533961073
533962011,4,3,2,533962012
533962012,167,71,1,
533962014,15,5,0,
533962021,344,61,0,
533962022,68,11,1,
533962023,195,43,0,
533962024,5,5,2,533962022
533962031,104,42,0,
533962032,119,46,0,
