origin_code,origin_name_ja,destination_code,destination_name_ja,commodity_code,commodity_ja,weight_origin_to_destination_tons_per_day,weight_destination_to_origin_tons_per_day,trucks_origin_to_destination_per_day,trucks_destination_to_origin_per_day,commodity_en,tokyo_direction,tokyo_counterpart_region_code,tokyo_counterpart_region_name_ja,tokyo_outbound_weight_tons_per_day,tokyo_inbound_weight_tons_per_day,tokyo_outbound_trucks_per_day,tokyo_inbound_trucks_per_day
13,東京都,19,山梨県,2,出版・印刷物,1.358956947,0.132142857,4.653846154,0.0,,Tokyo outbound,19,山梨県,1.358956947,0.132142857,4.653846154,0.0
13,東京都,20,長野県,2,出版・印刷物,32.68799264,0.255636364,13.38834952,0.0,,Tokyo outbound,20,長野県,32.68799264,0.255636364,13.38834952,0.0
13,東京都,21,岐阜県,2,出版・印刷物,0.385883153,0.0,0.0,0.0,,Tokyo outbound,21,岐阜県,0.385883153,0.0,0.0,0.0
13,東京都,22,静岡県,2,出版・印刷物,173.0115707,0.0,4.194174757,0.0,,Tokyo outbound,22,静岡県,173.0115707,0.0,4.194174757,0.0
13,東京都,23,愛知県,2,出版・印刷物,356.5599611,8.638894422,4.194174757,0.0,,Tokyo outbound,23,愛知県,356.5599611,8.638894422,4.194174757,0.0
13,東京都,24,三重県,2,出版・印刷物,0.68848022,0.0,0.0,0.0,,Tokyo outbound,24,三重県,0.68848022,0.0,0.0,0.0
13,東京都,25,滋賀県,2,出版・印刷物,0.037411688,0.024363636,0.0,0.0,,Tokyo outbound,25,滋賀県,0.037411688,0.024363636,0.0,0.0
13,東京都,26,京都府,2,出版・印刷物,20.16712582,1.67266682,2.75,0.0,,Tokyo outbound,26,京都府,20.16712582,1.67266682,2.75,0.0
13,東京都,27,大阪府,2,出版・印刷物,227.7593323,96.82432002,32.63754045,0.0,,Tokyo outbound,27,大阪府,227.7593323,96.82432002,32.63754045,0.0
13,東京都,28,兵庫県,2,出版・印刷物,1.295397073,33.83395666,0.0,0.0,,Tokyo outbound,28,兵庫県,1.295397073,33.83395666,0.0,0.0
13,東京都,29,奈良県,2,出版・印刷物,0.045095238,0.0,0.0,0.0,,Tokyo outbound,29,奈良県,0.045095238,0.0,0.0,0.0
13,東京都,30,和歌山県,2,出版・印刷物,1.010285714,0.0,0.0,0.0,,Tokyo outbound,30,和歌山県,1.010285714,0.0,0.0,0.0
13,東京都,32,島根県,2,出版・印刷物,0.006894422,0.034472112,0.0,0.0,,Tokyo outbound,32,島根県,0.006894422,0.034472112,0.0,0.0
13,東京都,33,岡山県,2,出版・印刷物,0.879635714,0.0,0.0,0.0,,Tokyo outbound,33,岡山県,0.879635714,0.0,0.0,0.0
13,東京都,34,広島県,2,出版・印刷物,0.64475,0.051304348,0.0,0.0,,Tokyo outbound,34,広島県,0.64475,0.051304348,0.0,0.0
13,東京都,35,山口県,2,出版・印刷物,0.487272727,0.0,0.0,0.0,,Tokyo outbound,35,山口県,0.487272727,0.0,0.0,0.0
13,東京都,36,徳島県,2,出版・印刷物,29.13922308,12.46153846,0.0,0.0,,Tokyo outbound,36,徳島県,29.13922308,12.46153846,0.0,0.0
13,東京都,37,香川県,2,出版・印刷物,22.03544388,0.324788446,4.194174757,0.0,,Tokyo outbound,37,香川県,22.03544388,0.324788446,4.194174757,0.0
13,東京都,38,愛媛県,2,出版・印刷物,41.54446154,18.69230769,0.0,0.0,,Tokyo outbound,38,愛媛県,41.54446154,18.69230769,0.0,0.0
13,東京都,40,福岡県,2,出版・印刷物,1.263625675,0.701561089,0.0,0.0,,Tokyo outbound,40,福岡県,1.263625675,0.701561089,0.0,0.0
13,東京都,41,佐賀県,2,出版・印刷物,30.55692308,0.0,4.0,0.0,,Tokyo outbound,41,佐賀県,30.55692308,0.0,4.0,0.0
13,東京都,42,長崎県,2,出版・印刷物,30.2481039,0.0,0.0,0.0,,Tokyo outbound,42,長崎県,30.2481039,0.0,0.0,0.0
13,東京都,43,熊本県,2,出版・印刷物,71.13657143,0.0,10.0,0.0,,Tokyo outbound,43,熊本県,71.13657143,0.0,10.0,0.0
13,東京都,44,大分県,2,出版・印刷物,50.20871429,0.0,8.0,0.0,,Tokyo outbound,44,大分県,50.20871429,0.0,8.0,0.0
13,東京都,45,宮崎県,2,出版・印刷物,50.0,0.0,8.0,0.0,,Tokyo outbound,45,宮崎県,50.0,0.0,8.0,0.0
13,東京都,46,鹿児島県,2,出版・印刷物,90.034,0.0,14.0,0.0,,Tokyo outbound,46,鹿児島県,90.034,0.0,14.0,0.0
13,東京都,47,沖縄県,2,出版・印刷物,0.004,0.0,0.0,0.0,,Tokyo outbound,47,沖縄県,0.004,0.0,0.0,0.0
13,東京都,90,全国,2,出版・印刷物,242.8919142,114.8587364,16.61538462,31.15384615,,Tokyo outbound,90,全国,242.8919142,114.8587364,16.61538462,31.15384615
13,東京都,92,東北,2,出版・印刷物,68.00272478,186.9230769,169.462038,51.92307692,,Tokyo outbound,92,東北,68.00272478,186.9230769,169.462038,51.92307692
13,東京都,93,海外,2,出版・印刷物,0.048497076,95.04849708,0.0,8.0,,Tokyo outbound,93,海外,0.048497076,95.04849708,0.0,8.0
13,東京都,94,不特定,2,出版・印刷物,1.878139535,1.878139535,0.0,0.0,,Tokyo outbound,94,不特定,1.878139535,1.878139535,0.0,0.0
13,東京都,99,全て不明,2,出版・印刷物,27.57768924,0.0,0.0,0.0,,Tokyo outbound,99,全て不明,27.57768924,0.0,0.0,0.0
14,神奈川県,13,東京都,2,出版・印刷物,577.9687942,235.0723334,257.6164409,93.66314752,,Tokyo inbound,14,神奈川県,235.0723334,577.9687942,93.66314752,257.6164409
15,新潟県,13,東京都,2,出版・印刷物,0.64,109.3532381,0.0,11.0,,Tokyo inbound,15,新潟県,109.3532381,0.64,11.0,0.0
16,富山県,13,東京都,2,出版・印刷物,18.66666667,0.0,0.0,0.0,,Tokyo inbound,16,富山県,0.0,18.66666667,0.0,0.0
17,石川県,13,東京都,2,出版・印刷物,0.006894422,0.093073527,0.0,0.0,,Tokyo inbound,17,石川県,0.093073527,0.006894422,0.0,0.0
18,福井県,13,東京都,2,出版・印刷物,0.09216715,0.09216715,0.0,0.0,,Tokyo inbound,18,福井県,0.09216715,0.09216715,0.0,0.0
19,山梨県,13,東京都,2,出版・印刷物,0.132142857,1.358956947,0.0,4.653846154,,Tokyo inbound,19,山梨県,1.358956947,0.132142857,4.653846154,0.0
20,長野県,13,東京都,2,出版・印刷物,0.255636364,32.68799264,0.0,13.38834952,,Tokyo inbound,20,長野県,32.68799264,0.255636364,13.38834952,0.0
21,岐阜県,13,東京都,2,出版・印刷物,0.0,0.385883153,0.0,0.0,,Tokyo inbound,21,岐阜県,0.385883153,0.0,0.0,0.0
22,静岡県,13,東京都,2,出版・印刷物,0.0,173.0115707,0.0,4.194174757,,Tokyo inbound,22,静岡県,173.0115707,0.0,4.194174757,0.0
23,愛知県,13,東京都,2,出版・印刷物,8.638894422,356.5599611,0.0,4.194174757,,Tokyo inbound,23,愛知県,356.5599611,8.638894422,4.194174757,0.0
24,三重県,13,東京都,2,出版・印刷物,0.0,0.68848022,0.0,0.0,,Tokyo inbound,24,三重県,0.68848022,0.0,0.0,0.0
25,滋賀県,13,東京都,2,出版・印刷物,0.024363636,0.037411688,0.0,0.0,,Tokyo inbound,25,滋賀県,0.037411688,0.024363636,0.0,0.0
26,京都府,13,東京都,2,出版・印刷物,1.67266682,20.16712582,0.0,2.75,,Tokyo inbound,26,京都府,20.16712582,1.67266682,2.75,0.0
27,大阪府,13,東京都,2,出版・印刷物,96.82432002,227.7593323,0.0,32.63754045,,Tokyo inbound,27,大阪府,227.7593323,96.82432002,32.63754045,0.0
28,兵庫県,13,東京都,2,出版・印刷物,33.83395666,1.295397073,0.0,0.0,,Tokyo inbound,28,兵庫県,1.295397073,33.83395666,0.0,0.0
29,奈良県,13,東京都,2,出版・印刷物,0.0,0.045095238,0.0,0.0,,Tokyo inbound,29,奈良県,0.045095238,0.0,0.0,0.0
30,和歌山県,13,東京都,2,出版・印刷物,0.0,1.010285714,0.0,0.0,,Tokyo inbound,30,和歌山県,1.010285714,0.0,0.0,0.0
32,島根県,13,東京都,2,出版・印刷物,0.034472112,0.006894422,0.0,0.0,,Tokyo inbound,32,島根県,0.006894422,0.034472112,0.0,0.0
33,岡山県,13,東京都,2,出版・印刷物,0.0,0.879635714,0.0,0.0,,Tokyo inbound,33,岡山県,0.879635714,0.0,0.0,0.0
34,広島県,13,東京都,2,出版・印刷物,0.051304348,0.64475,0.0,0.0,,Tokyo inbound,34,広島県,0.64475,0.051304348,0.0,0.0
35,山口県,13,東京都,2,出版・印刷物,0.0,0.487272727,0.0,0.0,,Tokyo inbound,35,山口県,0.487272727,0.0,0.0,0.0
36,徳島県,13,東京都,2,出版・印刷物,12.46153846,29.13922308,0.0,0.0,,Tokyo inbound,36,徳島県,29.13922308,12.46153846,0.0,0.0
37,香川県,13,東京都,2,出版・印刷物,0.324788446,22.03544388,0.0,4.194174757,,Tokyo inbound,37,香川県,22.03544388,0.324788446,4.194174757,0.0
38,愛媛県,13,東京都,2,出版・印刷物,18.69230769,41.54446154,0.0,0.0,,Tokyo inbound,38,愛媛県,41.54446154,18.69230769,0.0,0.0
40,福岡県,13,東京都,2,出版・印刷物,0.701561089,1.263625675,0.0,0.0,,Tokyo inbound,40,福岡県,1.263625675,0.701561089,0.0,0.0
41,佐賀県,13,東京都,2,出版・印刷物,0.0,30.55692308,0.0,4.0,,Tokyo inbound,41,佐賀県,30.55692308,0.0,4.0,0.0
42,長崎県,13,東京都,2,出版・印刷物,0.0,30.2481039,0.0,0.0,,Tokyo inbound,42,長崎県,30.2481039,0.0,0.0,0.0
43,熊本県,13,東京都,2,出版・印刷物,0.0,71.13657143,0.0,10.0,,Tokyo inbound,43,熊本県,71.13657143,0.0,10.0,0.0
44,大分県,13,東京都,2,出版・印刷物,0.0,50.20871429,0.0,8.0,,Tokyo inbound,44,大分県,50.20871429,0.0,8.0,0.0
45,宮崎県,13,東京都,2,出版・印刷物,0.0,50.0,0.0,8.0,,Tokyo inbound,45,宮崎県,50.0,0.0,8.0,0.0
46,鹿児島県,13,東京都,2,出版・印刷物,0.0,90.034,0.0,14.0,,Tokyo inbound,46,鹿児島県,90.034,0.0,14.0,0.0
47,沖縄県,13,東京都,2,出版・印刷物,0.0,0.004,0.0,0.0,,Tokyo inbound,47,沖縄県,0.004,0.0,0.0,0.0
90,全国,13,東京都,2,出版・印刷物,114.8587364,242.8919142,31.15384615,16.61538462,,Tokyo inbound,90,全国,242.8919142,114.8587364,16.61538462,31.15384615
92,東北,13,東京都,2,出版・印刷物,186.9230769,68.00272478,51.92307692,169.462038,,Tokyo inbound,92,東北,68.00272478,186.9230769,169.462038,51.92307692
93,海外,13,東京都,2,出版・印刷物,95.04849708,0.048497076,8.0,0.0,,Tokyo inbound,93,海外,0.048497076,95.04849708,0.0,8.0
94,不特定,13,東京都,2,出版・印刷物,1.878139535,1.878139535,0.0,0.0,,Tokyo inbound,94,不特定,1.878139535,1.878139535,0.0,0.0
99,全て不明,13,東京都,2,出版・印刷物,0.0,27.57768924,0.0,0.0,,Tokyo inbound,99,全て不明,27.57768924,0.0,0.0,0.0
1,北海道,13,東京都,3,日用品,141.5945587,55.29061404,6.857142857,176.0453471,,Tokyo inbound,1,北海道,55.29061404,141.5945587,176.0453471,6.857142857
2,青森県,13,東京都,3,日用品,0.17199075,0.723762438,0.0,17.95156517,,Tokyo inbound,2,青森県,0.723762438,0.17199075,17.95156517,0.0
3,岩手県,13,東京都,3,日用品,1.089637363,0.630408663,0.0,14.74285714,,Tokyo inbound,3,岩手県,0.630408663,1.089637363,14.74285714,0.0
4,宮城県,13,東京都,3,日用品,40.4228125,496.6019491,84.73459507,39.07455891,,Tokyo inbound,4,宮城県,496.6019491,40.4228125,39.07455891,84.73459507
5,秋田県,13,東京都,3,日用品,15.03839519,27.42079072,0.0,7.371428571,,Tokyo inbound,5,秋田県,27.42079072,15.03839519,7.371428571,0.0
6,山形県,13,東京都,3,日用品,21.07878616,133.6289031,0.0,37.90989011,,Tokyo inbound,6,山形県,133.6289031,21.07878616,37.90989011,0.0
7,福島県,13,東京都,3,日用品,2.309686968,51.63514148,0.0,19.99285714,,Tokyo inbound,7,福島県,51.63514148,2.309686968,19.99285714,0.0
8,茨城県,13,東京都,3,日用品,861.8250374,262.0283287,218.3424021,47.03698923,,Tokyo inbound,8,茨城県,262.0283287,861.8250374,47.03698923,218.3424021
9,栃木県,13,東京都,3,日用品,163.4823562,418.4135439,0.0,41.84751952,,Tokyo inbound,9,栃木県,418.4135439,163.4823562,41.84751952,0.0
10,群馬県,13,東京都,3,日用品,0.159648886,426.8422624,0.0,28.90691244,,Tokyo inbound,10,群馬県,426.8422624,0.159648886,28.90691244,0.0
11,埼玉県,13,東京都,3,日用品,3014.67344,1274.86815,3047.138197,288.5436826,,Tokyo inbound,11,埼玉県,1274.86815,3014.67344,288.5436826,3047.138197
12,千葉県,13,東京都,3,日用品,2234.912805,1739.685228,753.3119384,353.1201463,,Tokyo inbound,12,千葉県,1739.685228,2234.912805,353.1201463,753.3119384
13,東京都,1,北海道,3,日用品,55.29061404,141.5945587,176.0453471,6.857142857,,Tokyo outbound,1,北海道,55.29061404,141.5945587,176.0453471,6.857142857
13,東京都,2,青森県,3,日用品,0.723762438,0.17199075,17.95156517,0.0,,Tokyo outbound,2,青森県,0.723762438,0.17199075,17.95156517,0.0
13,東京都,3,岩手県,3,日用品,0.630408663,1.089637363,14.74285714,0.0,,Tokyo outbound,3,岩手県,0.630408663,1.089637363,14.74285714,0.0
13,東京都,4,宮城県,3,日用品,496.6019491,40.4228125,39.07455891,84.73459507,,Tokyo outbound,4,宮城県,496.6019491,40.4228125,39.07455891,84.73459507
13,東京都,5,秋田県,3,日用品,27.42079072,15.03839519,7.371428571,0.0,,Tokyo outbound,5,秋田県,27.42079072,15.03839519,7.371428571,0.0
13,東京都,6,山形県,3,日用品,133.6289031,21.07878616,37.90989011,0.0,,Tokyo outbound,6,山形県,133.6289031,21.07878616,37.90989011,0.0
13,東京都,7,福島県,3,日用品,51.63514148,2.309686968,19.99285714,0.0,,Tokyo outbound,7,福島県,51.63514148,2.309686968,19.99285714,0.0
13,東京都,8,茨城県,3,日用品,262.0283287,861.8250374,47.03698923,218.3424021,,Tokyo outbound,8,茨城県,262.0283287,861.8250374,47.03698923,218.3424021
13,東京都,9,栃木県,3,日用品,418.4135439,163.4823562,41.84751952,0.0,,Tokyo outbound,9,栃木県,418.4135439,163.4823562,41.84751952,0.0
13,東京都,10,群馬県,3,日用品,426.8422624,0.159648886,28.90691244,0.0,,Tokyo outbound,10,群馬県,426.8422624,0.159648886,28.90691244,0.0
13,東京都,11,埼玉県,3,日用品,1274.86815,3014.67344,288.5436826,3047.138197,,Tokyo outbound,11,埼玉県,1274.86815,3014.67344,288.5436826,3047.138197
13,東京都,12,千葉県,3,日用品,1739.685228,2234.912805,353.1201463,753.3119384,,Tokyo outbound,12,千葉県,1739.685228,2234.912805,353.1201463,753.3119384
13,東京都,13,東京都,3,日用品,27041.51483,27041.51483,4809.413023,4809.413023,,Tokyo outbound,13,東京都,27041.51483,27041.51483,4809.413023,4809.413023
13,東京都,14,神奈川県,3,日用品,1682.530422,4643.562583,502.231994,656.8676648,,Tokyo outbound,14,神奈川県,1682.530422,4643.562583,502.231994,656.8676648
13,東京都,15,新潟県,3,日用品,45.17079958,47.22081597,23.87532468,0.0,,Tokyo outbound,15,新潟県,45.17079958,47.22081597,23.87532468,0.0
13,東京都,16,富山県,3,日用品,0.776475177,0.003923077,11.04025974,0.0,,Tokyo outbound,16,富山県,0.776475177,0.003923077,11.04025974,0.0
13,東京都,17,石川県,3,日用品,1.047067929,107.9807213,7.371428571,7.230769231,,Tokyo outbound,17,石川県,1.047067929,107.9807213,7.371428571,7.230769231
13,東京都,18,福井県,3,日用品,2.01162315,9.589432833,3.685714286,0.0,,Tokyo outbound,18,福井県,2.01162315,9.589432833,3.685714286,0.0
13,東京都,19,山梨県,3,日用品,131.592314,0.634891851,5.569230769,0.0,,Tokyo outbound,19,山梨県,131.592314,0.634891851,5.569230769,0.0
13,東京都,20,長野県,3,日用品,69.94391056,27.52265614,4.272727273,0.0,,Tokyo outbound,20,長野県,69.94391056,27.52265614,4.272727273,0.0
13,東京都,21,岐阜県,3,日用品,62.84611197,126.1314807,7.371428571,0.0,,Tokyo outbound,21,岐阜県,62.84611197,126.1314807,7.371428571,0.0
13,東京都,22,静岡県,3,日用品,110.9363393,154.0740091,54.51374645,4.272727273,,Tokyo outbound,22,静岡県,110.9363393,154.0740091,54.51374645,4.272727273
13,東京都,23,愛知県,3,日用品,243.0544049,259.2111104,74.90735265,32.49350649,,Tokyo outbound,23,愛知県,243.0544049,259.2111104,74.90735265,32.49350649
13,東京都,24,三重県,3,日用品,0.626328516,81.45709841,3.685714286,0.0,,Tokyo outbound,24,三重県,0.626328516,81.45709841,3.685714286,0.0
13,東京都,25,滋賀県,3,日用品,0.160221519,127.6067283,0.0,6.3,,Tokyo outbound,25,滋賀県,0.160221519,127.6067283,0.0,6.3
13,東京都,26,京都府,3,日用品,72.83683625,187.2282779,35.00519481,55.35421888,,Tokyo outbound,26,京都府,72.83683625,187.2282779,35.00519481,55.35421888
13,東京都,27,大阪府,3,日用品,359.1514035,687.9788673,39.98241758,28.41428571,,Tokyo outbound,27,大阪府,359.1514035,687.9788673,39.98241758,28.41428571
13,東京都,28,兵庫県,3,日用品,107.7939977,95.83109078,31.13256113,6.857142857,,Tokyo outbound,28,兵庫県,107.7939977,95.83109078,31.13256113,6.857142857
13,東京都,29,奈良県,3,日用品,0.678478414,40.50298681,7.371428571,0.0,,Tokyo outbound,29,奈良県,0.678478414,40.50298681,7.371428571,0.0
13,東京都,30,和歌山県,3,日用品,0.193423002,176.2688245,3.685714286,0.0,,Tokyo outbound,30,和歌山県,0.193423002,176.2688245,3.685714286,0.0
13,東京都,31,鳥取県,3,日用品,0.944725926,0.0,7.371428571,0.0,,Tokyo outbound,31,鳥取県,0.944725926,0.0,7.371428571,0.0
13,東京都,32,島根県,3,日用品,0.357514286,0.019561404,3.685714286,0.0,,Tokyo outbound,32,島根県,0.357514286,0.019561404,3.685714286,0.0
13,東京都,33,岡山県,3,日用品,3.259191978,147.7487298,7.371428571,0.0,,Tokyo outbound,33,岡山県,3.259191978,147.7487298,7.371428571,0.0
13,東京都,34,広島県,3,日用品,2.829395506,12.45675222,22.11428571,0.0,,Tokyo outbound,34,広島県,2.829395506,12.45675222,22.11428571,0.0
13,東京都,35,山口県,3,日用品,2.775719212,0.04024467,11.05714286,0.0,,Tokyo outbound,35,山口県,2.775719212,0.04024467,11.05714286,0.0
13,東京都,36,徳島県,3,日用品,0.120544223,0.482609562,3.685714286,0.0,,Tokyo outbound,36,徳島県,0.120544223,0.482609562,3.685714286,0.0
13,東京都,37,香川県,3,日用品,0.129,0.0,3.685714286,0.0,,Tokyo outbound,37,香川県,0.129,0.0,3.685714286,0.0
13,東京都,38,愛媛県,3,日用品,3.264207239,0.0,11.05714286,0.0,,Tokyo outbound,38,愛媛県,3.264207239,0.0,11.05714286,0.0
13,東京都,39,高知県,3,日用品,0.048497076,0.019561404,0.0,0.0,,Tokyo outbound,39,高知県,0.048497076,0.019561404,0.0,0.0
13,東京都,40,福岡県,3,日用品,43.72840368,215.997739,43.71428571,6.857142857,,Tokyo outbound,40,福岡県,43.72840368,215.997739,43.71428571,6.857142857
13,東京都,41,佐賀県,3,日用品,4.94392153,0.367727273,16.86785714,0.0,,Tokyo outbound,41,佐賀県,4.94392153,0.367727273,16.86785714,0.0
13,東京都,42,長崎県,3,日用品,1.008782418,3.462981965,14.74285714,0.0,,Tokyo outbound,42,長崎県,1.008782418,3.462981965,14.74285714,0.0
13,東京都,43,熊本県,3,日用品,0.865277574,0.022923077,14.74285714,0.0,,Tokyo outbound,43,熊本県,0.865277574,0.022923077,14.74285714,0.0
13,東京都,44,大分県,3,日用品,0.905366138,0.136829268,7.371428571,0.0,,Tokyo outbound,44,大分県,0.905366138,0.136829268,7.371428571,0.0
13,東京都,45,宮崎県,3,日用品,0.35009507,0.611212755,3.685714286,0.0,,Tokyo outbound,45,宮崎県,0.35009507,0.611212755,3.685714286,0.0
13,東京都,46,鹿児島県,3,日用品,0.71538729,0.003923077,7.371428571,0.0,,Tokyo outbound,46,鹿児島県,0.71538729,0.003923077,7.371428571,0.0
13,東京都,47,沖縄県,3,日用品,7.880185659,6.857142857,21.6,6.857142857,,Tokyo outbound,47,沖縄県,7.880185659,6.857142857,21.6,6.857142857
13,東京都,90,全国,3,日用品,7937.772345,84.71064059,17.74165006,48.7,,Tokyo outbound,90,全国,7937.772345,84.71064059,17.74165006,48.7
13,東京都,91,東日本,3,日用品,0.03,0.0,0.0,0.0,,Tokyo outbound,91,東日本,0.03,0.0,0.0,0.0
13,東京都,92,東北,3,日用品,13.45621622,3.06,18.32432432,0.0,,Tokyo outbound,92,東北,13.45621622,3.06,18.32432432,0.0
13,東京都,93,海外,3,日用品,124.8459706,1779.137835,0.0,0.0,,Tokyo outbound,93,海外,124.8459706,1779.137835,0.0,0.0
13,東京都,94,不特定,3,日用品,0.85,0.05,17.0,0.0,,Tokyo outbound,94,不特定,0.85,0.05,17.0,0.0
13,東京都,99,全て不明,3,日用品,69.90909091,37.52857143,9.818181818,0.0,,Tokyo outbound,99,全て不明,69.90909091,37.52857143,9.818181818,0.0
14,神奈川県,13,東京都,3,日用品,4643.562583,1682.530422,656.8676648,502.231994,,Tokyo inbound,14,神奈川県,1682.530422,4643.562583,502.231994,656.8676648
15,新潟県,13,東京都,3,日用品,47.22081597,45.17079958,0.0,23.87532468,,Tokyo inbound,15,新潟県,45.17079958,47.22081597,23.87532468,0.0
16,富山県,13,東京都,3,日用品,0.003923077,0.776475177,0.0,11.04025974,,Tokyo inbound,16,富山県,0.776475177,0.003923077,11.04025974,0.0
17,石川県,13,東京都,3,日用品,107.9807213,1.047067929,7.230769231,7.371428571,,Tokyo inbound,17,石川県,1.047067929,107.9807213,7.371428571,7.230769231
18,福井県,13,東京都,3,日用品,9.589432833,2.01162315,0.0,3.685714286,,Tokyo inbound,18,福井県,2.01162315,9.589432833,3.685714286,0.0
19,山梨県,13,東京都,3,日用品,0.634891851,131.592314,0.0,5.569230769,,Tokyo inbound,19,山梨県,131.592314,0.634891851,5.569230769,0.0
20,長野県,13,東京都,3,日用品,27.52265614,69.94391056,0.0,4.272727273,,Tokyo inbound,20,長野県,69.94391056,27.52265614,4.272727273,0.0
21,岐阜県,13,東京都,3,日用品,126.1314807,62.84611197,0.0,7.371428571,,Tokyo inbound,21,岐阜県,62.84611197,126.1314807,7.371428571,0.0
22,静岡県,13,東京都,3,日用品,154.0740091,110.9363393,4.272727273,54.51374645,,Tokyo inbound,22,静岡県,110.9363393,154.0740091,54.51374645,4.272727273
23,愛知県,13,東京都,3,日用品,259.2111104,243.0544049,32.49350649,74.90735265,,Tokyo inbound,23,愛知県,243.0544049,259.2111104,74.90735265,32.49350649
24,三重県,13,東京都,3,日用品,81.45709841,0.626328516,0.0,3.685714286,,Tokyo inbound,24,三重県,0.626328516,81.45709841,3.685714286,0.0
25,滋賀県,13,東京都,3,日用品,127.6067283,0.160221519,6.3,0.0,,Tokyo inbound,25,滋賀県,0.160221519,127.6067283,0.0,6.3
26,京都府,13,東京都,3,日用品,187.2282779,72.83683625,55.35421888,35.00519481,,Tokyo inbound,26,京都府,72.83683625,187.2282779,35.00519481,55.35421888
27,大阪府,13,東京都,3,日用品,687.9788673,359.1514035,28.41428571,39.98241758,,Tokyo inbound,27,大阪府,359.1514035,687.9788673,39.98241758,28.41428571
28,兵庫県,13,東京都,3,日用品,95.83109078,107.7939977,6.857142857,31.13256113,,Tokyo inbound,28,兵庫県,107.7939977,95.83109078,31.13256113,6.857142857
29,奈良県,13,東京都,3,日用品,40.50298681,0.678478414,0.0,7.371428571,,Tokyo inbound,29,奈良県,0.678478414,40.50298681,7.371428571,0.0
30,和歌山県,13,東京都,3,日用品,176.2688245,0.193423002,0.0,3.685714286,,Tokyo inbound,30,和歌山県,0.193423002,176.2688245,3.685714286,0.0
31,鳥取県,13,東京都,3,日用品,0.0,0.944725926,0.0,7.371428571,,Tokyo inbound,31,鳥取県,0.944725926,0.0,7.371428571,0.0
32,島根県,13,東京都,3,日用品,0.019561404,0.357514286,0.0,3.685714286,,Tokyo inbound,32,島根県,0.357514286,0.019561404,3.685714286,0.0
33,岡山県,13,東京都,3,日用品,147.7487298,3.259191978,0.0,7.371428571,,Tokyo inbound,33,岡山県,3.259191978,147.7487298,7.371428571,0.0
34,広島県,13,東京都,3,日用品,12.45675222,2.829395506,0.0,22.11428571,,Tokyo inbound,34,広島県,2.829395506,12.45675222,22.11428571,0.0
35,山口県,13,東京都,3,日用品,0.04024467,2.775719212,0.0,11.05714286,,Tokyo inbound,35,山口県,2.775719212,0.04024467,11.05714286,0.0
36,徳島県,13,東京都,3,日用品,0.482609562,0.120544223,0.0,3.685714286,,Tokyo inbound,36,徳島県,0.120544223,0.482609562,3.685714286,0.0
37,香川県,13,東京都,3,日用品,0.0,0.129,0.0,3.685714286,,Tokyo inbound,37,香川県,0.129,0.0,3.685714286,0.0
38,愛媛県,13,東京都,3,日用品,0.0,3.264207239,0.0,11.05714286,,Tokyo inbound,38,愛媛県,3.264207239,0.0,11.05714286,0.0
39,高知県,13,東京都,3,日用品,0.019561404,0.048497076,0.0,0.0,,Tokyo inbound,39,高知県,0.048497076,0.019561404,0.0,0.0
40,福岡県,13,東京都,3,日用品,215.997739,43.72840368,6.857142857,43.71428571,,Tokyo inbound,40,福岡県,43.72840368,215.997739,43.71428571,6.857142857
41,佐賀県,13,東京都,3,日用品,0.367727273,4.94392153,0.0,16.86785714,,Tokyo inbound,41,佐賀県,4.94392153,0.367727273,16.86785714,0.0
42,長崎県,13,東京都,3,日用品,3.462981965,1.008782418,0.0,14.74285714,,Tokyo inbound,42,長崎県,1.008782418,3.462981965,14.74285714,0.0
43,熊本県,13,東京都,3,日用品,0.022923077,0.865277574,0.0,14.74285714,,Tokyo inbound,43,熊本県,0.865277574,0.022923077,14.74285714,0.0
44,大分県,13,東京都,3,日用品,0.136829268,0.905366138,0.0,7.371428571,,Tokyo inbound,44,大分県,0.905366138,0.136829268,7.371428571,0.0
45,宮崎県,13,東京都,3,日用品,0.611212755,0.35009507,0.0,3.685714286,,Tokyo inbound,45,宮崎県,0.35009507,0.611212755,3.685714286,0.0
46,鹿児島県,13,東京都,3,日用品,0.003923077,0.71538729,0.0,7.371428571,,Tokyo inbound,46,鹿児島県,0.71538729,0.003923077,7.371428571,0.0
47,沖縄県,13,東京都,3,日用品,6.857142857,7.880185659,6.857142857,21.6,,Tokyo inbound,47,沖縄県,7.880185659,6.857142857,21.6,6.857142857
90,全国,13,東京都,3,日用品,84.71064059,7937.772345,48.7,17.74165006,,Tokyo inbound,90,全国,7937.772345,84.71064059,17.74165006,48.7
91,東日本,13,東京都,3,日用品,0.0,0.03,0.0,0.0,,Tokyo inbound,91,東日本,0.03,0.0,0.0,0.0
92,東北,13,東京都,3,日用品,3.06,13.45621622,0.0,18.32432432,,Tokyo inbound,92,東北,13.45621622,3.06,18.32432432,0.0
93,海外,13,東京都,3,日用品,1779.137835,124.8459706,0.0,0.0,,Tokyo inbound,93,海外,124.8459706,1779.137835,0.0,0.0
94,不特定,13,東京都,3,日用品,0.05,0.85,0.0,17.0,,Tokyo inbound,94,不特定,0.85,0.05,17.0,0.0
99,全て不明,13,東京都,3,日用品,37.52857143,69.90909091,0.0,9.818181818,,Tokyo inbound,99,全て不明,69.90909091,37.52857143,9.818181818,0.0
