origin_code,origin_name_ja,destination_code,destination_name_ja,commodity_code,commodity_ja,weight_origin_to_destination_tons_per_day,weight_destination_to_origin_tons_per_day,trucks_origin_to_destination_per_day,trucks_destination_to_origin_per_day,commodity_en,tokyo_direction,tokyo_counterpart_region_code,tokyo_counterpart_region_name_ja,tokyo_outbound_weight_tons_per_day,tokyo_inbound_weight_tons_per_day,tokyo_outbound_trucks_per_day,tokyo_inbound_trucks_per_day
12,千葉県,13,東京都,1,農水産品・食料工業品,27494.09863,7010.258257,2600.040458,1183.02263,"Agricultural, marine, and food products",Tokyo inbound,12,千葉県,7010.258257,27494.09863,1183.02263,2600.040458
13,東京都,1,北海道,1,農水産品・食料工業品,1071.525956,1261.02259,30.48,13.5325641,"Agricultural, marine, and food products",Tokyo outbound,1,北海道,1071.525956,1261.02259,30.48,13.5325641
13,東京都,2,青森県,1,農水産品・食料工業品,248.9391283,194.440253,15.75,114.0169198,"Agricultural, marine, and food products",Tokyo outbound,2,青森県,248.9391283,194.440253,15.75,114.0169198
13,東京都,3,岩手県,1,農水産品・食料工業品,345.9897345,262.2411362,15.75,7.387745098,"Agricultural, marine, and food products",Tokyo outbound,3,岩手県,345.9897345,262.2411362,15.75,7.387745098
13,東京都,4,宮城県,1,農水産品・食料工業品,825.26533,202.7134442,88.19204934,14.83494506,"Agricultural, marine, and food products",Tokyo outbound,4,宮城県,825.26533,202.7134442,88.19204934,14.83494506
13,東京都,5,秋田県,1,農水産品・食料工業品,72.91643829,149.5203384,0.0,44.2,"Agricultural, marine, and food products",Tokyo outbound,5,秋田県,72.91643829,149.5203384,0.0,44.2
13,東京都,6,山形県,1,農水産品・食料工業品,590.1482352,261.2819102,255.2423077,14.19333333,"Agricultural, marine, and food products",Tokyo outbound,6,山形県,590.1482352,261.2819102,255.2423077,14.19333333
13,東京都,7,福島県,1,農水産品・食料工業品,556.62374,133.8689476,24.86561866,3.912280702,"Agricultural, marine, and food products",Tokyo outbound,7,福島県,556.62374,133.8689476,24.86561866,3.912280702
13,東京都,8,茨城県,1,農水産品・食料工業品,3014.297523,7176.448145,134.2842707,965.7855397,"Agricultural, marine, and food products",Tokyo outbound,8,茨城県,3014.297523,7176.448145,134.2842707,965.7855397
13,東京都,9,栃木県,1,農水産品・食料工業品,1116.177155,857.6043764,32.93775594,118.6329304,"Agricultural, marine, and food products",Tokyo outbound,9,栃木県,1116.177155,857.6043764,32.93775594,118.6329304
13,東京都,10,群馬県,1,農水産品・食料工業品,2288.316849,2171.066747,31.10084034,54.13367931,"Agricultural, marine, and food products",Tokyo outbound,10,群馬県,2288.316849,2171.066747,31.10084034,54.13367931
13,東京都,11,埼玉県,1,農水産品・食料工業品,10872.11068,20364.8443,1829.616474,8954.382215,"Agricultural, marine, and food products",Tokyo outbound,11,埼玉県,10872.11068,20364.8443,1829.616474,8954.382215
13,東京都,12,千葉県,1,農水産品・食料工業品,7010.258257,27494.09863,1183.02263,2600.040458,"Agricultural, marine, and food products",Tokyo outbound,12,千葉県,7010.258257,27494.09863,1183.02263,2600.040458
13,東京都,13,東京都,1,農水産品・食料工業品,61881.28284,61881.28284,8793.516079,8793.516079,"Agricultural, marine, and food products",Tokyo outbound,13,東京都,61881.28284,61881.28284,8793.516079,8793.516079
13,東京都,14,神奈川県,1,農水産品・食料工業品,9594.596904,29053.73094,1102.930791,3131.916764,"Agricultural, marine, and food products",Tokyo outbound,14,神奈川県,9594.596904,29053.73094,1102.930791,3131.916764
13,東京都,15,新潟県,1,農水産品・食料工業品,367.8769359,317.5579976,4.0,15.6575641,"Agricultural, marine, and food products",Tokyo outbound,15,新潟県,367.8769359,317.5579976,4.0,15.6575641
13,東京都,16,富山県,1,農水産品・食料工業品,10.81267029,78.7503425,3.529411765,0.0,"Agricultural, marine, and food products",Tokyo outbound,16,富山県,10.81267029,78.7503425,3.529411765,0.0
13,東京都,17,石川県,1,農水産品・食料工業品,243.6331184,33.08416734,47.7943038,6.23,"Agricultural, marine, and food products",Tokyo outbound,17,石川県,243.6331184,33.08416734,47.7943038,6.23
13,東京都,18,福井県,1,農水産品・食料工業品,38.207125,2.323333333,0.0,1.733333333,"Agricultural, marine, and food products",Tokyo outbound,18,福井県,38.207125,2.323333333,0.0,1.733333333
13,東京都,19,山梨県,1,農水産品・食料工業品,733.2275536,445.9692048,24.98076923,28.06227106,"Agricultural, marine, and food products",Tokyo outbound,19,山梨県,733.2275536,445.9692048,24.98076923,28.06227106
13,東京都,20,長野県,1,農水産品・食料工業品,1147.9047,369.8167784,51.96153846,6.461538462,"Agricultural, marine, and food products",Tokyo outbound,20,長野県,1147.9047,369.8167784,51.96153846,6.461538462
13,東京都,21,岐阜県,1,農水産品・食料工業品,121.5010589,1768.721137,0.0,0.0,"Agricultural, marine, and food products",Tokyo outbound,21,岐阜県,121.5010589,1768.721137,0.0,0.0
13,東京都,22,静岡県,1,農水産品・食料工業品,815.1171113,1212.699748,12.46,10.93966818,"Agricultural, marine, and food products",Tokyo outbound,22,静岡県,815.1171113,1212.699748,12.46,10.93966818
13,東京都,23,愛知県,1,農水産品・食料工業品,875.5047643,424.7735778,40.99050909,12.46,"Agricultural, marine, and food products",Tokyo outbound,23,愛知県,875.5047643,424.7735778,40.99050909,12.46
13,東京都,24,三重県,1,農水産品・食料工業品,9.504232572,27.45005893,0.0,0.0,"Agricultural, marine, and food products",Tokyo outbound,24,三重県,9.504232572,27.45005893,0.0,0.0
13,東京都,25,滋賀県,1,農水産品・食料工業品,58.54954591,59.43809524,0.0,0.0,"Agricultural, marine, and food products",Tokyo outbound,25,滋賀県,58.54954591,59.43809524,0.0,0.0
13,東京都,26,京都府,1,農水産品・食料工業品,103.3510898,86.9824679,3.529411765,10.11229947,"Agricultural, marine, and food products",Tokyo outbound,26,京都府,103.3510898,86.9824679,3.529411765,10.11229947
13,東京都,27,大阪府,1,農水産品・食料工業品,1187.616063,546.2129623,155.6965495,50.63745098,"Agricultural, marine, and food products",Tokyo outbound,27,大阪府,1187.616063,546.2129623,155.6965495,50.63745098
13,東京都,28,兵庫県,1,農水産品・食料工業品,537.4908231,518.4969117,14.625,17.59969697,"Agricultural, marine, and food products",Tokyo outbound,28,兵庫県,537.4908231,518.4969117,14.625,17.59969697
13,東京都,29,奈良県,1,農水産品・食料工業品,42.6296828,92.42284382,0.0,12.4,"Agricultural, marine, and food products",Tokyo outbound,29,奈良県,42.6296828,92.42284382,0.0,12.4
13,東京都,30,和歌山県,1,農水産品・食料工業品,4.910060174,287.3293846,0.0,0.0,"Agricultural, marine, and food products",Tokyo outbound,30,和歌山県,4.910060174,287.3293846,0.0,0.0
13,東京都,31,鳥取県,1,農水産品・食料工業品,3.077420123,6.246100866,0.0,0.0,"Agricultural, marine, and food products",Tokyo outbound,31,鳥取県,3.077420123,6.246100866,0.0,0.0
13,東京都,32,島根県,1,農水産品・食料工業品,1.561829611,0.378857143,0.0,0.0,"Agricultural, marine, and food products",Tokyo outbound,32,島根県,1.561829611,0.378857143,0.0,0.0
13,東京都,33,岡山県,1,農水産品・食料工業品,33.90989844,1879.859615,0.0,12.46,"Agricultural, marine, and food products",Tokyo outbound,33,岡山県,33.90989844,1879.859615,0.0,12.46
