ocm_id,uuid,title,address_line_1,town,state_or_province,postcode,latitude,longitude,operator,usage_type,status_type,data_provider,connection_count,connection_types,max_power_kw,has_power_kw,is_fast_charger_proxy,date_last_verified,date_last_status_update,date_created,source,downloaded_at,boundary_filter
17738,9AFD4BB4-BA09-4350-B2A2-13D29D5FDD7A,日産レンタカー　西新宿山手通り店,東京都渋谷区本町3-8-3,,,,35.68840521,139.6830833,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17737,EAB35A59-1FAE-4257-AB03-13A293CB729B,日産レンタカー　都立大学駅前店,東京都目黒区柿の木坂1-16-13,,,,35.61913473,139.6770259,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17706,639EF619-CCD0-402C-8018-3FF7DCE19DE4,日産レンタカー新小岩店,東京都葛飾区東新小岩1丁目4-7,,,,35.71931606,139.8573368,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17715,D099F5EA-F6BA-4FAB-B477-11CF7216D448,日産レンタカー東京駅八重洲口店,東京都中央区八重洲2丁目5-4,,,,35.67803558,139.7685405,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17700,F58648D7-4949-438B-A92D-B35C29297C94,日産レンタカー立川駅前店,東京都立川市曙町1丁目14-11,,,,35.69873545,139.4099888,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17728,DB53547A-1D79-4403-BF36-B2C3AC459C64,日産レンタカー練馬駅前店,東京都練馬区豊玉北5丁目23-8,,,,35.7358274,139.6540779,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17695,0372C4AD-4B76-480E-A2B0-EE43DFB1BCD0,日産レンタカー調布駅南口店,東京都調布市小島町2丁目32-23,,,,35.65177889,139.5422994,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:01:00Z,2013-06-29T09:01:00Z,2013-06-29T09:01:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17102,4888F3EC-2483-409E-A179-7F50EFDC21A5,日産自動車販売三田高輪店,東京都港区三田2-17-20,,,,35.6479522,139.7406554,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17117,3FB10722-3711-482E-8521-119279BD91D8,日産自動車販売中央晴海店,東京都中央区晴海3-9-4,,,,35.65451886,139.7799407,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:54:00Z,2013-06-29T08:54:00Z,2013-06-29T08:54:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17110,3B49BB16-FDE8-4C3C-B1C8-133D47F1F27D,日産自動車販売丸山店,東京都新宿区西落合2-1-12,,,,35.72347359,139.6780487,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17698,7924B0CB-1EE9-4689-B7F7-187A92721A58,昭島市保健福祉センターあいぽっく,東京都昭島市昭和町4丁目7-1,,,,35.7107889,139.3640032,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17086,15E60865-EFE9-439D-82F9-C0CC447DC603,東京日産自動車販売八王子店,東京都八王子市大和田町5-5-10,,,,35.6624438,139.3481845,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17081,0C760676-FEA1-4042-916B-9C323B67EB64,東京日産自動車販売新車のひろば三鷹店,東京都調布市深大寺東町8-33-1,,,,35.68163985,139.5572524,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17091,81CA0388-17E2-471B-A8F4-298C2059CEC6,東京日産自動車販売新車の広場村山店,東京都武蔵村山市榎1ｰ1ｰ8,,,,35.74601892,139.3894578,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17099,03EA668E-5484-4382-849F-C089C6A9CDE2,東京日産自動車販売荒川店,東京都荒川区荒川1-35-1,,,,35.73361608,139.7873031,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17721,189D4562-E5D5-40C5-BC68-038694EACC00,東京海洋大学（越中島キャンパス）,東京都江東区越中島2-1-6,,,,35.66865643,139.7908586,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17733,540618DD-8C71-422D-B18E-ACBE1D7300A0,東京都東銀座駐車場,東京都中央区銀座7-14-16地先,,,,35.66739221,139.7643969,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17708,1990A362-F873-4D76-A931-B2558FBF9CFA,東電池,東京都荒川区南千住6-57-12,,,,35.73617983,139.795094,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17696,8CB1A884-EAF3-4E97-810F-CE0ADD0398B3,檜原村役場,東京都西多摩郡檜原村467-1,,,,35.72695563,139.1487259,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17697,8771186A-AF73-4EB2-A09A-FD76193D76CA,檜原温泉センター数馬の湯,東京都西多摩郡檜原村2430,,,,35.72407373,139.05372,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17722,4A073F3F-83B7-49BA-94DA-709EF15D57ED,江東区役所,東京都江東区東陽4-11-28,,,,35.67275645,139.817309,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17103,C8F1CB0C-D4EC-40F9-B8E9-0FA0965AEA57,港三菱港中央本店,東京都港区海岸2-1-24,,,,35.6495829,139.7584316,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17736,1CDAF89B-3859-41DB-97DF-FC21555D3F67,町田リサイクル文化センター,東京都町田市下小山田町3160,,,,35.58653358,139.4113661,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17735,5B9CF987-9AB1-4A02-B5E9-2FA1EEE67E4F,町田市役所中町第３庁舎,東京都町田市中町1-4-2,,,,35.54716337,139.4446901,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17701,9679C0D7-5194-42CE-8A26-D36486376AE0,羽田空港Ｐ４立体駐車場,東京都大田区羽田空港3-4-3P4駐車場内,,,,35.54952745,139.7882393,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17734,0141FC78-1ED9-4EB7-A3BA-1572133565F6,舎人駐車場,東京都足立区入谷4-20,,,,35.80611617,139.7592771,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17705,52C3600A-34AE-4004-AD74-C98A8C7B1DB7,葛飾区地域産業振興会館（テクノプラザかつしか）,東京都葛飾区青戸7丁目2-1,,,,35.75247076,139.8525385,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17704,8A924D64-A2B2-496E-91D0-66A92CB61B7B,葛飾区役所総合庁舎,東京都葛飾区立石5丁目13-1,,,,35.74345496,139.8472421,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17723,74E26241-CCF5-423E-8F15-6F168F3B5117,錦糸町パークタワー,東京都墨田区江東橋3-5-16,,,,35.69414299,139.8140388,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17108,37CCCB1B-9A89-4311-A5DD-607557AA98F6,関東三菱世田谷店・クリーンカー世田谷,東京都世田谷区上用賀6-5-2,,,,35.63292956,139.6246462,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17094,365ABF51-D1BA-40E4-A8A4-38AEAD7891E5,関東三菱久が原店,東京都大田区久が原5-3-12,,,,35.57866722,139.6983509,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17085,25AADEF1-0744-49C1-AB22-4C51EBC98320,関東三菱八王子北野店・クリーンカー八王子北野,東京都八王子市北野町593-7,,,,35.6531421,139.3531456,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17114,6BAC805B-F175-440B-86BF-84D36D393214,関東三菱東久留米店・クリーンカー東久留米,東京都東久留米市前沢5-32-22,,,,35.73909118,139.5085815,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:54:00Z,2013-06-29T08:54:00Z,2013-06-29T08:54:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17106,577A52BC-FDED-46B8-86A0-150AC951D8D2,関東三菱江東店,東京都江東区東陽6-4-7,,,,35.67595607,139.8152868,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17095,6F3B1394-4C13-43C6-8FAD-0541B1828EC1,関東三菱目黒店,東京都目黒区鷹番1-4-7,,,,35.62645361,139.6897883,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17088,BA9F0D64-59B0-4B64-B748-D9E8A78E7AAE,関東三菱立川店,東京都立川市富士見町6-49-22,,,,35.69199698,139.3930544,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17097,4C7C9B35-1629-4291-AB68-4497E5A82C19,関東三菱葛飾店・クリーンカー葛飾,東京都葛飾区金町1-7-5,,,,35.76264487,139.8642426,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17082,16E23D6D-F4F3-47A0-A9EE-BCA3561C7060,関東三菱調布店・クリーンカー調布,東京都調布市富士見町2-12-2,,,,35.65618674,139.5416882,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17111,D869F9AC-85DA-477F-8388-1F694B718C8F,関東三菱高井戸店・クリーンカー高井戸,東京都杉並区高井戸東4-1-6,,,,35.68621552,139.6235744,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17732,ACA8289F-5890-4B17-8D20-5FD39E726E37,高井戸北駐車場,東京都杉並区宮前2-1,,,,35.69069546,139.6164415,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17089,D65588CE-7CC3-4619-BDFC-3267355392D2,ＥＮＥＯＳ　オートジョイセルフ河辺ＳＳ,東京都青梅市河辺町10-5-10,,,,35.78532126,139.2873089,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17079,24CB22B5-C491-4BA4-B586-0415E9E8D7E6,ＥＮＥＯＳ　ＤＤセルフ府中栄町店,東京都府中市栄町2-20-5,,,,35.68835997,139.4783142,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17113,7D9C50BF-5021-4A46-ACDA-6A6AE77DB872,ＥＮＥＯＳ　ＤＤセルフ環七豊玉店,東京都練馬区豊玉中2-13-11,,,,35.73158629,139.6592666,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:54:00Z,2013-06-29T08:54:00Z,2013-06-29T08:54:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17084,60DE59AA-91B2-4748-BC67-AE265F66136D,ＥＮＥＯＳ　ＤＤセルフ町田木曽店,東京都町田市木曽町22-2474-1,,,,35.57209074,139.4149553,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17098,781DF04F-A6C1-48E0-B5D0-A6929EBFEAAF,ＥＮＥＯＳ　Ｄｒ．Ｄｒｉｖｅセルフ保木間ＳＳ,東京都足立区保木間4-1-3,,,,35.797104,139.8023378,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17080,23458437-D334-4B3B-B300-FA1C6C367CBB,ＥＮＥＯＳ　Ｄｒ．Ｄｒｉｖｅセルフ西東京店,東京都西東京市中町1-3-6,,,,35.74046688,139.5567219,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17107,47FFE013-59C5-4573-B3A3-966F19381304,ＥＮＥＯＳ　Ｖａｌｕｅ５東京インター店,東京都世田谷区瀬田5-39-25,,,,35.62588868,139.6266936,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,2013-06-29T08:53:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
17703,58BC6ED3-53CF-49A6-9B35-5845BFE9A343,ＮＴＴル・パルク東五反田第２駐車場,東京都品川区東五反田5-9-22,,,,35.63245359,139.7252296,,,,CHAdeMO.com,1,CHAdeMO,48.0,yes,no,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,2013-06-29T09:02:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
55020,53453364-EBEE-4D2F-8448-16C8EA0EDA00,パレスホテル,丸の内1-1-1,千代田区,東京都,100-0005,35.68465,139.761435,Tesla (Tesla-only charging),Public,Operational,Open Charge Map Contributors,1,NACS / Tesla Supercharger,,no,no,2015-10-12T13:14:00Z,2015-10-12T13:14:00Z,2015-10-12T13:11:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
55136,875A9451-041C-4ACC-AC52-446104702F44,丸の内トラストタワー,丸の内 1-8-3,千代田区,東京都,100-0005,35.6825268,139.76942510000003,Tesla (Tesla-only charging),Public,Operational,Open Charge Map Contributors,1,Unknown,,no,no,2015-10-16T14:06:00Z,2015-10-16T14:06:00Z,2015-10-16T14:06:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
62644,2E0E9604-68CB-4037-B6A7-5100AAF15120,首都高速1号上野線,首都高速1号上野線,千代田区,,101-0041,35.683239,139.778061,Stadtwerke Clausthal-Zellerfeld,,Operational,Oplaadpalen.nl,1,CHAdeMO,50.0,yes,yes,2016-03-03T12:29:00Z,2016-03-03T12:29:00Z,2016-03-03T12:29:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
62643,E6AFF2F8-645E-4372-9C25-D3C730FFDADA,第一京浜,第一京浜,南青山六丁目,,108-0014,35.647057,139.748703,Stadtwerke Clausthal-Zellerfeld,,Operational,Oplaadpalen.nl,1,CHAdeMO,50.0,yes,yes,2016-03-03T12:29:00Z,2016-03-03T12:29:00Z,2016-03-03T12:29:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
55086,B7D005F5-83A3-460F-BB16-07A2859B00C6,グリーンワイズ内併設 AWKitchen,山王下2-2-2,多摩市,東京都,206-0042,35.6275961,139.41932350000002,Tesla (Tesla-only charging),Public,Operational,Open Charge Map Contributors,1,Tesla (Model S/X),,no,no,2015-10-16T13:51:00Z,2015-10-16T13:51:00Z,2015-10-14T14:03:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
62640,8CC4638F-4B86-4F4B-86B2-26F2C1D06B4D,東京湾岸道路,東京湾岸道路,大田区,,,35.546951,139.790527,Stadtwerke Clausthal-Zellerfeld,,Operational,Oplaadpalen.nl,1,CHAdeMO,50.0,yes,yes,2016-03-03T12:29:00Z,2016-03-03T12:29:00Z,2016-03-03T12:29:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
62646,9EB6B6F8-27E7-4896-A0E5-3B3283BA4BE7,中央通り,中央通り,新宿区,,163-0676,35.691586,139.697769,Stadtwerke Clausthal-Zellerfeld,,Operational,Oplaadpalen.nl,2,CHAdeMO,50.0,yes,yes,2016-06-04T02:37:00Z,2016-06-04T02:37:00Z,2016-03-03T12:29:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
62645,EED4907D-64E7-4DD7-A204-026C169B6606,副10,副10,新宿区,,163-8001,35.688072,139.69342,Stadtwerke Clausthal-Zellerfeld,,Operational,Oplaadpalen.nl,1,CHAdeMO,50.0,yes,yes,2016-03-03T12:29:00Z,2016-03-03T12:29:00Z,2016-03-03T12:29:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
5701,F0E10283-E9BA-4710-8089-28A1FA87E050,ウェスティンホテル東京,三田 1-4-1,東京,東京都,153-8580,35.6415162,139.7153641,Tesla (Tesla-only charging),Public,Operational,Open Charge Map Contributors,1,Tesla (Roadster),16.8,yes,no,2015-10-14T13:46:00Z,2015-10-14T13:46:00Z,2011-09-09T11:40:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
55149,F7286DA1-F25A-4782-ADAC-7AB1DEF2C3A1,城山トラストタワー,虎ノ門4-3-1,東京,東京都,105-0001,35.6646893,139.74331089999998,Tesla (Tesla-only charging),Public,Operational,Open Charge Map Contributors,1,Unknown,,no,no,2015-10-17T13:29:00Z,2015-10-17T13:29:00Z,2015-10-17T13:29:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
55152,F431BA2C-41A5-4B34-B835-51A0221C8059,御殿山トラストタワー,北品川4-7-35,東京,東京都,140-0001,35.6221997,139.73700459999998,Tesla (Tesla-only charging),Public,Operational,Open Charge Map Contributors,1,Unknown,,no,no,2015-10-17T13:41:00Z,2015-10-17T13:41:00Z,2015-10-17T13:41:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
55155,72EEA15E-6B27-41DD-A92C-3AE78798EFA0,虎ノ門2丁目タワー,虎ノ門2-3-17,東京,東京都,105-0001,35.6684472,139.74666049999996,Tesla (Tesla-only charging),Public,Operational,Open Charge Map Contributors,1,Unknown,,no,no,2015-10-17T14:00:00Z,2015-10-17T14:00:00Z,2015-10-17T14:00:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
62649,36172F1A-FAF0-408C-AFB7-C2AAF6DAE0F0,59,59,武蔵村山市,,208-0023,35.740059,139.381424,Stadtwerke Clausthal-Zellerfeld,,Operational,Oplaadpalen.nl,1,CHAdeMO,50.0,yes,yes,2016-03-03T12:29:00Z,2016-03-03T12:29:00Z,2016-03-03T12:29:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
55029,EBF4F5AD-9701-49E7-9E33-E5FCF409D7AF,お台場タイム24ビル,青海2-4-32,江東区,東京都,135-0064,35.6177178,139.77712680000002,Tesla (Tesla-only charging),Public,Operational,Open Charge Map Contributors,1,NACS / Tesla Supercharger,,no,no,2015-10-12T13:38:00Z,2015-10-12T13:38:00Z,2015-10-12T13:38:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
55006,FCB7E7E4-77D6-40D5-846B-047768C79441,グランドハイアット東京,六本木6丁目10-3,港区,東京都,106-0032,35.6600777,139.7283208,Tesla (Tesla-only charging),Public,Operational,Open Charge Map Contributors,1,NACS / Tesla Supercharger,,no,no,2015-10-30T11:43:00Z,2015-10-30T11:43:00Z,2015-10-11T13:58:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
62642,205355B3-2718-40D6-95DD-0E8CD0A821D2,海岸通り,海岸通り,港区,,105-0022,35.643322,139.756592,Stadtwerke Clausthal-Zellerfeld,,Operational,Oplaadpalen.nl,2,CHAdeMO,50.0,yes,yes,2016-06-04T02:37:00Z,2016-06-04T02:37:00Z,2016-03-03T12:29:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
62641,07919014-2040-4225-B769-2A3601E9800B,多摩境通り,多摩境通り,町田市,,194-0215,35.599213,139.380753,Stadtwerke Clausthal-Zellerfeld,,Operational,Oplaadpalen.nl,1,CHAdeMO,50.0,yes,yes,2016-03-03T12:29:00Z,2016-03-03T12:29:00Z,2016-03-03T12:29:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
62647,5BB7007B-181B-4172-864B-0E8AF08AA18B,立川南通り,立川南通り,立川市,,1920022,35.692211,139.42099,Stadtwerke Clausthal-Zellerfeld,,Operational,Oplaadpalen.nl,1,CHAdeMO,50.0,yes,yes,2016-03-03T12:29:00Z,2016-03-03T12:29:00Z,2016-03-03T12:29:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
62650,03EE1C0B-B320-4172-B459-9F4F559254CA,環八通り,環八通り,練馬区,,176-0021,35.74485,139.629562,Stadtwerke Clausthal-Zellerfeld,,Operational,Oplaadpalen.nl,1,CHAdeMO,50.0,yes,yes,2016-03-03T12:29:00Z,2016-03-03T12:29:00Z,2016-03-03T12:29:00Z,Open Charge Map,2026-07-05,N03 Tokyo boundary polygon
