Deleted path,SHA-256,Size,Modified date,Git status,Latest retained,Reason,Deletion timestamp,Result
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/944_20260705_v03_tokyo_evrp_quantum_requirement_map_ja.csv,7fa91241de5c2b71df09fd02d0af797a4bd2939b5d68002b4ddcce1022d57ac3,8291,2026-07-05T00:10:04.695810,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/916_20260706_v03_future_extension_modules.csv,380fcb5354022f313e1e1ac0ee81d747f08aa454afeb316f5512bbe6b6c17668,2400,2026-07-06T13:07:25.175905,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/911_20260706_v03_feasibility_metric_definitions.csv,5e4dbc380a0bda43dbe0202f6c6dd21f595bb4bfba3d1be445a747252dc67cbf,2203,2026-07-06T21:18:53.137292,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/945_20260711_v02_charger_screening_rules.csv,1fca1f4f6a3e8269dac37ba861164e292e2dc644df3272c2d994f342ba2dd219,1503,2026-07-11T12:39:55.090730,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/940_20260705_v03_static_vs_dynamic_readiness_table.csv,0111a55eda5e349d9c4ffbd0ed62f3985a5967968b701e9bb58b81b199d1070a,1131,2026-07-05T14:52:10.289361,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/905_20260705_v03_evrp_requirement_gap_evidence_table.csv,8fb47165bd00e9315d0b2e6e16fd201b2d545845bb72e8d1a6bbd9b7488cb2df,5732,2026-07-05T14:52:10.288205,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/900_20260711_v03_depot_selection_rules.csv,3e6d9c85f110353f8a57f0adccda6e8436f3d62cb8e026aa0407cc2563983729,1014,2026-07-11T12:39:56.518255,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/914_20260706_v03_feasibility_scenario_size_rules.csv,a58e31ae1bbac65d12ab8e7a6cfa6b0ca5a5a0ae9a5cf08b6d58734506aac5a5,609,2026-07-06T21:18:53.137079,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/904_20260705_v03_evrp_benchmark_requirement_table.csv,63810b8f1edabf2c9fdac083fdd0698dd791ee401454d652b9ee6930472ad22f,2597,2026-07-05T00:10:05.328645,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/947_20260711_v03_tokyo_evrp_scenario_design.csv,623f78b5dc4bb9940f08bc874df42e4d8b95cd573b939cc8225fdd8c00e1fd35,3335,2026-07-11T12:40:01.049639,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/901_20260711_v04_vehicle_scenario_rules.csv,365e7dd6ba51b17433077afafaf2c34a10ad9c901040f8cdf00007e2a40359a0,4454,2026-07-11T12:40:00.125705,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/917_20260711_v03_monte_carlo_evrp_gap_summary_external.csv,5f8a069b8f580884d3744351b9fd31205641779f2b3bcffc4d4ee725e341b610,1791,2026-07-11T12:20:24.795353,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/evrp_scenarios/939_20260711_v02_constraint_results.csv,9a1f6b9a68b1bb0b3a4af0574c71802d2bd6665998038d0dc0861d7658fd93bd,5772303,2026-07-11T12:42:03.226597,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/evrp_scenarios/942_20260711_v02_scenario_instances.csv,eea2bab2f70686818ec54cb38d4c7a51393364519dba11e07aacc1d48b34c644,663590,2026-07-11T12:42:01.061320,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/evrp_scenarios/941_20260711_v02_route_results.csv,7787e4ff8f53727b55e780534e2ea81986256760442190ec4b4b94e2ae5fe752,1038384,2026-07-11T12:42:01.785575,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/evrp_scenarios/940_20260711_v02_constraint_unmet_rates.csv,b472172c225c2b1e6c30b46416c606fe612af5e720a66bfb67606d6420fbb32f,9403,2026-07-11T12:42:28.833141,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/network_feasibility_audit/926_20260710_v03_07_minimal_viable_network.csv,473ab0935f07b6468a8e63e7f0550d9b663ade7928bfdba4563119e449878f41,3119,2026-07-10T13:40:29.339309,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/network_feasibility_audit/924_20260710_v03_05_calculable_edges.csv,80f5b905fa378525899d15b07925dc6e4e70bc1976a2b8c4e3b9e7e23030a41f,5120,2026-07-10T13:40:29.303710,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/network_feasibility_audit/922_20260710_v03_03_available_comparisons.csv,9ad034f0df9621810e00c7032de6072383c723e2bbfd650454d827effc17eb12,3488,2026-07-10T13:40:19.809997,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/network_feasibility_audit/920_20260710_v03_01_simulation_input_inventory.csv,fcd121d89e07b3da48a96808d891251519ff1279712ac7b6d01b126852cc5bdf,6062,2026-07-12T04:53:11.601357,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/network_feasibility_audit/927_20260710_v03_08_full_calculable_network.csv,de05c8d184eccadbf1fe1b4a3c7c1bf085ed089f8a734d233d4e8a01aaf8a4fd,5735,2026-07-10T13:40:29.346684,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/network_feasibility_audit/921_20260710_v03_02_simulation_output_inventory.csv,061f18e2d62c2e39187ec60b3193e8d95420726473f8943de1290d76f518c927,8426,2026-07-12T04:53:11.611726,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/network_feasibility_audit/925_20260710_v03_06_non_calculable_edges.csv,600ce3e5cb304be990a901d17639f9e54464a2e376e37582a495be35efa194fc,3055,2026-07-10T13:40:29.307571,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/network_feasibility_audit/923_20260710_v03_04_candidate_edge_estimands.csv,1aa225ba777e68d14969e13383f5ebdd73a78fa3da809ab83a13d5181a625cdd,5371,2026-07-10T13:40:29.298575,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/figures/910_20260711_v02_simulation_derived_charging_pathway_ja.svg,0b492007f393b4906212d1c7d9980deff72847e70730348beb67a65cd666ff94,314275,2026-07-11T12:34:20.727886,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/figures/909_20260711_v02_simulation_derived_charging_pathway_ja.png,7453021e8635cf619f3aa5c662c13f177ee786e993222bf7f55b1a737f7488a5,682463,2026-07-11T12:34:20.243634,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/919_20260711_v02_09_simulation_derived_edges.csv,021d28dc69be4cc862dd825a67c79c375197e32091c2f7929156e7989d02eec6,7811,2026-07-12T04:53:11.622910,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/922_20260711_v02_13_data_driven_pathway_edges.csv,b42e1b11f826410c11c20b41af999cbd8a475fc33e1da384ab7a5dc46a48a0e0,9897,2026-07-12T04:53:11.627522,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/917_20260711_v02_07_charger_side_output_changes.csv,7d41fc9b0713fc43d9c778a0ea9edfad52c84a9dfdec7fea0b77538584abaa44,2376,2026-07-11T12:34:15.416131,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/912_20260711_v02_02_charger_branch_variables.csv,3146d9ccc8710fc52f0dcd40c61434e560a7c330f35f119194203cc65eeb73c3,4956,2026-07-12T04:53:11.633278,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/915_20260711_v02_05_charger_condition_paired_transitions.csv,a78a0edc91fc41ff3994ea8f6c270a78de3fb2d30262a045d3b6e66a423ae315,41665,2026-07-11T12:34:15.355076,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/920_20260711_v02_10_model_boundary_notes.csv,8ad84bf138a7c8bafdc1c3ab7ae61e568dbf79fde37562410404905804ed39cb,1921,2026-07-12T04:53:11.656052,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/911_20260711_v02_01_route_branch_variables.csv,c39661d6bee1317d631266b6812aab4aabf1ad25cfe2b6eacaa7e38d0196e78d,3968,2026-07-12T04:53:11.658808,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/916_20260711_v02_06_selected_charger_paired_changes.csv,8d04691cc9b20d97882e248920320a13cb2b7860d7ee28c82afad611043304aa,292414,2026-07-11T12:34:15.410993,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/918_20260711_v02_08_supplemental_charging_energy_proxy_results.csv,21b19466a2e749a844b98c39927b051ad008dedb0b21328cf2024cf39556adf0,1474529,2026-07-11T12:34:15.715623,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/921_20260711_v02_12_data_driven_pathway_nodes.csv,6c962ca1f86ba6a166ca3320dcba0a08e0930a3b5f13198585fe39572716ff5c,9228,2026-07-12T04:53:12.498905,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/913_20260711_v02_03_potential_charging_event_results.csv,5b6293be18b57fcc98cd640dcf84db2a4ea841cdbcc9a8fc46c7e63838279b0e,28776,2026-07-11T12:34:15.339598,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/914_20260711_v02_04_potential_charging_event_summary.csv,5da178db2dcef224bac3a2640600f59faf7f4d8ca5c73f2752eee418fabac22e,1378,2026-07-11T12:34:15.346743,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/908_20260710_v02_10_model_boundary_notes.csv,8ad84bf138a7c8bafdc1c3ab7ae61e568dbf79fde37562410404905804ed39cb,1921,2026-07-12T04:53:12.523542,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/905_20260710_v02_07_charger_side_output_changes.csv,7d41fc9b0713fc43d9c778a0ea9edfad52c84a9dfdec7fea0b77538584abaa44,2376,2026-07-10T15:06:10.164150,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/903_20260710_v02_05_charger_condition_paired_transitions.csv,a78a0edc91fc41ff3994ea8f6c270a78de3fb2d30262a045d3b6e66a423ae315,41665,2026-07-10T15:06:04.435111,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/907_20260710_v02_09_simulation_derived_edges.csv,021d28dc69be4cc862dd825a67c79c375197e32091c2f7929156e7989d02eec6,7811,2026-07-12T04:53:12.552334,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/901_20260710_v02_03_potential_charging_event_results.csv,5b6293be18b57fcc98cd640dcf84db2a4ea841cdbcc9a8fc46c7e63838279b0e,28776,2026-07-10T15:06:02.121663,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/904_20260710_v02_06_selected_charger_paired_changes.csv,8d04691cc9b20d97882e248920320a13cb2b7860d7ee28c82afad611043304aa,292414,2026-07-10T15:06:08.222044,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/902_20260710_v02_04_potential_charging_event_summary.csv,5da178db2dcef224bac3a2640600f59faf7f4d8ca5c73f2752eee418fabac22e,1378,2026-07-10T15:06:02.123649,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/906_20260710_v02_08_supplemental_charging_energy_proxy_results.csv,21b19466a2e749a844b98c39927b051ad008dedb0b21328cf2024cf39556adf0,1474529,2026-07-10T15:06:13.797498,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/900_20260710_v02_02_charger_branch_variables.csv,3146d9ccc8710fc52f0dcd40c61434e560a7c330f35f119194203cc65eeb73c3,4956,2026-07-12T04:53:13.409734,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/949_20260710_01_route_branch_variables.csv,c39661d6bee1317d631266b6812aab4aabf1ad25cfe2b6eacaa7e38d0196e78d,3968,2026-07-12T04:53:13.412576,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/03_width_figure/917_20260705_figure_1_width_by_instance.png,d3e6c331ef15c359b8a1fcb13fe5a9ef42e5f22e659f52ae7c40cbc7cb426863,373812,2026-07-05T00:10:04.535728,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/03_width_figure/916_20260705_figure_1_presentation_plot_data.csv,581d4c953d3234bbb07ef419372b975f5bc530cf653b81c6bf51c3289d32d32f,14035,2026-07-05T00:10:04.541253,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/04_semi_quantitative_tables/924_20260703_srl_qrl_methodology_design.png,7dc173cc75f3bf2822b1019242f403543f35921e30fbf43eb80f14006595c6c0,279937,2026-07-03T10:04:28.404509,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/04_semi_quantitative_tables/920_20260709_monte_carlo_evrp_gap_summary_external.csv,5f8a069b8f580884d3744351b9fd31205641779f2b3bcffc4d4ee725e341b610,1791,2026-07-09T12:21:27.861880,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/04_semi_quantitative_tables/922_20260703_qrl_wise_srl_score_summary.csv,90b52507e5f7f58dc13f22725953f784e98863fbfc38acbb1df5e03cae46863e,971,2026-07-03T14:38:54.963140,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/04_semi_quantitative_tables/923_20260705_quantum_evrp_gap_score.csv,8451da1be7259137fba65869e34a8c9c4ee952c1a7407b574bb7fa8188d23f0d,3294,2026-07-05T14:52:10.290005,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/04_semi_quantitative_tables/918_20260709_bottleneck_to_evidence_gap_matrix.csv,42428571d7841eb4b99507ce9112a473679f014675744140ea20ee6ab6e355d1,2880,2026-07-09T23:59:40.041897,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/04_semi_quantitative_tables/921_20260703_qrl_srl_score_summary_table.png,36761e7988ceeac5836bd4ce44ebaa8d2b3d616e3db2b125f9075ef87b829d80,252488,2026-07-03T14:58:29.552665,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/04_semi_quantitative_tables/925_20260703_srl_qrl_placement_from_figure_1_data.csv,2925fec84951bee37a9026ec876c2ae767a1b410b6efde8e919078198abd0164,11958,2026-07-03T14:38:54.962768,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/04_semi_quantitative_tables/919_20260705_evrp_requirement_gap_evidence_table.csv,8fb47165bd00e9315d0b2e6e16fd201b2d545845bb72e8d1a6bbd9b7488cb2df,5732,2026-07-05T14:52:10.288205,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/05_scenario_generation_rules/932_20260705_scenario_available_chargers.csv,0cd5a995f0f5cbf4c874a932f50c5239bff03a1c523f4ca578a8fa7cf39ae2bf,4152,2026-07-05T14:34:12.936955,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/05_scenario_generation_rules/933_20260705_scenario_depots.csv,839d4bac5e0acf317376e09526e76b8811a6e89c6121c90c53eb829a1601e5b6,131138,2026-07-05T14:34:12.942390,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/05_scenario_generation_rules/929_20260705_evrp_benchmark_instance_fields.csv,6aaa9d0aa64bf3a75b3fb5dfe5465ed61c3e4f8071b5e2cc74026f044ad181cc,49543,2026-07-12T04:53:13.532986,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/05_scenario_generation_rules/934_20260705_synthetic_customer_node_rules.csv,04409693bc58abaa8c31240b9e3af0991f39aadb5910dd9a94477846ce69ea85,2732,2026-07-05T14:34:12.943191,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
/Users/tstakuma/Desktop/github/research/90_archive/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/05_scenario_generation_rules/927_20260705_depot_selection_rules.csv,3e6d9c85f110353f8a57f0adccda6e8436f3d62cb8e026aa0407cc2563983729,1014,2026-07-05T14:34:12.937907,??,active files under 01_research_design through 08_documents,"confirmed superseded, archived, backup, deprecated, or generated old version",2026-07-12T15:14:55.088097+00:00,deleted
