"Statistics name :","2020 Population Census Basic Complete Tabulation on Population and Households"
"Table Number :","1-1-3"
"Title :","[Population, Households, Sex, Age and Marital status] Population in 2015 (readjusted), Number of households in 2015 (readjusted), Population change number for 5 years, Population change rate for 5 years, Number of households change number for 5 years, Number of households change rate for 5 years, Sex ratio, Area(reference) and Population density - Japan, Prefectures, Municipalities (including Municipalities as of 2000)"
"Implementation date :","2020","Oct."
"Cities, Towns and Villages :","-"

"***","Data not available"
"-","Data not available"

"","","","","","/Tabulated variable Code","2020_03","","2020_15","","2020_34","","2020_35","","2020_36","","2020_37","","2020_46","","2020_47","","2020_48",""
"Time Code","Time","All Municipalities (including those as of 2000) Code","All Municipalities (including those as of 2000) Level Code","All Municipalities (including those as of 2000)","/Tabulated variable","Population in 2015 (readjusted)[people]","Annotation","Number of households in 2015 (readjusted)[households]","Annotation","Population change number for 5 years[people]","Annotation","Population change rate for 5 years[%]","Annotation","Number of households change number for 5 years[households]","Annotation","Number of households change rate for 5 years[%]","Annotation","Sex ratio","Annotation","Area (reference)[km2]","Annotation","Population density[per km2]","Annotation"
"2020000000","2020","00000","1","Japan","","127,094,745","","53,448,685","","-948,646","","-0.74641","","2,381,469","","4.45562","","94.68037","","377,976.41","","338.2",""
"2020000000","2020","01000","2","Hokkaido","","5,381,733","","2,444,810","","-157,119","","-2.91949","","32,036","","1.31037","","89.33012","","83,424.44","","66.6",""
"2020000000","2020","01100","4","Sapporo-shi","","1,952,356","","921,837","","21,039","","1.07762","","47,324","","5.13366","","87.10256","","1,121.26","","1,760.0",""
"2020000000","2020","01101","5","Sapporo-shi Chuo-ku","","237,627","","132,006","","11,053","","4.65141","","9,423","","7.13831","","83.08584","","46.42","","5,357.2",""
"2020000000","2020","01102","5","Sapporo-shi Kita-ku","","285,321","","133,662","","4,002","","1.40263","","6,013","","4.49866","","89.43802","","63.57","","4,551.3",""
"2020000000","2020","01103","5","Sapporo-shi Higashi-ku","","261,912","","124,425","","3,467","","1.32373","","6,763","","5.43540","","90.43242","","56.97","","4,658.2",""
"2020000000","2020","01104","5","Sapporo-shi Shiroishi-ku","","209,584","","104,608","","2,251","","1.07403","","3,625","","3.46532","","89.52251","","34.47","","6,145.5",""
"2020000000","2020","01105","5","Sapporo-shi Toyohira-ku","","218,652","","110,171","","6,646","","3.03953","","8,479","","7.69622","","85.97537","","46.23","","4,873.4",""
"2020000000","2020","01106","5","Sapporo-shi Minami-ku","","141,190","","61,291","","-5,413","","-3.83384","","843","","1.37541","","84.90671","","657.48","","206.5",""
"2020000000","2020","01107","5","Sapporo-shi Nishi-ku","","213,578","","97,750","","3,462","","1.62095","","6,099","","6.23939","","85.48366","","75.10","","2,890.0",""
"2020000000","2020","01108","5","Sapporo-shi Atsubetsu-ku","","127,767","","55,585","","-2,684","","-2.10070","","1,704","","3.06558","","83.06258","","24.38","","5,130.6",""
"2020000000","2020","01109","5","Sapporo-shi Teine-ku","","140,999","","57,333","","1,626","","1.15320","","3,747","","6.53550","","88.37833","","56.77","","2,512.3",""
"2020000000","2020","01110","5","Sapporo-shi Kiyota-ku","","115,726","","45,006","","-3,371","","-2.91291","","628","","1.39537","","89.14028","","59.87","","1,876.6",""
"2020000000","2020","01202","4","Hakodate-shi","","265,979","","123,950","","-14,895","","-5.60007","","-2,157","","-1.74022","","83.11394","","677.87","","370.4",""
"2020000000","2020","0120B","7","(Municipalities as of 2000) Hakodate-shi","","254,157","","119,177","","-13,133","","-5.16728","","-1,711","","-1.43568","","82.95430","","346.90","","694.8",""
"2020000000","2020","01339","7","(Municipalities as of 2000) Toi-cho","","2,677","","1,067","","-386","","-14.41913","","-101","","-9.46579","","81.10672","","53.04","","43.2",""
"2020000000","2020","01340","7","(Municipalities as of 2000) Esan-cho","","2,993","","1,287","","-507","","-16.93953","","-139","","-10.80031","","88.04841","","94.27","","26.4",""
"2020000000","2020","01341","7","(Municipalities as of 2000) Todohokke-mura","","910","","396","","-165","","-18.13187","","-46","","-11.61616","","83.04668","","24.92","","29.9",""
"2020000000","2020","01342","7","(Municipalities as of 2000) Minamikayabe-cho","","5,242","","2,023","","-704","","-13.42999","","-160","","-7.90905","","90.27254","","158.35","","28.7",""
"2020000000","2020","01203","4","Otaru-shi","","121,924","","55,466","","-10,625","","-8.71445","","-2,649","","-4.77590","","81.97113","","243.83","","456.5",""
"2020000000","2020","01204","4","Asahikawa-shi","","339,605","","155,747","","-10,299","","-3.03264","","448","","0.28765","","85.84070","","747.66","","440.4",""
"2020000000","2020","01205","4","Muroran-shi","","88,564","","43,616","","-6,181","","-6.97913","","-1,850","","-4.24156","","96.18270","","81.01","","1,016.9",""
"2020000000","2020","01206","4","Kushiro-shi","","174,742","","82,078","","-9,665","","-5.53101","","-1,729","","-2.10653","","88.50647","","1,363.29","","121.1",""
"2020000000","2020","0120C","7","(Municipalities as of 2000) Kushiro-shi","","167,925","","78,874","","-8,914","","-5.30832","","-1,568","","-1.98798","","88.26113","","221.61","","717.5",""
"2020000000","2020","01666","7","(Municipalities as of 2000) Akan-cho","","4,882","","2,350","","-492","","-10.07784","","-91","","-3.87234","","93.99028","","739.37","","5.9",""
"2020000000","2020","01669","7","(Municipalities as of 2000) Ombetsu-cho","","1,935","","854","","-259","","-13.38501","","-70","","-8.19672","","98.34320","","401.40","","4.2",""
"2020000000","2020","01207","4","Obihiro-shi","","169,327","","77,707","","-2,791","","-1.64829","","2,468","","3.17603","","91.61230","","619.34","","268.9",""
"2020000000","2020","01208","4","Kitami-shi","","121,226","","56,202","","-5,746","","-4.73991","","-1,014","","-1.80421","","90.08741","","1,427.41","","80.9",""
"2020000000","2020","0120D","7","(Municipalities as of 2000) Kitami-shi","","105,979","","49,965","","-3,979","","-3.75452","","-558","","-1.11678","","90.27011","","421.08","","242.2",""
"2020000000","2020","01548","7","(Municipalities as of 2000) Tanno-cho","","4,886","","1,792","","-502","","-10.27425","","-55","","-3.06920","","94.15412","","163.50","","26.8",""
"2020000000","2020","01551","7","(Municipalities as of 2000) Rubeshibe-cho","","6,381","","2,835","","-811","","-12.70961","","-267","","-9.41799","","85.35774","","564.69","","9.9",""
"2020000000","2020","01553","7","(Municipalities as of 2000) Tokoro-cho","","3,980","","1,610","","-454","","-11.40704","","-134","","-8.32298","","87.55319","","278.29","","12.7",""
"2020000000","2020","01209","4","Yubari-shi","","8,843","","4,539","","-1,509","","-17.06434","","-732","","-16.12690","","85.52998","","763.07","","9.6",""
"2020000000","2020","01210","4","Iwamizawa-shi","","84,499","","36,155","","-5,193","","-6.14563","","-571","","-1.57931","","87.92446","","481.02","","164.9",""
"2020000000","2020","0121B","7","(Municipalities as of 2000) Iwamizawa-shi","","76,348","","33,105","","-4,164","","-5.45397","","-306","","-0.92433","","87.85198","","204.74","","352.6",""
"2020000000","2020","01421","7","(Municipalities as of 2000) Kita-mura","","2,707","","927","","-387","","-14.29627","","-82","","-8.84574","","89.38776","","96.49","","24.0",""
"2020000000","2020","01422","7","(Municipalities as of 2000) Kurisawa-cho","","5,444","","2,123","","-642","","-11.79280","","-183","","-8.61988","","88.31373","","179.87","","26.7",""
"2020000000","2020","01211","4","Abashiri-shi","","39,077","","18,035","","-3,318","","-8.49093","","-782","","-4.33601","","102.03966","","471.00","","75.9",""
"2020000000","2020","01212","4","Rumoi-shi","","22,221","","10,402","","-2,107","","-9.48202","","-586","","-5.63353","","92.20258","","297.84","","67.5",""
"2020000000","2020","01213","4","Tomakomai-shi","","172,737","","78,298","","-2,624","","-1.51907","","1,832","","2.33978","","96.45575","","561.57","","302.9",""
"2020000000","2020","01214","4","Wakkanai-shi","","36,380","","16,486","","-2,817","","-7.74327","","-426","","-2.58401","","98.45672","","761.47","","44.1",""
"2020000000","2020","01215","4","Bibai-shi","","23,035","","10,173","","-2,622","","-11.38268","","-739","","-7.26433","","88.17294","","277.69","","73.5",""
"2020000000","2020","01216","4","Ashibetsu-shi","","14,676","","6,862","","-2,121","","-14.45217","","-807","","-11.76042","","84.82261","","865.04","","14.5",""
"2020000000","2020","01217","4","Ebetsu-shi","","120,636","","51,983","","420","","0.34815","","1,994","","3.83587","","90.54035","","187.38","","646.0",""
"2020000000","2020","01218","4","Akabira-shi","","11,105","","4,980","","-1,407","","-12.66997","","-486","","-9.75904","","82.63653","","129.88","","74.7",""
"2020000000","2020","01219","4","Mombetsu-shi","","23,109","","11,127","","-1,894","","-8.19594","","87","","0.78188","","87.51105","","830.67","","25.5",""
"2020000000","2020","01220","4","Shibetsu-shi","","19,914","","8,650","","-2,056","","-10.32439","","-466","","-5.38728","","89.13366","","1,119.22","","16.0",""
"2020000000","2020","0122B","7","(Municipalities as of 2000) Shibetsu-shi","","18,582","","7,983","","-1,848","","-9.94511","","-371","","-4.64738","","89.70638","","597.28","","28.0",""
"2020000000","2020","01466","7","(Municipalities as of 2000) Asahi-cho","","1,332","","667","","-208","","-15.61562","","-95","","-14.24288","","80.99839","","522.01","","2.2",""
"2020000000","2020","01221","4","Nayoro-shi","","29,048","","13,086","","-1,766","","-6.07959","","-276","","-2.10912","","95.42980","","535.20","","51.0",""
"2020000000","2020","0122C","7","(Municipalities as of 2000) Nayoro-shi","","25,046","","11,470","","-1,258","","-5.02276","","-146","","-1.27289","","97.01839","","314.62","","75.6",""
"2020000000","2020","01467","7","(Municipalities as of 2000) Furen-cho","","4,002","","1,616","","-508","","-12.69365","","-130","","-8.04455","","85.25981","","220.61","","15.8",""
"2020000000","2020","01222","4","Mikasa-shi","","9,076","","4,254","","-1,036","","-11.41472","","-438","","-10.29619","","82.35428","","302.52","","26.6",""
"2020000000","2020","01223","4","Nemuro-shi","","26,917","","11,383","","-2,281","","-8.47420","","-230","","-2.02056","","91.36244","","506.25","","59.9",""
"2020000000","2020","01224","4","Chitose-shi","","95,648","","40,638","","2,302","","2.40674","","3,171","","7.80304","","103.38455","","594.50","","164.8",""
"2020000000","2020","01225","4","Takikawa-shi","","41,192","","18,651","","-1,702","","-4.13187","","37","","0.19838","","91.16081","","115.90","","340.7",""
"2020000000","2020","01226","4","Sunagawa-shi","","17,694","","7,858","","-1,208","","-6.82717","","-259","","-3.29600","","85.67406","","78.68","","209.5",""
"2020000000","2020","01227","4","Utashinai-shi","","3,585","","1,665","","-596","","-16.62483","","-241","","-14.47447","","87.98742","","55.95","","53.4",""
"2020000000","2020","01228","4","Fukagawa-shi","","21,909","","9,669","","-1,870","","-8.53531","","-471","","-4.87124","","87.68381","","529.42","","37.9",""
"2020000000","2020","01229","4","Furano-shi","","22,936","","9,929","","-1,805","","-7.86972","","-391","","-3.93796","","88.93956","","600.71","","35.2",""
"2020000000","2020","01230","4","Noboribetsu-shi","","49,625","","21,681","","-3,234","","-6.51688","","-753","","-3.47309","","91.34254","","212.21","","218.6",""
"2020000000","2020","01231","4","Eniwa-shi","","69,702","","28,846","","629","","0.90241","","1,430","","4.95736","","94.05402","","294.65","","238.7",""
"2020000000","2020","01233","4","Date-shi","","34,995","","15,054","","-2,169","","-6.19803","","-210","","-1.39498","","85.98300","","444.21","","73.9",""
"2020000000","2020","0123B","7","(Municipalities as of 2000) Date-shi","","33,625","","14,543","","-1,877","","-5.58216","","-148","","-1.01767","","85.94354","","170.25","","186.5",""
"2020000000","2020","01574","7","(Municipalities as of 2000) Otaki-mura","","1,370","","511","","-292","","-21.31387","","-62","","-12.13307","","87.15278","","274.03","","3.9",""
"2020000000","2020","01234","4","Kitahiroshima-shi","","59,064","","23,551","","-893","","-1.51192","","1,089","","4.62401","","91.30163","","119.05","","488.6",""
"2020000000","2020","01235","4","Ishikari-shi","","57,436","","22,632","","-567","","-0.98719","","470","","2.07671","","92.48265","","722.42","","78.7",""
"2020000000","2020","0123C","7","(Municipalities as of 2000) Ishikari-shi","","54,181","","21,096","","-34","","-0.06275","","663","","3.14278","","92.30387","","117.85","","459.5",""
"2020000000","2020","01305","7","(Municipalities as of 2000) Atsuta-mura","","1,927","","839","","-289","","-14.99741","","-95","","-11.32300","","100.98160","","292.84","","5.6",""
"2020000000","2020","01306","7","(Municipalities as of 2000) Hamamasu-mura","","1,328","","697","","-244","","-18.37349","","-98","","-14.06026","","89.17976","","311.15","","3.5",""
"2020000000","2020","01236","4","Hokuto-shi","","46,390","","18,508","","-2,088","","-4.50097","","-171","","-0.92392","","86.45623","","397.44","","111.5",""
"2020000000","2020","01335","7","(Municipalities as of 2000) Kamiiso-cho","","36,199","","14,729","","-1,923","","-5.31230","","-288","","-1.95533","","86.09045","","262.41","","130.6",""
"2020000000","2020","01336","7","(Municipalities as of 2000) Ono-cho","","10,191","","3,779","","-165","","-1.61908","","117","","3.09606","","87.71766","","134.88","","74.3",""
"2020000000","2020","01303","6","Tobetsu-cho","","17,278","","7,327","","-1,362","","-7.88286","","-46","","-0.62781","","93.79033","","422.86","","37.6",""
"2020000000","2020","01304","6","Shinshinotsu-mura","","3,329","","1,070","","-285","","-8.56113","","-19","","-1.77570","","95.12821","","78.04","","39.0",""
"2020000000","2020","01331","6","Matsumae-cho","","7,337","","3,571","","-1,077","","-14.67902","","-375","","-10.50126","","81.18669","","293.25","","21.3",""
"2020000000","2020","01332","6","Fukushima-cho","","4,422","","2,039","","-628","","-14.20172","","-178","","-8.72977","","86.07160","","187.25","","20.3",""
"2020000000","2020","01333","6","Shiriuchi-cho","","4,653","","2,003","","-486","","-10.44487","","-135","","-6.73989","","97.76934","","196.75","","21.2",""
"2020000000","2020","01334","6","Kikonai-cho","","4,547","","2,140","","-715","","-15.72465","","-269","","-12.57009","","84.05379","","221.87","","17.3",""
"2020000000","2020","01337","6","Nanae-cho","","28,120","","11,141","","-434","","-1.54339","","427","","3.83269","","84.48724","","216.75","","127.7",""
"2020000000","2020","01343","6","Shikabe-cho","","4,226","","1,660","","-466","","-11.02698","","-41","","-2.46988","","89.80313","","110.63","","34.0",""
"2020000000","2020","01345","6","Mori-machi","","15,946","","6,628","","-1,608","","-10.08403","","-298","","-4.49608","","86.69271","","368.79","","38.9",""
"2020000000","2020","01344","7","(Municipalities as of 2000) Sawara-cho","","3,843","","1,472","","-439","","-11.42337","","-57","","-3.87228","","84.89951","","56.85","","59.9",""
"2020000000","2020","0134B","7","(Municipalities as of 2000) Mori-machi","","12,103","","5,156","","-1,169","","-9.65876","","-241","","-4.67417","","87.25809","","311.42","","35.1",""
"2020000000","2020","01346","6","Yakumo-cho","","17,252","","7,523","","-1,426","","-8.26571","","-4","","-0.05317","","99.52093","","956.08","","16.6",""
"2020000000","2020","0134C","7","(Municipalities as of 2000) Yakumo-cho","","14,830","","6,377","","-997","","-6.72286","","159","","2.49334","","101.55908","","735.60","","18.8",""
"2020000000","2020","01365","7","(Municipalities as of 2000) Kumaishi-cho","","2,422","","1,146","","-429","","-17.71263","","-163","","-14.22339","","86.43592","","220.31","","9.0",""
"2020000000","2020","01347","6","Oshamambe-cho","","5,926","","2,685","","-817","","-13.78670","","32","","1.19181","","91.99549","","310.76","","16.4",""
"2020000000","2020","01361","6","Esashi-cho","","8,248","","3,752","","-820","","-9.94180","","-210","","-5.59701","","92.48510","","109.48","","67.8",""
"2020000000","2020","01362","6","Kaminokuni-cho","","4,876","","2,173","","-570","","-11.68991","","-120","","-5.52232","","83.93849","","547.71","","7.9",""
"2020000000","2020","01363","6","Assabu-cho","","4,049","","1,765","","-457","","-11.28674","","-111","","-6.28895","","91.57333","","460.58","","7.8",""
"2020000000","2020","01364","6","Otobe-cho","","3,906","","1,729","","-503","","-12.87762","","-132","","-7.63447","","82.46649","","162.59","","20.9",""
"2020000000","2020","01367","6","Okushiri-cho","","2,690","","1,270","","-280","","-10.40892","","-55","","-4.33071","","113.27434","","142.99","","16.9",""
"2020000000","2020","01370","6","Imakane-cho","","5,628","","2,280","","-556","","-9.87918","","-88","","-3.85965","","93.14547","","568.25","","8.9",""
"2020000000","2020","01371","6","Setana-cho","","8,473","","3,862","","-1,075","","-12.68736","","-328","","-8.49301","","88.14852","","638.68","","11.6",""
"2020000000","2020","01366","7","(Municipalities as of 2000) Taisei-cho","","1,580","","803","","-300","","-18.98734","","-131","","-16.31382","","76.55172","","133.90","","9.6",""
"2020000000","2020","01368","7","(Municipalities as of 2000) Setana-cho","","1,932","","901","","-317","","-16.40787","","-109","","-12.09767","","90.44811","","125.62","","12.9",""
"2020000000","2020","01369","7","(Municipalities as of 2000) Kitahiyama-cho","","4,961","","2,158","","-458","","-9.23201","","-88","","-4.07785","","90.88597","","379.03","","11.9",""
"2020000000","2020","01391","6","Shimamaki-mura","","1,499","","661","","-143","","-9.53969","","-44","","-6.65658","","102.69058","","437.18","","3.1",""
"2020000000","2020","01392","6","Suttsu-cho","","3,137","","1,420","","-299","","-9.53140","","-80","","-5.63380","","96.94656","","95.25","","29.8",""
"2020000000","2020","01393","6","Kuromatsunai-cho","","3,082","","1,336","","-291","","-9.44192","","-38","","-2.84431","","94.08901","","345.65","","8.1",""
"2020000000","2020","01394","6","Rankoshi-cho","","4,843","","2,086","","-275","","-5.67830","","-5","","-0.23969","","92.66132","","449.78","","10.2",""
"2020000000","2020","01395","6","Niseko-cho","","4,958","","2,274","","116","","2.33965","","241","","10.59807","","107.10204","","197.13","","25.7",""
"2020000000","2020","01396","6","Makkari-mura","","2,103","","855","","-58","","-2.75796","","48","","5.61404","","102.47525","","114.25","","17.9",""
"2020000000","2020","01397","6","Rusutsu-mura","","1,907","","915","","4","","0.20975","","44","","4.80874","","103.29787","","119.84","","15.9",""
"2020000000","2020","01398","6","Kimobetsu-cho","","2,294","","1,123","","-138","","-6.01569","","7","","0.62333","","106.51341","","189.41","","11.4",""
"2020000000","2020","01399","6","Kyogoku-cho","","3,187","","1,281","","-246","","-7.71886","","-12","","-0.93677","","93.35963","","231.49","","12.7",""
"2020000000","2020","01400","6","Kutchan-cho","","15,018","","6,974","","111","","0.73911","","657","","9.42071","","106.06102","","261.34","","57.9",""
"2020000000","2020","01401","6","Kyowa-cho","","6,224","","2,854","","-452","","-7.26221","","-126","","-4.41486","","111.81651","","304.92","","18.9",""
"2020000000","2020","01402","6","Iwanai-cho","","13,042","","6,228","","-1,394","","-10.68854","","-478","","-7.67502","","89.45999","","70.60","","165.0",""
"2020000000","2020","01403","6","Tomari-mura","","1,771","","886","","-202","","-11.40599","","-73","","-8.23928","","99.87261","","82.27","","19.1",""
"2020000000","2020","01404","6","Kamoenai-mura","","1,004","","434","","-134","","-13.34661","","-33","","-7.60369","","85.10638","","147.79","","5.9",""
"2020000000","2020","01405","6","Shakotan-cho","","2,115","","994","","-284","","-13.42790","","-111","","-11.16700","","87.60246","","238.13","","7.7",""
"2020000000","2020","01406","6","Furubira-cho","","3,188","","1,446","","-443","","-13.89586","","-164","","-11.34163","","90.89013","","188.36","","14.6",""
"2020000000","2020","01407","6","Niki-cho","","3,498","","1,480","","-318","","-9.09091","","-148","","-10.00000","","92.26119","","167.96","","18.9",""
"2020000000","2020","01408","6","Yoichi-cho","","19,607","","8,769","","-1,607","","-8.19605","","-486","","-5.54225","","86.37399","","140.59","","128.0",""
"2020000000","2020","01409","6","Akaigawa-mura","","1,121","","534","","44","","3.92507","","87","","16.29213","","108.40787","","280.09","","4.2",""
"2020000000","2020","01423","6","Nanporo-cho","","7,927","","2,973","","-608","","-7.66999","","7","","0.23545","","89.70969","","81.36","","90.0",""
"2020000000","2020","01424","6","Naie-cho","","5,674","","2,466","","-554","","-9.76384","","-154","","-6.24493","","88.58195","","88.19","","58.1",""
"2020000000","2020","01425","6","Kamisunagawa-cho","","3,479","","1,744","","-638","","-18.33860","","-265","","-15.19495","","83.40865","","39.98","","71.1",""
"2020000000","2020","01427","6","Yuni-cho","","5,314","","2,149","","-492","","-9.25856","","-86","","-4.00186","","91.34921","","133.74","","36.1",""
"2020000000","2020","01428","6","Naganuma-cho","","11,076","","4,257","","-787","","-7.10545","","-166","","-3.89946","","91.60149","","168.52","","61.1",""
"2020000000","2020","01429","6","Kuriyama-cho","","12,344","","5,186","","-1,072","","-8.68438","","-222","","-4.28076","","84.90814","","203.93","","55.3",""
"2020000000","2020","01430","6","Tsukigata-cho","","4,577","","1,466","","-886","","-19.35766","","-146","","-9.95907","","145.08632","","150.40","","24.5",""
"2020000000","2020","01431","6","Urausu-cho","","1,985","","850","","-253","","-12.74559","","-73","","-8.58824","","95.26494","","101.83","","17.0",""
"2020000000","2020","01432","6","Shintotsukawa-cho","","6,831","","2,570","","-347","","-5.07978","","-27","","-1.05058","","84.83466","","495.47","","13.1",""
"2020000000","2020","01433","6","Moseushi-cho","","3,091","","1,269","","-398","","-12.87609","","-68","","-5.35855","","91.94583","","48.64","","55.4",""
"2020000000","2020","01434","6","Chippubetsu-cho","","2,513","","1,017","","-184","","-7.32193","","-35","","-3.44149","","85.28242","","47.18","","49.4",""
"2020000000","2020","01436","6","Uryu-cho","","2,749","","1,005","","-360","","-13.09567","","-79","","-7.86070","","95.17974","","191.15","","12.5",""
"2020000000","2020","01437","6","Hokuryu-cho","","1,981","","782","","-257","","-12.97325","","-45","","-5.75448","","91.34295","","158.70","","10.9",""
"2020000000","2020","01438","6","Numata-cho","","3,181","","1,333","","-272","","-8.55077","","-89","","-6.67667","","91.76005","","283.35","","10.3",""
"2020000000","2020","01452","6","Takasu-cho","","7,018","","2,717","","-451","","-6.42633","","-59","","-2.17151","","89.68804","","139.42","","47.1",""
"2020000000","2020","01453","6","Higashikagura-cho","","10,233","","3,657","","-106","","-1.03586","","183","","5.00410","","86.67281","","68.50","","147.8",""
"2020000000","2020","01454","6","Tohma-cho","","6,689","","2,698","","-370","","-5.53147","","75","","2.77984","","85.47109","","204.90","","30.8",""
"2020000000","2020","01455","6","Pippu-cho","","3,777","","1,586","","-257","","-6.80434","","-16","","-1.00883","","89.45102","","86.90","","40.5",""
"2020000000","2020","01456","6","Aibetsu-cho","","2,976","","1,305","","-371","","-12.46640","","-116","","-8.88889","","87.41007","","250.13","","10.4",""
"2020000000","2020","01457","6","Kamikawa-cho","","4,044","","2,102","","-544","","-13.45203","","-189","","-8.99144","","95.31250","","1,049.47","","3.3",""
"2020000000","2020","01458","6","Higashikawa-cho","","8,111","","3,148","","203","","2.50277","","257","","8.16391","","87.37886","","247.30","","33.6",""
"2020000000","2020","01459","6","Biei-cho","","10,292","","4,288","","-624","","-6.06296","","-75","","-1.74907","","86.89349","","676.78","","14.3",""
"2020000000","2020","01460","6","Kamifurano-cho","","10,826","","4,363","","-478","","-4.41530","","-76","","-1.74192","","107.58275","","237.10","","43.6",""
"2020000000","2020","01461","6","Nakafurano-cho","","5,069","","2,025","","-336","","-6.62853","","-48","","-2.37037","","91.38698","","108.65","","43.6",""
"2020000000","2020","01462","6","Minamifurano-cho","","2,555","","1,132","","-179","","-7.00587","","-57","","-5.03534","","106.96864","","665.54","","3.6",""
"2020000000","2020","01463","6","Shimukappu-mura","","1,211","","704","","95","","7.84476","","145","","20.59659","","100.00000","","571.41","","2.3",""
"2020000000","2020","01464","6","Wassamu-cho","","3,596","","1,533","","-404","","-11.23471","","-104","","-6.78408","","88.31858","","225.11","","14.2",""
"2020000000","2020","01465","6","Kembuchi-cho","","3,228","","1,330","","-302","","-9.35564","","-103","","-7.74436","","94.93671","","130.99","","22.3",""
"2020000000","2020","01468","6","Shimokawa-cho","","3,547","","1,674","","-421","","-11.86919","","-201","","-12.00717","","91.19266","","644.20","","4.9",""
"2020000000","2020","01469","6","Bifuka-cho","","4,659","","2,041","","-514","","-11.03241","","-129","","-6.32043","","96.72520","","672.09","","6.2",""
"2020000000","2020","01470","6","Otoineppu-mura","","832","","405","","-126","","-15.14423","","-58","","-14.32099","","107.03812","","275.63","","2.6",""
"2020000000","2020","01471","6","Nakagawa-cho","","1,767","","897","","-239","","-13.52575","","-75","","-8.36120","","111.34163","","594.74","","2.6",""
"2020000000","2020","01472","6","Horokanai-cho","","1,525","","690","","-155","","-10.16393","","-23","","-3.33333","","98.83890","","767.04","","1.8",""
"2020000000","2020","01439","7","(Municipalities as of 2000) Horokanai-cho","","1,525","","690","","-155","","-10.16393","","-23","","-3.33333","","98.83890","","767.03","","1.8",""
"2020000000","2020","01481","6","Mashike-cho","","4,497","","2,051","","-589","","-13.09762","","-173","","-8.43491","","83.30206","","369.71","","10.6",""
"2020000000","2020","01482","6","Obira-cho","","3,336","","1,406","","-342","","-10.25180","","-40","","-2.84495","","91.55470","","627.22","","4.8",""
"2020000000","2020","01483","6","Tomamae-cho","","3,265","","1,420","","-329","","-10.07657","","-73","","-5.14085","","94.69496","","454.60","","6.5",""
"2020000000","2020","01484","6","Haboro-cho","","7,327","","3,367","","-779","","-10.63191","","-224","","-6.65281","","93.44165","","472.65","","13.9",""
"2020000000","2020","01485","6","Shosambetsu-mura","","1,217","","537","","-137","","-11.25719","","-39","","-7.26257","","92.17082","","279.52","","3.9",""
"2020000000","2020","01486","6","Embetsu-cho","","2,806","","1,225","","-286","","-10.19244","","-25","","-2.04082","","94.14484","","590.80","","4.3",""
"2020000000","2020","01487","6","Teshio-cho","","3,243","","1,502","","-293","","-9.03484","","-77","","-5.12650","","100.40761","","353.56","","8.3",""
"2020000000","2020","01511","6","Sarufutsu-mura","","2,684","","1,174","","-73","","-2.71982","","64","","5.45145","","96.90799","","589.99","","4.4",""
"2020000000","2020","01512","6","Hamatonbetsu-cho","","3,881","","1,845","","-433","","-11.15692","","-129","","-6.99187","","94.47265","","401.64","","8.6",""
"2020000000","2020","01513","6","Nakatombetsu-cho","","1,757","","775","","-120","","-6.82982","","-19","","-2.45161","","99.87790","","398.51","","4.1",""
"2020000000","2020","01514","6","Esashi-cho","","8,437","","3,772","","-872","","-10.33543","","-257","","-6.81336","","90.79445","","1,115.93","","6.8",""
"2020000000","2020","0151B","7","(Municipalities as of 2000) Esashi-cho","","6,712","","2,961","","-645","","-9.60965","","-164","","-5.53867","","90.60635","","509.13","","11.9",""
"2020000000","2020","01515","7","(Municipalities as of 2000) Utanobori-cho","","1,725","","811","","-227","","-13.15942","","-93","","-11.46732","","91.56010","","606.51","","2.5",""
"2020000000","2020","01516","6","Toyotomi-cho","","4,054","","1,782","","-80","","-1.97336","","169","","9.48373","","111.83369","","520.69","","7.6",""
"2020000000","2020","01517","6","Rebun-cho","","2,773","","1,353","","-264","","-9.52038","","-107","","-7.90835","","104.81633","","81.64","","30.7",""
"2020000000","2020","01518","6","Rishiri-cho","","2,303","","1,154","","-299","","-12.98307","","-117","","-10.13865","","98.41584","","76.50","","26.2",""
"2020000000","2020","01519","6","Rishirifuji-cho","","2,787","","1,264","","-329","","-11.80481","","-65","","-5.14241","","93.54331","","105.62","","23.3",""
"2020000000","2020","01520","6","Horonobe-cho","","2,447","","1,138","","-76","","-3.10584","","87","","7.64499","","119.33395","","574.10","","4.1",""
"2020000000","2020","01488","7","(Municipalities as of 2000) Horonobe-cho","","2,447","","1,138","","-76","","-3.10584","","87","","7.64499","","119.33395","","574.52","","4.1",""
"2020000000","2020","01543","6","Bihoro-cho","","20,296","","8,626","","-1,599","","-7.87840","","-317","","-3.67494","","94.07307","","438.41","","42.6",""
"2020000000","2020","01544","6","Tsubetsu-cho","","5,008","","2,231","","-635","","-12.67971","","-188","","-8.42671","","92.05094","","716.80","","6.1",""
"2020000000","2020","01545","6","Shari-cho","","12,231","","5,547","","-813","","-6.64704","","-198","","-3.56950","","98.71215","","737.13","","15.5",""
"2020000000","2020","01546","6","Kiyosato-cho","","4,221","","1,671","","-338","","-8.00758","","-80","","-4.78755","","94.05297","","402.76","","9.6",""
"2020000000","2020","01547","6","Koshimizu-cho","","5,085","","2,033","","-462","","-9.08555","","-67","","-3.29562","","91.34934","","286.89","","16.1",""
"2020000000","2020","01549","6","Kunneppu-cho","","5,100","","1,910","","-423","","-8.29412","","-37","","-1.93717","","91.99507","","190.95","","24.5",""
