base_route_proxy_id,customer_count,vehicle_count,seed,route_proxy_distance_km
C025_V05_S058_R04,25,5,58,59.48917897568572
C025_V05_S058_R05,25,5,58,41.10317316795559
C025_V01_S059_R01,25,1,59,229.83074752135923
C025_V03_S059_R01,25,3,59,115.95562386628325
C025_V03_S059_R02,25,3,59,72.73677601757613
C025_V03_S059_R03,25,3,59,71.71316852240857
C025_V05_S059_R01,25,5,59,39.94373474047287
C025_V05_S059_R02,25,5,59,87.47278337387294
C025_V05_S059_R03,25,5,59,46.759541559412625
C025_V05_S059_R04,25,5,59,67.05539819531852
C025_V05_S059_R05,25,5,59,72.73677601757613
C025_V01_S060_R01,25,1,60,249.8699189045957
C025_V03_S060_R01,25,3,60,90.70659136340646
C025_V03_S060_R02,25,3,60,118.21407182698994
C025_V03_S060_R03,25,3,60,83.6990375372805
C025_V05_S060_R01,25,5,60,88.9125490410002
C025_V05_S060_R02,25,5,60,79.70670254854062
C025_V05_S060_R03,25,5,60,82.54514893934525
C025_V05_S060_R04,25,5,60,59.577971642785386
C025_V05_S060_R05,25,5,60,53.96378530045607
C025_V01_S061_R01,25,1,61,240.78271176934263
C025_V03_S061_R01,25,3,61,98.89223467464876
C025_V03_S061_R02,25,3,61,96.04885103563528
C025_V03_S061_R03,25,3,61,72.22691400501037
C025_V05_S061_R01,25,5,61,43.9469984778189
C025_V05_S061_R02,25,5,61,96.04885103563528
C025_V05_S061_R03,25,5,61,59.6696302993685
C025_V05_S061_R04,25,5,61,35.66045367681353
C025_V05_S061_R05,25,5,61,46.849763437096925
C025_V01_S062_R01,25,1,62,219.83942966626657
C025_V03_S062_R01,25,3,62,87.58905305277894
C025_V03_S062_R02,25,3,62,103.26997056280176
C025_V03_S062_R03,25,3,62,60.68386303753209
C025_V05_S062_R01,25,5,62,46.773218317670185
C025_V05_S062_R02,25,5,62,55.259937577333574
C025_V05_S062_R03,25,5,62,53.23937713871223
C025_V05_S062_R04,25,5,62,60.68386303753209
C025_V05_S062_R05,25,5,62,81.19050260125682
C025_V01_S063_R01,25,1,63,218.52135957548091
C025_V03_S063_R01,25,3,63,107.87273993342872
C025_V03_S063_R02,25,3,63,68.02760375499298
C025_V03_S063_R03,25,3,63,82.0310782581346
C025_V05_S063_R01,25,5,63,68.02760375499298
C025_V05_S063_R02,25,5,63,68.96433799674529
C025_V05_S063_R03,25,5,63,61.94599471254733
C025_V05_S063_R04,25,5,63,79.23618555121773
C025_V05_S063_R05,25,5,63,31.33887610510837
C025_V01_S064_R01,25,1,64,214.97835903306463
C025_V03_S064_R01,25,3,64,81.74942501503004
C025_V03_S064_R02,25,3,64,65.15313865005696
C025_V03_S064_R03,25,3,64,66.38501574214216
C025_V05_S064_R01,25,5,64,52.711505761384664
C025_V05_S064_R02,25,5,64,65.15313865005696
C025_V05_S064_R03,25,5,64,40.19929098293335
C025_V05_S064_R04,25,5,64,32.18159206124553
C025_V05_S064_R05,25,5,64,54.25761731258647
C025_V01_S065_R01,25,1,65,241.06467387920097
C025_V03_S065_R01,25,3,65,91.19439845253896
C025_V03_S065_R02,25,3,65,95.3422747635804
C025_V03_S065_R03,25,3,65,98.56158311157948
C025_V05_S065_R01,25,5,65,95.3422747635804
C025_V05_S065_R02,25,5,65,51.73733577273104
C025_V05_S065_R03,25,5,65,66.26840765645728
C025_V05_S065_R04,25,5,65,56.40408549411055
C025_V05_S065_R05,25,5,65,50.47872093458139
C025_V01_S066_R01,25,1,66,245.81564454198556
C025_V03_S066_R01,25,3,66,80.39055019699856
C025_V03_S066_R02,25,3,66,86.35143662948994
C025_V03_S066_R03,25,3,66,121.89969025731116
C025_V05_S066_R01,25,5,66,80.39055019699856
C025_V05_S066_R02,25,5,66,39.79609767003141
C025_V05_S066_R03,25,5,66,48.08058857087219
C025_V05_S066_R04,25,5,66,79.31710082702344
C025_V05_S066_R05,25,5,66,55.6113110260518
C025_V01_S067_R01,25,1,67,282.4088622352692
C025_V03_S067_R01,25,3,67,88.32118785205265
C025_V03_S067_R02,25,3,67,92.75047549756049
C025_V03_S067_R03,25,3,67,123.41892094109592
C025_V05_S067_R01,25,5,67,34.96050599561967
C025_V05_S067_R02,25,5,67,55.158824048141426
C025_V05_S067_R03,25,5,67,110.26586449112216
C025_V05_S067_R04,25,5,67,82.95553595173736
C025_V05_S067_R05,25,5,67,53.95382156568381
C025_V01_S068_R01,25,1,68,235.44292340844936
C025_V03_S068_R01,25,3,68,104.53552371959894
C025_V03_S068_R02,25,3,68,44.501194248678296
C025_V03_S068_R03,25,3,68,101.7925305222576
C025_V05_S068_R01,25,5,68,35.93436139971858
C025_V05_S068_R02,25,5,68,101.7925305222576
C025_V05_S068_R03,25,5,68,67.98982022860417
C025_V05_S068_R04,25,5,68,32.88130032845464
C025_V05_S068_R05,25,5,68,42.72204291618115
C025_V01_S069_R01,25,1,69,203.58800332801684
C025_V03_S069_R01,25,3,69,53.46274918535136
C025_V03_S069_R02,25,3,69,68.09377985982303
C025_V03_S069_R03,25,3,69,102.88608783093974
C025_V05_S069_R01,25,5,69,53.46274918535136
C025_V05_S069_R02,25,5,69,54.00656241341103
C025_V05_S069_R03,25,5,69,47.20787715203049
C025_V05_S069_R04,25,5,69,53.850894393137466
C025_V05_S069_R05,25,5,69,44.62816529803408
C025_V01_S070_R01,25,1,70,225.05179868559992
C025_V03_S070_R01,25,3,70,108.09270673348324
C025_V03_S070_R02,25,3,70,81.20567957178409
C025_V03_S070_R03,25,3,70,104.49421053410194
C025_V05_S070_R01,25,5,70,48.416695724095376
C025_V05_S070_R02,25,5,70,51.54462063446033
C025_V05_S070_R03,25,5,70,81.20567957178409
C025_V05_S070_R04,25,5,70,105.66201051368904
C025_V05_S070_R05,25,5,70,48.66440012002501
C025_V01_S071_R01,25,1,71,240.80122890942175
C025_V03_S071_R01,25,3,71,85.44074746617534
C025_V03_S071_R02,25,3,71,121.48928512372892
C025_V03_S071_R03,25,3,71,58.68173112456438
C025_V05_S071_R01,25,5,71,34.95223355165414
C025_V05_S071_R02,25,5,71,87.17059327273586
C025_V05_S071_R03,25,5,71,58.68173112456438
C025_V05_S071_R04,25,5,71,47.4400710293618
C025_V05_S071_R05,25,5,71,86.95725095618742
C025_V01_S072_R01,25,1,72,257.42508704315475
C025_V03_S072_R01,25,3,72,72.33737166284102
C025_V03_S072_R02,25,3,72,150.79979892931834
C025_V03_S072_R03,25,3,72,87.59151793180777
C025_V05_S072_R01,25,5,72,47.12910912946823
C025_V05_S072_R02,25,5,72,87.59151793180777
C025_V05_S072_R03,25,5,72,101.49908870839054
C025_V05_S072_R04,25,5,72,50.02785100756416
C025_V05_S072_R05,25,5,72,61.74307437848371
C025_V01_S073_R01,25,1,73,193.25205744309463
C025_V03_S073_R01,25,3,73,67.79885793911147
C025_V03_S073_R02,25,3,73,87.16009611698166
C025_V03_S073_R03,25,3,73,51.7871489333224
C025_V05_S073_R01,25,5,73,54.63366830286418
C025_V05_S073_R02,25,5,73,88.58221261464581
C025_V05_S073_R03,25,5,73,42.739839303909896
C025_V05_S073_R04,25,5,73,53.67412963868461
C025_V05_S073_R05,25,5,73,35.523826690503064
C025_V01_S074_R01,25,1,74,296.6123380872111
C025_V03_S074_R01,25,3,74,159.54011326376252
C025_V03_S074_R02,25,3,74,105.61057658554606
C025_V03_S074_R03,25,3,74,70.54609021919106
C025_V05_S074_R01,25,5,74,94.30479516651314
C025_V05_S074_R02,25,5,74,49.03742114019427
C025_V05_S074_R03,25,5,74,70.54609021919106
C025_V05_S074_R04,25,5,74,57.27198189292573
C025_V05_S074_R05,25,5,74,78.50666493358133
C025_V01_S075_R01,25,1,75,285.13180591981165
C025_V03_S075_R01,25,3,75,98.444777395189
C025_V03_S075_R02,25,3,75,100.50091317498064
C025_V03_S075_R03,25,3,75,123.1751812156989
C025_V05_S075_R01,25,5,75,43.85143951425698
C025_V05_S075_R02,25,5,75,98.63077564055789
C025_V05_S075_R03,25,5,75,104.8075413434492
C025_V05_S075_R04,25,5,75,75.37332119817849
C025_V05_S075_R05,25,5,75,39.53435897088773
C025_V01_S076_R01,25,1,76,216.2393499835503
C025_V03_S076_R01,25,3,76,83.85398478157418
C025_V03_S076_R02,25,3,76,103.15357302771991
C025_V03_S076_R03,25,3,76,91.38082682193163
C025_V05_S076_R01,25,5,76,39.3779717328628
C025_V05_S076_R02,25,5,76,44.877985374726435
C025_V05_S076_R03,25,5,76,103.15357302771991
C025_V05_S076_R04,25,5,76,50.7637287922093
C025_V05_S076_R05,25,5,76,63.54354881932929
C025_V01_S077_R01,25,1,77,236.22006029773212
C025_V03_S077_R01,25,3,77,97.88476826789608
C025_V03_S077_R02,25,3,77,114.13116249173532
C025_V03_S077_R03,25,3,77,79.63584183579579
C025_V05_S077_R01,25,5,77,79.63584183579579
C025_V05_S077_R02,25,5,77,66.49541751286323
C025_V05_S077_R03,25,5,77,24.298430399084925
C025_V05_S077_R04,25,5,77,39.21692224917821
C025_V05_S077_R05,25,5,77,97.8790768615449
C025_V01_S078_R01,25,1,78,192.52126201742823
C025_V03_S078_R01,25,3,78,67.85908340377699
C025_V03_S078_R02,25,3,78,82.1298944951163
C025_V03_S078_R03,25,3,78,72.68959975740594
C025_V05_S078_R01,25,5,78,82.1298944951163
C025_V05_S078_R02,25,5,78,53.17053366877474
C025_V05_S078_R03,25,5,78,35.135938933641455
C025_V05_S078_R04,25,5,78,35.02785767313495
C025_V05_S078_R05,25,5,78,44.61516715942867
C025_V01_S079_R01,25,1,79,227.53954274952088
C025_V03_S079_R01,25,3,79,41.78430829405896
C025_V03_S079_R02,25,3,79,126.2094293561308
C025_V03_S079_R03,25,3,79,82.82767366190976
C025_V05_S079_R01,25,5,79,61.88614656452283
C025_V05_S079_R02,25,5,79,72.70689481036037
C025_V05_S079_R03,25,5,79,92.04549960111824
C025_V05_S079_R04,25,5,79,41.78430829405896
C025_V05_S079_R05,25,5,79,32.11229673177874
C025_V01_S080_R01,25,1,80,229.25589548121815
C025_V03_S080_R01,25,3,80,125.1260105453726
C025_V03_S080_R02,25,3,80,85.92874190223657
C025_V03_S080_R03,25,3,80,63.45930567262791
C025_V05_S080_R01,25,5,80,103.7926089118724
C025_V05_S080_R02,25,5,80,59.94161544022514
C025_V05_S080_R03,25,5,80,32.54589581281092
C025_V05_S080_R04,25,5,80,52.21998326948391
C025_V05_S080_R05,25,5,80,73.54246435643091
C025_V01_S081_R01,25,1,81,233.02521943359952
C025_V03_S081_R01,25,3,81,85.49967726518233
C025_V03_S081_R02,25,3,81,90.18861691496592
C025_V03_S081_R03,25,3,81,107.18055448935444
C025_V05_S081_R01,25,5,81,28.581905682441377
C025_V05_S081_R02,25,5,81,95.02447321513924
C025_V05_S081_R03,25,5,81,76.8009129580395
C025_V05_S081_R04,25,5,81,85.49967726518233
C025_V05_S081_R05,25,5,81,44.598405203741166
C025_V01_S082_R01,25,1,82,233.1923529150056
C025_V03_S082_R01,25,3,82,77.22349995883302
C025_V03_S082_R02,25,3,82,118.84046413580622
C025_V03_S082_R03,25,3,82,66.48509460628222
C025_V05_S082_R01,25,5,82,52.280083900858486
C025_V05_S082_R02,25,5,82,66.48509460628222
C025_V05_S082_R03,25,5,82,43.234764456347705
C025_V05_S082_R04,25,5,82,39.83709827354857
C025_V05_S082_R05,25,5,82,99.32382798117683
C025_V01_S083_R01,25,1,83,246.4078999965901
C025_V03_S083_R01,25,3,83,97.76282371873926
C025_V03_S083_R02,25,3,83,100.33448615063824
C025_V03_S083_R03,25,3,83,67.16232118465446
C025_V05_S083_R01,25,5,83,38.991440145380274
C025_V05_S083_R02,25,5,83,91.4042162288375
C025_V05_S083_R03,25,5,83,80.70495638208938
C025_V05_S083_R04,25,5,83,40.597086033557005
C025_V05_S083_R05,25,5,83,47.237953098828704
C025_V01_S084_R01,25,1,84,338.4587371139551
C025_V03_S084_R01,25,3,84,143.2433615528984
C025_V03_S084_R02,25,3,84,105.34347990992906
C025_V03_S084_R03,25,3,84,104.14846484131724
C025_V05_S084_R01,25,5,84,76.36657581146582
C025_V05_S084_R02,25,5,84,86.29166195656451
C025_V05_S084_R03,25,5,84,89.31733811322917
C025_V05_S084_R04,25,5,84,43.66149775403973
C025_V05_S084_R05,25,5,84,104.14846484131724
C025_V01_S085_R01,25,1,85,260.0672034850431
C025_V03_S085_R01,25,3,85,86.53031540396327
C025_V03_S085_R02,25,3,85,145.53434874609968
C025_V03_S085_R03,25,3,85,68.99654388781602
C025_V05_S085_R01,25,5,85,91.03930612601556
C025_V05_S085_R02,25,5,85,68.99654388781602
C025_V05_S085_R03,25,5,85,48.14084190596133
C025_V05_S085_R04,25,5,85,119.7094702094559
C025_V05_S085_R05,25,5,85,39.16923396597696
C025_V01_S086_R01,25,1,86,204.48155355107548
C025_V03_S086_R01,25,3,86,76.16313013337047
C025_V03_S086_R02,25,3,86,104.33444080390844
C025_V03_S086_R03,25,3,86,45.6042818260411
C025_V05_S086_R01,25,5,86,71.03621709649158
C025_V05_S086_R02,25,5,86,30.285748272521964
C025_V05_S086_R03,25,5,86,61.71476236760357
C025_V05_S086_R04,25,5,86,94.92425450953014
C025_V05_S086_R05,25,5,86,31.947975842734813
C025_V01_S087_R01,25,1,87,196.51693778352805
C025_V03_S087_R01,25,3,87,85.8759453045573
C025_V03_S087_R02,25,3,87,91.15536655180446
C025_V03_S087_R03,25,3,87,78.60520647519674
C025_V05_S087_R01,25,5,87,84.88473535733762
C025_V05_S087_R02,25,5,87,84.72135477124073
C025_V05_S087_R03,25,5,87,37.71721847991725
C025_V05_S087_R04,25,5,87,54.78988956406836
C025_V05_S087_R05,25,5,87,53.367738033377705
C025_V01_S088_R01,25,1,88,242.54355090745392
C025_V03_S088_R01,25,3,88,86.16899049745484
C025_V03_S088_R02,25,3,88,72.25240368019323
C025_V03_S088_R03,25,3,88,93.47579733143871
C025_V05_S088_R01,25,5,88,49.93762807678241
C025_V05_S088_R02,25,5,88,57.96002617444674
C025_V05_S088_R03,25,5,88,93.47579733143871
C025_V05_S088_R04,25,5,88,48.39708687013496
C025_V05_S088_R05,25,5,88,52.02592287181725
C025_V01_S089_R01,25,1,89,219.6494263796108
C025_V03_S089_R01,25,3,89,69.59639500860506
C025_V03_S089_R02,25,3,89,124.23890478805971
C025_V03_S089_R03,25,3,89,70.5790978039113
C025_V05_S089_R01,25,5,89,50.75042506905725
C025_V05_S089_R02,25,5,89,86.29071085569576
C025_V05_S089_R03,25,5,89,50.14247841868106
C025_V05_S089_R04,25,5,89,46.3045271457792
C025_V05_S089_R05,25,5,89,97.17744781503184
C025_V01_S090_R01,25,1,90,166.2948928966382
C025_V03_S090_R01,25,3,90,74.73200618868262
C025_V03_S090_R02,25,3,90,71.93240985627753
C025_V03_S090_R03,25,3,90,68.6576570539841
C025_V05_S090_R01,25,5,90,66.66226379732998
C025_V05_S090_R02,25,5,90,64.52994586028171
C025_V05_S090_R03,25,5,90,39.5798593923661
C025_V05_S090_R04,25,5,90,40.6159933580707
C025_V05_S090_R05,25,5,90,52.3993377161444
C025_V01_S091_R01,25,1,91,205.4824386630665
C025_V03_S091_R01,25,3,91,80.60125343347204
C025_V03_S091_R02,25,3,91,66.24959507641765
C025_V03_S091_R03,25,3,91,81.0998292584612
C025_V05_S091_R01,25,5,91,37.116201679384005
C025_V05_S091_R02,25,5,91,80.60125343347204
C025_V05_S091_R03,25,5,91,65.07962337958875
C025_V05_S091_R04,25,5,91,46.21740126020613
C025_V05_S091_R05,25,5,91,39.24026223393203
C025_V01_S092_R01,25,1,92,244.8274021102063
C025_V03_S092_R01,25,3,92,51.68793524783616
C025_V03_S092_R02,25,3,92,114.14511374829746
C025_V03_S092_R03,25,3,92,96.47676548468137
C025_V05_S092_R01,25,5,92,96.47676548468137
C025_V05_S092_R02,25,5,92,35.288452603301806
C025_V05_S092_R03,25,5,92,59.01900317049072
C025_V05_S092_R04,25,5,92,48.56341099362939
C025_V05_S092_R05,25,5,92,76.82140108813823
C025_V01_S093_R01,25,1,93,214.4230874324719
C025_V03_S093_R01,25,3,93,100.79675756811454
C025_V03_S093_R02,25,3,93,83.76904818033685
C025_V03_S093_R03,25,3,93,76.78142580081308
C025_V05_S093_R01,25,5,93,57.27198609978296
C025_V05_S093_R02,25,5,93,70.98148638646526
C025_V05_S093_R03,25,5,93,56.404928452915215
C025_V05_S093_R04,25,5,93,50.12543661721634
C025_V05_S093_R05,25,5,93,80.63521268936174
C025_V01_S094_R01,25,1,94,248.1136464676183
C025_V03_S094_R01,25,3,94,74.39650051863029
C025_V03_S094_R02,25,3,94,77.32162735539801
C025_V03_S094_R03,25,3,94,108.80280968188056
C025_V05_S094_R01,25,5,94,44.989427866014395
C025_V05_S094_R02,25,5,94,81.76413294012642
C025_V05_S094_R03,25,5,94,60.37509316180336
C025_V05_S094_R04,25,5,94,76.54085753153949
C025_V05_S094_R05,25,5,94,38.47562020192751
C025_V01_S095_R01,25,1,95,209.16788614004432
C025_V03_S095_R01,25,3,95,59.699304634636704
C025_V03_S095_R02,25,3,95,91.35539123533584
C025_V03_S095_R03,25,3,95,65.34272457151843
C025_V05_S095_R01,25,5,95,65.34272457151843
C025_V05_S095_R02,25,5,95,63.777733039041294
C025_V05_S095_R03,25,5,95,35.494886803121354
C025_V05_S095_R04,25,5,95,47.06109750056796
C025_V05_S095_R05,25,5,95,72.86757135681121
C025_V01_S096_R01,25,1,96,228.5733539375279
C025_V03_S096_R01,25,3,96,96.07239165294963
C025_V03_S096_R02,25,3,96,98.27224739215654
C025_V03_S096_R03,25,3,96,82.31451293076263
C025_V05_S096_R01,25,5,96,65.9260690399991
C025_V05_S096_R02,25,5,96,90.54502884151576
C025_V05_S096_R03,25,5,96,50.61064314922318
C025_V05_S096_R04,25,5,96,92.34739082295972
C025_V05_S096_R05,25,5,96,39.467450176854165
C025_V01_S097_R01,25,1,97,190.0193769261047
C025_V03_S097_R01,25,3,97,60.268333078071294
C025_V03_S097_R02,25,3,97,87.49801986928469
C025_V03_S097_R03,25,3,97,70.1380074797012
C025_V05_S097_R01,25,5,97,48.41825193735179
C025_V05_S097_R02,25,5,97,26.35632880928588
C025_V05_S097_R03,25,5,97,33.87678583853329
C025_V05_S097_R04,25,5,97,70.1380074797012
C025_V05_S097_R05,25,5,97,60.268333078071294
C025_V01_S098_R01,25,1,98,223.220472361775
C025_V03_S098_R01,25,3,98,73.56810201359005
C025_V03_S098_R02,25,3,98,108.29371098925934
C025_V03_S098_R03,25,3,98,56.798224670239094
C025_V05_S098_R01,25,5,98,66.99620324280245
C025_V05_S098_R02,25,5,98,54.67563989926955
C025_V05_S098_R03,25,5,98,73.56810201359005
C025_V05_S098_R04,25,5,98,77.23801056960423
C025_V05_S098_R05,25,5,98,41.1301789081048
C025_V01_S099_R01,25,1,99,197.2697419799892
C025_V03_S099_R01,25,3,99,63.79582470955596
C025_V03_S099_R02,25,3,99,102.64730468634164
C025_V03_S099_R03,25,3,99,47.36076268255939
C025_V05_S099_R01,25,5,99,46.38996281838515
C025_V05_S099_R02,25,5,99,53.08242418674662
C025_V05_S099_R03,25,5,99,79.52878399925288
C025_V05_S099_R04,25,5,99,47.36076268255939
C025_V05_S099_R05,25,5,99,33.94644242690693
C025_V01_S100_R01,25,1,100,239.26601770298828
C025_V03_S100_R01,25,3,100,72.09331690227094
C025_V03_S100_R02,25,3,100,105.05013012524014
C025_V03_S100_R03,25,3,100,92.64488901881236
C025_V05_S100_R01,25,5,100,87.89529798207576
C025_V05_S100_R02,25,5,100,56.87635517431318
C025_V05_S100_R03,25,5,100,80.82687139286675
C025_V05_S100_R04,25,5,100,47.81369294049459
C025_V05_S100_R05,25,5,100,30.339330908889423
C050_V01_S001_R01,50,1,1,310.33617221824517
C050_V03_S001_R01,50,3,1,116.40840684359004
C050_V03_S001_R02,50,3,1,144.94664661352357
C050_V03_S001_R03,50,3,1,95.52798261239116
C050_V05_S001_R01,50,5,1,87.58091160509267
C050_V05_S001_R02,50,5,1,90.71455631168304
C050_V05_S001_R03,50,5,1,58.84062324246856
C050_V05_S001_R04,50,5,1,104.60239416131876
C050_V05_S001_R05,50,5,1,64.4077944238438
C050_V01_S002_R01,50,1,2,360.960656431658
C050_V03_S002_R01,50,3,2,127.78208452524892
C050_V03_S002_R02,50,3,2,173.97000259406389
C050_V03_S002_R03,50,3,2,89.98808737006372
C050_V05_S002_R01,50,5,2,89.98808737006372
C050_V05_S002_R02,50,5,2,144.11190290868993
C050_V05_S002_R03,50,5,2,60.059778054633746
C050_V05_S002_R04,50,5,2,57.22649181020853
C050_V05_S002_R05,50,5,2,49.053190779032086
C050_V01_S003_R01,50,1,3,344.9090193841446
C050_V03_S003_R01,50,3,3,111.35146072804756
C050_V03_S003_R02,50,3,3,135.0730693744603
C050_V03_S003_R03,50,3,3,156.8822900384135
C050_V05_S003_R01,50,5,3,45.81955038679613
C050_V05_S003_R02,50,5,3,133.81669736735475
C050_V05_S003_R03,50,5,3,87.21736348282279
C050_V05_S003_R04,50,5,3,50.462735878368065
C050_V05_S003_R05,50,5,3,57.89004796967929
C050_V01_S004_R01,50,1,4,385.5373093533952
C050_V03_S004_R01,50,3,4,126.29750475179117
C050_V03_S004_R02,50,3,4,153.69554235764662
C050_V03_S004_R03,50,3,4,125.74281061415805
C050_V05_S004_R01,50,5,4,74.86026572066267
C050_V05_S004_R02,50,5,4,107.26254515188222
C050_V05_S004_R03,50,5,4,112.99916939091676
C050_V05_S004_R04,50,5,4,64.44646184324927
C050_V05_S004_R05,50,5,4,104.51020042271816
C050_V01_S005_R01,50,1,5,322.2233234696273
C050_V03_S005_R01,50,3,5,136.96218197668605
C050_V03_S005_R02,50,3,5,122.3932899602569
C050_V03_S005_R03,50,3,5,116.11354025719427
C050_V05_S005_R01,50,5,5,60.56307037677449
C050_V05_S005_R02,50,5,5,71.04655470572453
C050_V05_S005_R03,50,5,5,107.58155103112747
C050_V05_S005_R04,50,5,5,80.59027497733834
C050_V05_S005_R05,50,5,5,88.61082698620733
C050_V01_S006_R01,50,1,6,281.16367556170326
C050_V03_S006_R01,50,3,6,121.90576100404184
C050_V03_S006_R02,50,3,6,112.99856107634996
C050_V03_S006_R03,50,3,6,114.58614944256696
C050_V05_S006_R01,50,5,6,79.25971591952677
C050_V05_S006_R02,50,5,6,48.07175795879196
C050_V05_S006_R03,50,5,6,45.53008172739827
C050_V05_S006_R04,50,5,6,121.90576100404184
C050_V05_S006_R05,50,5,6,74.73639661473302
C050_V01_S007_R01,50,1,7,299.31303543317256
C050_V03_S007_R01,50,3,7,104.80290042176196
C050_V03_S007_R02,50,3,7,141.91124209417669
C050_V03_S007_R03,50,3,7,89.79654656528433
C050_V05_S007_R01,50,5,7,56.537856939266995
C050_V05_S007_R02,50,5,7,91.8675097025326
C050_V05_S007_R03,50,5,7,89.79654656528433
C050_V05_S007_R04,50,5,7,107.37513823431668
C050_V05_S007_R05,50,5,7,54.296483847076985
C050_V01_S008_R01,50,1,8,289.8262026653446
C050_V03_S008_R01,50,3,8,131.32817152148152
C050_V03_S008_R02,50,3,8,111.4865693439434
C050_V03_S008_R03,50,3,8,93.0207968356282
C050_V05_S008_R01,50,5,8,94.67683567843416
C050_V05_S008_R02,50,5,8,73.23413098045181
C050_V05_S008_R03,50,5,8,59.752686066613734
C050_V05_S008_R04,50,5,8,51.57691174342678
C050_V05_S008_R05,50,5,8,92.39189480577105
C050_V01_S009_R01,50,1,9,329.8121498805023
C050_V03_S009_R01,50,3,9,124.6190249104342
C050_V03_S009_R02,50,3,9,151.0372850265581
C050_V03_S009_R03,50,3,9,119.86698012903406
C050_V05_S009_R01,50,5,9,69.77081720716578
C050_V05_S009_R02,50,5,9,119.86698012903406
C050_V05_S009_R03,50,5,9,53.957178208927026
C050_V05_S009_R04,50,5,9,46.69653186808371
C050_V05_S009_R05,50,5,9,107.09378261132346
C050_V01_S010_R01,50,1,10,398.06166380422326
C050_V03_S010_R01,50,3,10,139.91329614751572
C050_V03_S010_R02,50,3,10,183.27592185268736
C050_V03_S010_R03,50,3,10,64.75760086302265
C050_V05_S010_R01,50,5,10,124.61951484155053
C050_V05_S010_R02,50,5,10,118.35806144271343
C050_V05_S010_R03,50,5,10,71.45292972665662
C050_V05_S010_R04,50,5,10,71.15548655510631
C050_V05_S010_R05,50,5,10,111.80362128756964
C050_V01_S011_R01,50,1,11,332.1723916580995
C050_V03_S011_R01,50,3,11,161.67929050710933
C050_V03_S011_R02,50,3,11,82.16997049772507
C050_V03_S011_R03,50,3,11,119.6348271383624
C050_V05_S011_R01,50,5,11,92.86374699807138
C050_V05_S011_R02,50,5,11,82.16997049772507
C050_V05_S011_R03,50,5,11,114.79909089283228
C050_V05_S011_R04,50,5,11,83.41069730526547
C050_V05_S011_R05,50,5,11,56.45004637229363
C050_V01_S012_R01,50,1,12,300.79871558095147
C050_V03_S012_R01,50,3,12,79.46037475273855
C050_V03_S012_R02,50,3,12,172.71408871232805
C050_V03_S012_R03,50,3,12,108.57056077763932
C050_V05_S012_R01,50,5,12,79.87433452640386
C050_V05_S012_R02,50,5,12,79.46037475273855
C050_V05_S012_R03,50,5,12,60.67568255532622
C050_V05_S012_R04,50,5,12,108.57056077763932
C050_V05_S012_R05,50,5,12,45.21186934949622
C050_V01_S013_R01,50,1,13,306.6266016457416
C050_V03_S013_R01,50,3,13,90.45197856208576
C050_V03_S013_R02,50,3,13,140.43997976070406
C050_V03_S013_R03,50,3,13,87.02655461694923
C050_V05_S013_R01,50,5,13,104.35984976557286
C050_V05_S013_R02,50,5,13,78.04153528467876
C050_V05_S013_R03,50,5,13,67.5398416540487
C050_V05_S013_R04,50,5,13,92.38148047422683
C050_V05_S013_R05,50,5,13,67.96111830046671
C050_V01_S014_R01,50,1,14,316.2533171521435
C050_V03_S014_R01,50,3,14,130.66421251995604
C050_V03_S014_R02,50,3,14,113.4272670172898
C050_V03_S014_R03,50,3,14,92.2958682846253
C050_V05_S014_R01,50,5,14,57.555324415871574
C050_V05_S014_R02,50,5,14,104.60421493011062
C050_V05_S014_R03,50,5,14,93.36805063588062
C050_V05_S014_R04,50,5,14,55.01718548351537
C050_V05_S014_R05,50,5,14,88.0289478514567
C050_V01_S015_R01,50,1,15,288.4034061225358
C050_V03_S015_R01,50,3,15,104.35268075635076
C050_V03_S015_R02,50,3,15,112.787891509955
C050_V03_S015_R03,50,3,15,123.50791579777976
C050_V05_S015_R01,50,5,15,75.62776316394745
C050_V05_S015_R02,50,5,15,67.73304570123511
C050_V05_S015_R03,50,5,15,71.12549044169077
C050_V05_S015_R04,50,5,15,120.36322153425304
C050_V05_S015_R05,50,5,15,51.23571103923592
C050_V01_S016_R01,50,1,16,233.46406015911705
C050_V03_S016_R01,50,3,16,100.49308529796696
C050_V03_S016_R02,50,3,16,100.67543114064826
C050_V03_S016_R03,50,3,16,70.72702666245388
C050_V05_S016_R01,50,5,16,69.6823732795797
C050_V05_S016_R02,50,5,16,93.31744414628028
C050_V05_S016_R03,50,5,16,53.602698075279605
C050_V05_S016_R04,50,5,16,54.74111615433958
C050_V05_S016_R05,50,5,16,71.29270117686902
C050_V01_S017_R01,50,1,17,303.02873693359487
C050_V03_S017_R01,50,3,17,103.351828941448
C050_V03_S017_R02,50,3,17,135.47046775070643
C050_V03_S017_R03,50,3,17,88.51279678565652
C050_V05_S017_R01,50,5,17,51.32181274401941
C050_V05_S017_R02,50,5,17,94.71365097084276
C050_V05_S017_R03,50,5,17,102.77719017431224
C050_V05_S017_R04,50,5,17,115.50389377493973
C050_V05_S017_R05,50,5,17,51.87440482189161
C050_V01_S018_R01,50,1,18,272.00568173319425
C050_V03_S018_R01,50,3,18,85.70890296226543
C050_V03_S018_R02,50,3,18,131.70667857532516
C050_V03_S018_R03,50,3,18,110.48043333911312
